Ensembl Gene ID	Rat Ensembl Gene ID
ENSG00000207628	
ENSG00000222667	
ENSG00000206900	
ENSG00000223080	
ENSG00000207740	
ENSG00000201153	
ENSG00000201042	
ENSG00000221769	
ENSG00000222829	
ENSG00000206915	
ENSG00000207268	
ENSG00000223183	
ENSG00000200235	
ENSG00000222016	
ENSG00000222010	
ENSG00000222029	
ENSG00000222045	
ENSG00000206693	
ENSG00000221848	ENSRNOG00000011415
ENSG00000222043	ENSRNOG00000001548
ENSG00000221325	
ENSG00000199071	
ENSG00000202041	
ENSG00000222917	
ENSG00000206730	
ENSG00000200543	
ENSG00000221373	
ENSG00000202000	
ENSG00000208458	
ENSG00000221806	
ENSG00000210069	
ENSG00000213621	
ENSG00000199634	
ENSG00000210206	
ENSG00000211150	
ENSG00000175137	ENSRNOG00000002737
ENSG00000171161	ENSRNOG00000002713
ENSG00000171163	ENSRNOG00000002682
ENSG00000185220	ENSRNOG00000038435
ENSG00000177151	ENSRNOG00000021557
ENSG00000187701	
ENSG00000189181	
ENSG00000184022	
ENSG00000183130	
ENSG00000188558	
ENSG00000182783	ENSRNOG00000029203
ENSG00000182783	ENSRNOG00000026657
ENSG00000182783	ENSRNOG00000030440
ENSG00000182783	ENSRNOG00000030652
ENSG00000182783	ENSRNOG00000033001
ENSG00000182783	ENSRNOG00000031926
ENSG00000182783	ENSRNOG00000032577
ENSG00000182783	ENSRNOG00000029989
ENSG00000182783	ENSRNOG00000032271
ENSG00000183310	
ENSG00000196240	ENSRNOG00000021557
ENSG00000196539	
ENSG00000203661	ENSRNOG00000029203
ENSG00000203661	ENSRNOG00000026657
ENSG00000203661	ENSRNOG00000030440
ENSG00000203661	ENSRNOG00000030652
ENSG00000203661	ENSRNOG00000033001
ENSG00000203661	ENSRNOG00000031926
ENSG00000203661	ENSRNOG00000032577
ENSG00000203661	ENSRNOG00000029989
ENSG00000203661	ENSRNOG00000032271
ENSG00000209049	
ENSG00000196944	ENSRNOG00000029203
ENSG00000196944	ENSRNOG00000026657
ENSG00000196944	ENSRNOG00000030440
ENSG00000196944	ENSRNOG00000030652
ENSG00000196944	ENSRNOG00000033001
ENSG00000196944	ENSRNOG00000031926
ENSG00000196944	ENSRNOG00000032577
ENSG00000196944	ENSRNOG00000029989
ENSG00000196944	ENSRNOG00000032271
ENSG00000198104	ENSRNOG00000006746
ENSG00000175143	ENSRNOG00000006734
ENSG00000177201	
ENSG00000177186	
ENSG00000177174	
ENSG00000177233	
ENSG00000171180	
ENSG00000177212	
ENSG00000207751	
ENSG00000198128	ENSRNOG00000038107
ENSG00000196071	ENSRNOG00000038103
ENSG00000196071	ENSRNOG00000038108
ENSG00000162727	
ENSG00000198601	
ENSG00000179926	
ENSG00000197454	ENSRNOG00000038107
ENSG00000203663	ENSRNOG00000038107
ENSG00000196936	ENSRNOG00000038107
ENSG00000187080	ENSRNOG00000029289
ENSG00000187080	ENSRNOG00000030770
ENSG00000187080	ENSRNOG00000030875
ENSG00000187080	ENSRNOG00000031528
ENSG00000187080	ENSRNOG00000030041
ENSG00000187080	ENSRNOG00000038411
ENSG00000187080	ENSRNOG00000033659
ENSG00000187080	ENSRNOG00000030488
ENSG00000187080	ENSRNOG00000030178
ENSG00000187080	ENSRNOG00000032541
ENSG00000187080	ENSRNOG00000031246
ENSG00000187080	ENSRNOG00000031745
ENSG00000177462	ENSRNOG00000038413
ENSG00000177275	
ENSG00000197591	ENSRNOG00000002858
ENSG00000162722	ENSRNOG00000026430
ENSG00000209210	
ENSG00000209165	
ENSG00000169214	ENSRNOG00000032371
ENSG00000198118	ENSRNOG00000030565
ENSG00000198118	ENSRNOG00000033463
ENSG00000198118	ENSRNOG00000030176
ENSG00000198118	ENSRNOG00000033105
ENSG00000198118	ENSRNOG00000031741
ENSG00000198118	ENSRNOG00000031858
ENSG00000153230	
ENSG00000221888	
ENSG00000196772	ENSRNOG00000018489
ENSG00000177476	
ENSG00000197437	ENSRNOG00000033009
ENSG00000209487	
ENSG00000196242	
ENSG00000177489	
ENSG00000210033	
ENSG00000162711	ENSRNOG00000003170
ENSG00000177535	ENSRNOG00000022244
ENSG00000203664	ENSRNOG00000027810
ENSG00000169224	
ENSG00000188295	
ENSG00000221953	
ENSG00000196418	
ENSG00000197617	
ENSG00000162714	ENSRNOG00000003129
ENSG00000203371	
ENSG00000162852	ENSRNOG00000002710
ENSG00000143653	ENSRNOG00000037984
ENSG00000153207	ENSRNOG00000023541
ENSG00000197472	
ENSG00000135747	
ENSG00000185420	ENSRNOG00000028924
ENSG00000162851	ENSRNOG00000002695
ENSG00000203666	
ENSG00000162849	ENSRNOG00000028624
ENSG00000162849	ENSRNOG00000038003
ENSG00000203667	ENSRNOG00000004553
ENSG00000188206	
ENSG00000153187	ENSRNOG00000033790
ENSG00000210177	
ENSG00000210173	
ENSG00000179397	ENSRNOG00000038022
ENSG00000121644	ENSRNOG00000004524
ENSG00000215797	
ENSG00000179456	ENSRNOG00000004423
ENSG00000173728	ENSRNOG00000021411
ENSG00000035687	ENSRNOG00000004481
ENSG00000117020	ENSRNOG00000021497
ENSG00000211120	
ENSG00000215799	
ENSG00000143702	
ENSG00000054282	ENSRNOG00000004181
ENSG00000162843	ENSRNOG00000003824
ENSG00000174371	ENSRNOG00000003876
ENSG00000197769	
ENSG00000180287	ENSRNOG00000003997
ENSG00000091483	ENSRNOG00000003653
ENSG00000117009	ENSRNOG00000003709
ENSG00000054277	ENSRNOG00000003778
ENSG00000203668	
ENSG00000180875	ENSRNOG00000003616
ENSG00000182901	ENSRNOG00000021984
ENSG00000133019	ENSRNOG00000014639
ENSG00000155816	ENSRNOG00000003574
ENSG00000212915	
ENSG00000162840	ENSRNOG00000028841
ENSG00000198626	ENSRNOG00000017060
ENSG00000116996	ENSRNOG00000027506
ENSG00000215808	
ENSG00000119285	ENSRNOG00000021686
ENSG00000077522	ENSRNOG00000017833
ENSG00000116984	ENSRNOG00000017593
ENSG00000209069	
ENSG00000086619	ENSRNOG00000002609
ENSG00000186197	ENSRNOG00000002624
ENSG00000215809	
ENSG00000116977	ENSRNOG00000018046
ENSG00000116977	ENSRNOG00000027743
ENSG00000116962	ENSRNOG00000002461
ENSG00000077585	ENSRNOG00000002480
ENSG00000152904	ENSRNOG00000016767
ENSG00000116957	ENSRNOG00000029667
ENSG00000162885	ENSRNOG00000016855
ENSG00000168243	
ENSG00000143669	ENSRNOG00000012662
ENSG00000173726	ENSRNOG00000019980
ENSG00000188739	ENSRNOG00000020004
ENSG00000188739	ENSRNOG00000023341
ENSG00000054267	ENSRNOG00000016391
ENSG00000059588	
ENSG00000168264	
ENSG00000213601	
ENSG00000183780	
ENSG00000168275	
ENSG00000135778	ENSRNOG00000019922
ENSG00000135749	ENSRNOG00000028580
ENSG00000143674	ENSRNOG00000019931
ENSG00000135750	ENSRNOG00000019937
ENSG00000162946	ENSRNOG00000019779
ENSG00000116991	ENSRNOG00000019791
ENSG00000212916	ENSRNOG00000028652
ENSG00000135766	ENSRNOG00000019773
ENSG00000135766	ENSRNOG00000019516
ENSG00000116918	
ENSG00000152575	
ENSG00000116903	ENSRNOG00000019766
ENSG00000010072	ENSRNOG00000021330
ENSG00000182118	ENSRNOG00000019022
ENSG00000119283	ENSRNOG00000019024
ENSG00000143633	ENSRNOG00000019169
ENSG00000116906	ENSRNOG00000019205
ENSG00000119280	ENSRNOG00000018836
ENSG00000143643	ENSRNOG00000018884
ENSG00000173409	ENSRNOG00000018909
ENSG00000135744	ENSRNOG00000018445
ENSG00000135773	ENSRNOG00000018480
ENSG00000143641	ENSRNOG00000019143
ENSG00000177614	ENSRNOG00000026791
ENSG00000135775	ENSRNOG00000018228
ENSG00000135776	ENSRNOG00000017993
ENSG00000135801	ENSRNOG00000018027
ENSG00000135763	ENSRNOG00000026853
ENSG00000223074	
ENSG00000154429	ENSRNOG00000017690
ENSG00000143632	ENSRNOG00000017786
ENSG00000069248	ENSRNOG00000017919
ENSG00000177800	
ENSG00000168118	ENSRNOG00000017467
ENSG00000213029	
ENSG00000181218	
ENSG00000196890	
ENSG00000168159	ENSRNOG00000002887
ENSG00000215811	ENSRNOG00000022983
ENSG00000116574	
ENSG00000154370	ENSRNOG00000002915
ENSG00000162931	
ENSG00000168148	
ENSG00000154358	ENSRNOG00000008975
ENSG00000143774	ENSRNOG00000002928
ENSG00000198835	ENSRNOG00000038328
ENSG00000203684	
ENSG00000181873	ENSRNOG00000022725
ENSG00000162913	
ENSG00000209630	
ENSG00000208469	
ENSG00000143816	ENSRNOG00000003066
ENSG00000154342	ENSRNOG00000003039
ENSG00000143761	ENSRNOG00000030591
ENSG00000143793	ENSRNOG00000002944
ENSG00000162910	ENSRNOG00000002943
ENSG00000215812	
ENSG00000081692	ENSRNOG00000022438
ENSG00000143740	ENSRNOG00000022472
ENSG00000185888	ENSRNOG00000022548
ENSG00000163050	ENSRNOG00000002879
ENSG00000143776	ENSRNOG00000002841
ENSG00000181450	
ENSG00000143801	
ENSG00000218327	
ENSG00000203685	ENSRNOG00000037960
ENSG00000143772	ENSRNOG00000002969
ENSG00000182827	ENSRNOG00000003185
ENSG00000185155	ENSRNOG00000003176
ENSG00000183814	ENSRNOG00000023304
ENSG00000143799	ENSRNOG00000003084
ENSG00000143811	ENSRNOG00000003267
ENSG00000143768	ENSRNOG00000003286
ENSG00000143768	ENSRNOG00000003263
ENSG00000143751	ENSRNOG00000003247
ENSG00000163041	
ENSG00000196187	ENSRNOG00000003310
ENSG00000143787	ENSRNOG00000003286
ENSG00000143787	ENSRNOG00000003263
ENSG00000154380	ENSRNOG00000031934
ENSG00000143742	ENSRNOG00000003211
ENSG00000143819	ENSRNOG00000003515
ENSG00000143815	ENSRNOG00000003103
ENSG00000203691	
ENSG00000203694	
ENSG00000203693	ENSRNOG00000003087
ENSG00000185842	
ENSG00000209815	
ENSG00000143771	ENSRNOG00000003717
ENSG00000162923	ENSRNOG00000003723
ENSG00000143786	ENSRNOG00000022724
ENSG00000173419	
ENSG00000143756	ENSRNOG00000000066
ENSG00000143753	ENSRNOG00000003223
ENSG00000143753	ENSRNOG00000003601
ENSG00000143748	ENSRNOG00000003629
ENSG00000143514	ENSRNOG00000003237
ENSG00000185495	
ENSG00000178395	ENSRNOG00000022104
ENSG00000203697	ENSRNOG00000003468
ENSG00000162909	ENSRNOG00000034015
ENSG00000209811	
ENSG00000211424	
ENSG00000187554	ENSRNOG00000022067
ENSG00000143502	ENSRNOG00000003562
ENSG00000186063	ENSRNOG00000003730
ENSG00000162819	ENSRNOG00000003664
ENSG00000197520	
ENSG00000154309	ENSRNOG00000003635
ENSG00000197644	
ENSG00000143498	ENSRNOG00000022008
ENSG00000154305	
ENSG00000136630	ENSRNOG00000002309
ENSG00000143507	ENSRNOG00000004003
ENSG00000143512	ENSRNOG00000014826
ENSG00000223096	
ENSG00000223097	
ENSG00000117791	ENSRNOG00000037850
ENSG00000186205	ENSRNOG00000004101
ENSG00000116141	ENSRNOG00000002339
ENSG00000162817	ENSRNOG00000002322
ENSG00000211419	
ENSG00000162813	ENSRNOG00000002378
ENSG00000067704	ENSRNOG00000002368
ENSG00000118873	ENSRNOG00000002353
ENSG00000143353	ENSRNOG00000023130
ENSG00000196660	ENSRNOG00000002397
ENSG00000136628	ENSRNOG00000002393
ENSG00000162814	ENSRNOG00000002504
ENSG00000067533	ENSRNOG00000002450
ENSG00000092969	ENSRNOG00000002418
ENSG00000136636	ENSRNOG00000002627
ENSG00000042781	ENSRNOG00000003738
ENSG00000196482	ENSRNOG00000002593
ENSG00000092978	ENSRNOG00000002512
ENSG00000117707	ENSRNOG00000003694
ENSG00000143499	ENSRNOG00000003583
ENSG00000152104	ENSRNOG00000003407
ENSG00000117724	ENSRNOG00000003388
ENSG00000082482	ENSRNOG00000002653
ENSG00000162769	
ENSG00000143494	ENSRNOG00000003832
ENSG00000174606	ENSRNOG00000003795
ENSG00000136643	ENSRNOG00000003767
ENSG00000181799	
ENSG00000123685	ENSRNOG00000003716
ENSG00000117697	ENSRNOG00000036912
ENSG00000203705	
ENSG00000185523	
ENSG00000198468	
ENSG00000066027	ENSRNOG00000000068
ENSG00000065600	ENSRNOG00000003915
ENSG00000117691	ENSRNOG00000003833
ENSG00000162772	ENSRNOG00000003745
ENSG00000162771	ENSRNOG00000029371
ENSG00000143493	ENSRNOG00000004263
ENSG00000143476	ENSRNOG00000004195
ENSG00000117650	ENSRNOG00000012119
ENSG00000117650	ENSRNOG00000004487
ENSG00000123684	ENSRNOG00000004402
ENSG00000123684	ENSRNOG00000003883
ENSG00000198570	
ENSG00000170385	ENSRNOG00000004749
ENSG00000082512	
ENSG00000153363	
ENSG00000143473	ENSRNOG00000003841
ENSG00000117625	
ENSG00000143469	
ENSG00000203706	
ENSG00000082497	ENSRNOG00000003935
ENSG00000054392	ENSRNOG00000003925
ENSG00000162757	ENSRNOG00000005558
ENSG00000117595	ENSRNOG00000005082
ENSG00000117597	ENSRNOG00000004789
ENSG00000009790	ENSRNOG00000005565
ENSG00000215821	
ENSG00000209061	
ENSG00000196878	ENSRNOG00000006025
ENSG00000123689	ENSRNOG00000006019
ENSG00000117594	
ENSG00000076356	ENSRNOG00000007324
ENSG00000008118	ENSRNOG00000006470
ENSG00000117335	ENSRNOG00000007917
ENSG00000203709	
ENSG00000174059	ENSRNOG00000007695
ENSG00000203710	ENSRNOG00000008193
ENSG00000197721	ENSRNOG00000008193
ENSG00000123838	ENSRNOG00000004062
ENSG00000196352	ENSRNOG00000003927
ENSG00000117322	ENSRNOG00000034164
ENSG00000123836	ENSRNOG00000004162
ENSG00000123843	ENSRNOG00000004125
ENSG00000177622	
ENSG00000182795	ENSRNOG00000004341
ENSG00000180667	ENSRNOG00000025704
ENSG00000162894	ENSRNOG00000004441
ENSG00000162896	ENSRNOG00000004405
ENSG00000162897	ENSRNOG00000004393
ENSG00000136634	ENSRNOG00000004647
ENSG00000142224	ENSRNOG00000025571
ENSG00000162891	ENSRNOG00000004633
ENSG00000162892	ENSRNOG00000004470
ENSG00000211097	
ENSG00000143479	ENSRNOG00000004870
ENSG00000162889	ENSRNOG00000004726
ENSG00000163486	ENSRNOG00000006733
ENSG00000143466	ENSRNOG00000025100
ENSG00000162888	
ENSG00000136653	ENSRNOG00000005342
ENSG00000143486	ENSRNOG00000004910
ENSG00000143486	ENSRNOG00000038802
ENSG00000196533	
ENSG00000196188	ENSRNOG00000006963
ENSG00000174502	ENSRNOG00000029514
ENSG00000196550	
ENSG00000198049	ENSRNOG00000006891
ENSG00000133065	
ENSG00000162877	ENSRNOG00000039745
ENSG00000208501	
ENSG00000208502	
ENSG00000216834	
ENSG00000208503	
ENSG00000208504	
ENSG00000203372	
ENSG00000213592	
ENSG00000158715	ENSRNOG00000007591
ENSG00000069275	ENSRNOG00000004262
ENSG00000117280	
ENSG00000162873	ENSRNOG00000000036
ENSG00000186007	ENSRNOG00000039735
ENSG00000117266	ENSRNOG00000008137
ENSG00000174514	ENSRNOG00000024657
ENSG00000158711	ENSRNOG00000007887
ENSG00000133069	ENSRNOG00000000033
ENSG00000163545	ENSRNOG00000000034
ENSG00000209768	
ENSG00000203456	
ENSG00000174529	ENSRNOG00000028752
ENSG00000133059	ENSRNOG00000021298
ENSG00000184144	ENSRNOG00000009033
ENSG00000117222	ENSRNOG00000021289
ENSG00000198625	ENSRNOG00000009696
ENSG00000170382	ENSRNOG00000009691
ENSG00000163531	ENSRNOG00000030515
ENSG00000170498	
ENSG00000174567	ENSRNOG00000002936
ENSG00000143850	ENSRNOG00000002907
ENSG00000158615	ENSRNOG00000028493
ENSG00000158615	ENSRNOG00000037277
ENSG00000133056	ENSRNOG00000029938
ENSG00000176754	
ENSG00000143842	ENSRNOG00000028353
ENSG00000143845	ENSRNOG00000028368
ENSG00000143839	ENSRNOG00000002937
ENSG00000220804	
ENSG00000122188	ENSRNOG00000028250
ENSG00000058673	ENSRNOG00000002993
ENSG00000058673	ENSRNOG00000037312
ENSG00000058673	ENSRNOG00000030015
ENSG00000182004	
ENSG00000216921	
ENSG00000204098	
ENSG00000188389	ENSRNOG00000019043
ENSG00000188011	
ENSG00000058668	ENSRNOG00000003031
ENSG00000204194	
ENSG00000154252	ENSRNOG00000022982
ENSG00000204099	ENSRNOG00000019031
ENSG00000122176	ENSRNOG00000003183
ENSG00000188783	ENSRNOG00000003120
ENSG00000188770	ENSRNOG00000003059
ENSG00000133063	ENSRNOG00000028072
ENSG00000180902	ENSRNOG00000019012
ENSG00000159388	ENSRNOG00000003300
ENSG00000163485	ENSRNOG00000003442
ENSG00000133055	ENSRNOG00000003336
ENSG00000133048	ENSRNOG00000003312
ENSG00000168393	ENSRNOG00000018904
ENSG00000168395	ENSRNOG00000018988
ENSG00000122180	ENSRNOG00000030743
ENSG00000168397	ENSRNOG00000018403
ENSG00000168397	ENSRNOG00000023914
ENSG00000218457	
ENSG00000159348	ENSRNOG00000003973
ENSG00000163444	ENSRNOG00000003594
ENSG00000176720	ENSRNOG00000018214
ENSG00000176946	ENSRNOG00000018351
ENSG00000143847	ENSRNOG00000003494
ENSG00000159346	ENSRNOG00000004143
ENSG00000115694	ENSRNOG00000018181
ENSG00000168385	ENSRNOG00000017952
ENSG00000117153	ENSRNOG00000004193
ENSG00000006607	ENSRNOG00000018051
ENSG00000115677	ENSRNOG00000031479
ENSG00000117139	ENSRNOG00000004433
ENSG00000184774	ENSRNOG00000027702
ENSG00000183155	
ENSG00000212880	
ENSG00000143858	ENSRNOG00000004756
ENSG00000209181	
ENSG00000115685	ENSRNOG00000016974
ENSG00000077157	ENSRNOG00000005032
ENSG00000146205	ENSRNOG00000023427
ENSG00000077152	ENSRNOG00000005038
ENSG00000122085	ENSRNOG00000037376
ENSG00000115687	ENSRNOG00000016888
ENSG00000162804	ENSRNOG00000023548
ENSG00000133067	ENSRNOG00000005093
ENSG00000170075	ENSRNOG00000006237
ENSG00000172478	ENSRNOG00000023557
ENSG00000143862	ENSRNOG00000005988
ENSG00000143851	ENSRNOG00000005807
ENSG00000163435	ENSRNOG00000006330
ENSG00000172482	ENSRNOG00000023856
ENSG00000134375	ENSRNOG00000007040
ENSG00000134375	ENSRNOG00000005541
ENSG00000130294	ENSRNOG00000023993
ENSG00000176393	ENSRNOG00000006720
ENSG00000198892	ENSRNOG00000007369
ENSG00000163431	ENSRNOG00000007185
ENSG00000219159	
ENSG00000184945	ENSRNOG00000004452
ENSG00000210114	
ENSG00000210103	
ENSG00000209084	
ENSG00000210099	
ENSG00000210081	
ENSG00000178623	ENSRNOG00000024030
ENSG00000198700	ENSRNOG00000007418
ENSG00000185176	ENSRNOG00000004452
ENSG00000213826	
ENSG00000210076	
ENSG00000213543	
ENSG00000134369	ENSRNOG00000008425
ENSG00000142330	
ENSG00000159176	ENSRNOG00000008937
ENSG00000188542	
ENSG00000142327	
ENSG00000159166	ENSRNOG00000009144
ENSG00000144504	
ENSG00000159173	ENSRNOG00000009073
ENSG00000174307	ENSRNOG00000009068
ENSG00000211086	
ENSG00000178602	ENSRNOG00000016567
ENSG00000063660	
ENSG00000218416	
ENSG00000178586	ENSRNOG00000034098
ENSG00000178586	ENSRNOG00000033406
ENSG00000178586	ENSRNOG00000033704
ENSG00000172428	ENSRNOG00000037402
ENSG00000073905	
ENSG00000130414	ENSRNOG00000016470
ENSG00000130414	ENSRNOG00000006660
ENSG00000118194	ENSRNOG00000033734
ENSG00000182083	ENSRNOG00000034098
ENSG00000182083	ENSRNOG00000033406
ENSG00000182083	ENSRNOG00000033704
ENSG00000221961	
ENSG00000197605	
ENSG00000213827	
ENSG00000220256	
ENSG00000222020	
ENSG00000196758	
ENSG00000218270	
ENSG00000213828	
ENSG00000163395	ENSRNOG00000026087
ENSG00000081277	ENSRNOG00000010076
ENSG00000116857	ENSRNOG00000010204
ENSG00000065802	ENSRNOG00000020322
ENSG00000068024	ENSRNOG00000020372
ENSG00000081248	
ENSG00000132326	ENSRNOG00000020254
ENSG00000204104	ENSRNOG00000024468
ENSG00000209786	
ENSG00000186235	
ENSG00000144485	ENSRNOG00000020194
ENSG00000180663	
ENSG00000178752	ENSRNOG00000024688
ENSG00000116852	ENSRNOG00000008471
ENSG00000132323	ENSRNOG00000020115
ENSG00000144488	ENSRNOG00000024717
ENSG00000170128	ENSRNOG00000008603
ENSG00000168427	ENSRNOG00000020105
ENSG00000163362	ENSRNOG00000025948
ENSG00000132330	ENSRNOG00000020083
ENSG00000118200	ENSRNOG00000008741
ENSG00000210130	
ENSG00000118193	ENSRNOG00000009081
ENSG00000184182	ENSRNOG00000019953
ENSG00000118197	
ENSG00000203422	
ENSG00000162702	ENSRNOG00000009099
ENSG00000132329	ENSRNOG00000019926
ENSG00000203424	
ENSG00000196082	
ENSG00000216799	
ENSG00000203426	
ENSG00000203427	
ENSG00000116833	ENSRNOG00000000653
ENSG00000177483	ENSRNOG00000024878
ENSG00000203721	
ENSG00000211081	
ENSG00000203431	
ENSG00000124839	ENSRNOG00000019887
ENSG00000124831	ENSRNOG00000019892
ENSG00000203433	
ENSG00000115648	ENSRNOG00000019763
ENSG00000071677	ENSRNOG00000019871
ENSG00000213608	
ENSG00000222022	
ENSG00000222032	
ENSG00000143355	ENSRNOG00000010357
ENSG00000163359	ENSRNOG00000019648
ENSG00000151414	ENSRNOG00000000657
ENSG00000151418	ENSRNOG00000022480
ENSG00000081237	ENSRNOG00000000655
ENSG00000213047	ENSRNOG00000011063
ENSG00000124835	
ENSG00000198612	ENSRNOG00000019635
ENSG00000162701	ENSRNOG00000022221
ENSG00000203724	
ENSG00000132321	ENSRNOG00000019592
ENSG00000213834	
ENSG00000144476	ENSRNOG00000019622
ENSG00000177888	ENSRNOG00000011137
ENSG00000182177	ENSRNOG00000019557
ENSG00000134376	ENSRNOG00000010903
ENSG00000213835	
ENSG00000222007	
ENSG00000168505	ENSRNOG00000019495
ENSG00000130147	ENSRNOG00000019316
ENSG00000143278	ENSRNOG00000012613
ENSG00000157985	ENSRNOG00000019476
ENSG00000066279	ENSRNOG00000012318
ENSG00000210724	
ENSG00000134391	
ENSG00000188042	ENSRNOG00000019313
ENSG00000134389	
ENSG00000080910	
ENSG00000072080	ENSRNOG00000019224
ENSG00000134365	
ENSG00000144481	ENSRNOG00000019035
ENSG00000116785	ENSRNOG00000030715
ENSG00000116785	ENSRNOG00000033745
ENSG00000116785	ENSRNOG00000021575
ENSG00000209749	
ENSG00000213613	
ENSG00000162630	ENSRNOG00000003251
ENSG00000162687	ENSRNOG00000013312
ENSG00000185038	ENSRNOG00000022918
ENSG00000000971	ENSRNOG00000030715
ENSG00000000971	ENSRNOG00000033745
ENSG00000000971	ENSRNOG00000021575
ENSG00000123485	ENSRNOG00000022911
ENSG00000116747	ENSRNOG00000003434
ENSG00000023572	ENSRNOG00000003385
ENSG00000134371	ENSRNOG00000003258
ENSG00000116750	ENSRNOG00000003545
ENSG00000167165	ENSRNOG00000018740
ENSG00000215825	
ENSG00000090104	ENSRNOG00000003895
ENSG00000127074	ENSRNOG00000003888
ENSG00000116741	ENSRNOG00000003687
ENSG00000085982	ENSRNOG00000018395
ENSG00000162670	ENSRNOG00000002811
ENSG00000150681	ENSRNOG00000003959
ENSG00000077044	ENSRNOG00000023238
ENSG00000203459	
ENSG00000130561	ENSRNOG00000018185
ENSG00000116711	ENSRNOG00000002657
ENSG00000116703	ENSRNOG00000002517
ENSG00000073756	ENSRNOG00000002525
ENSG00000085978	ENSRNOG00000017913
ENSG00000157181	ENSRNOG00000002473
ENSG00000066248	ENSRNOG00000016653
ENSG00000222001	
ENSG00000115488	ENSRNOG00000016962
ENSG00000047410	ENSRNOG00000002394
ENSG00000168918	ENSRNOG00000017020
ENSG00000213848	
ENSG00000115474	ENSRNOG00000016057
ENSG00000116690	ENSRNOG00000002385
ENSG00000182600	ENSRNOG00000016606
ENSG00000209747	
ENSG00000115468	ENSRNOG00000015596
ENSG00000143341	ENSRNOG00000028627
ENSG00000204120	ENSRNOG00000023577
ENSG00000135930	ENSRNOG00000019634
ENSG00000116679	ENSRNOG00000002618
ENSG00000121486	ENSRNOG00000002580
ENSG00000196811	ENSRNOG00000019602
ENSG00000116668	ENSRNOG00000032258
ENSG00000221944	
ENSG00000163295	ENSRNOG00000030020
ENSG00000163295	ENSRNOG00000019375
ENSG00000163295	ENSRNOG00000033672
ENSG00000171551	ENSRNOG00000019447
ENSG00000121481	ENSRNOG00000002454
ENSG00000135902	ENSRNOG00000019527
ENSG00000211323	
ENSG00000211318	
ENSG00000211306	
ENSG00000211304	
ENSG00000213620	
ENSG00000211300	
ENSG00000211296	
ENSG00000211295	
ENSG00000163286	ENSRNOG00000030020
ENSG00000163286	ENSRNOG00000019375
ENSG00000163286	ENSRNOG00000033672
ENSG00000135842	ENSRNOG00000002403
ENSG00000211270	
ENSG00000211257	
ENSG00000116667	ENSRNOG00000028236
ENSG00000163283	ENSRNOG00000030020
ENSG00000163283	ENSRNOG00000019375
ENSG00000163283	ENSRNOG00000033672
ENSG00000116406	ENSRNOG00000028358
ENSG00000204121	
ENSG00000209782	
ENSG00000209773	
ENSG00000163273	ENSRNOG00000018854
ENSG00000198756	ENSRNOG00000028207
ENSG00000144535	ENSRNOG00000018931
ENSG00000198860	ENSRNOG00000002352
ENSG00000143344	ENSRNOG00000002347
ENSG00000213850	
ENSG00000162704	ENSRNOG00000028062
ENSG00000173627	ENSRNOG00000028089
ENSG00000116701	ENSRNOG00000028016
ENSG00000144524	ENSRNOG00000018723
ENSG00000144524	ENSRNOG00000037135
ENSG00000177673	ENSRNOG00000018559
ENSG00000157064	ENSRNOG00000027697
ENSG00000187514	
ENSG00000116698	ENSRNOG00000027962
ENSG00000156973	ENSRNOG00000018610
ENSG00000181798	
ENSG00000171596	ENSRNOG00000018521
ENSG00000156966	ENSRNOG00000018267
ENSG00000172799	ENSRNOG00000008226
ENSG00000135862	ENSRNOG00000002680
ENSG00000115053	ENSRNOG00000018273
ENSG00000115053	ENSRNOG00000008664
ENSG00000115053	ENSRNOG00000030883
ENSG00000115053	ENSRNOG00000031005
ENSG00000058085	ENSRNOG00000002667
ENSG00000135829	ENSRNOG00000002735
ENSG00000135931	ENSRNOG00000025418
ENSG00000157060	ENSRNOG00000002691
ENSG00000135838	ENSRNOG00000002775
ENSG00000135914	ENSRNOG00000017625
ENSG00000135828	ENSRNOG00000027017
ENSG00000173692	ENSRNOG00000017730
ENSG00000143333	ENSRNOG00000027024
ENSG00000135824	ENSRNOG00000002369
ENSG00000121446	ENSRNOG00000027001
ENSG00000173699	ENSRNOG00000017540
ENSG00000204128	ENSRNOG00000017557
ENSG00000203729	
ENSG00000213056	ENSRNOG00000026952
ENSG00000179930	ENSRNOG00000031569
ENSG00000135821	ENSRNOG00000037605
ENSG00000135916	ENSRNOG00000017359
ENSG00000203730	ENSRNOG00000026940
ENSG00000135898	ENSRNOG00000017521
ENSG00000213587	
ENSG00000198216	ENSRNOG00000002863
ENSG00000135932	ENSRNOG00000017297
ENSG00000162783	ENSRNOG00000003358
ENSG00000179452	
ENSG00000067066	ENSRNOG00000022769
ENSG00000198665	
ENSG00000135823	ENSRNOG00000003402
ENSG00000153029	ENSRNOG00000003522
ENSG00000185404	
ENSG00000143324	ENSRNOG00000000042
ENSG00000135835	ENSRNOG00000000040
ENSG00000079263	
ENSG00000215828	
ENSG00000209985	
ENSG00000121454	ENSRNOG00000003595
ENSG00000135847	ENSRNOG00000003550
ENSG00000163053	ENSRNOG00000017072
ENSG00000135899	ENSRNOG00000033747
ENSG00000116260	ENSRNOG00000003649
ENSG00000143337	ENSRNOG00000003946
ENSG00000135837	ENSRNOG00000003882
ENSG00000153832	ENSRNOG00000017053
ENSG00000218839	
ENSG00000153827	ENSRNOG00000016963
