Ensembl Gene ID	Zebrafish Ensembl ID
ENSG00000143493	ENSDARG00000019300
ENSG00000143476	ENSDARG00000023002
ENSG00000117650	ENSDARG00000005619
ENSG00000123684	ENSDARG00000013542
ENSG00000198570	ENSDARG00000031600
ENSG00000170385	ENSDARG00000005463
ENSG00000170385	ENSDARG00000053896
ENSG00000082512	ENSDARG00000017240
ENSG00000153363	
ENSG00000143473	ENSDARG00000023236
ENSG00000143473	ENSDARG00000024167
ENSG00000117625	ENSDARG00000004502
ENSG00000143469	ENSDARG00000010934
ENSG00000143469	ENSDARG00000001891
ENSG00000203706	
ENSG00000082497	
ENSG00000054392	ENSDARG00000074428
ENSG00000162757	ENSDARG00000017657
ENSG00000117595	ENSDARG00000043296
ENSG00000117597	ENSDARG00000017696
ENSG00000009790	
ENSG00000215821	
ENSG00000209061	
ENSG00000196878	
ENSG00000123689	
ENSG00000117594	
ENSG00000076356	ENSDARG00000060372
ENSG00000008118	ENSDARG00000008788
ENSG00000008118	ENSDARG00000044526
ENSG00000117335	ENSDARG00000056075
ENSG00000117335	ENSDARG00000070613
ENSG00000203709	
ENSG00000174059	
ENSG00000203710	ENSDARG00000056075
ENSG00000203710	ENSDARG00000070613
ENSG00000197721	ENSDARG00000056075
ENSG00000197721	ENSDARG00000070613
ENSG00000123838	ENSDARG00000056075
ENSG00000123838	ENSDARG00000070613
ENSG00000196352	ENSDARG00000056075
ENSG00000196352	ENSDARG00000070613
ENSG00000117322	ENSDARG00000056075
ENSG00000117322	ENSDARG00000070613
ENSG00000123836	ENSDARG00000002037
ENSG00000123836	ENSDARG00000023840
ENSG00000123843	
ENSG00000177622	
ENSG00000182795	ENSDARG00000074827
ENSG00000182795	ENSDARG00000070229
ENSG00000180667	ENSDARG00000008542
ENSG00000162894	
ENSG00000162896	
ENSG00000162897	
ENSG00000136634	ENSDARG00000078147
ENSG00000136634	ENSDARG00000074475
ENSG00000142224	ENSDARG00000079503
ENSG00000142224	ENSDARG00000077629
ENSG00000162891	ENSDARG00000079503
ENSG00000162891	ENSDARG00000077629
ENSG00000162892	ENSDARG00000079503
ENSG00000162892	ENSDARG00000077629
ENSG00000211097	
ENSG00000143479	ENSDARG00000070600
ENSG00000162889	ENSDARG00000002552
ENSG00000162889	ENSDARG00000018530
ENSG00000163486	ENSDARG00000032161
ENSG00000143466	ENSDARG00000070606
ENSG00000162888	
ENSG00000136653	ENSDARG00000070601
ENSG00000143486	ENSDARG00000012929
ENSG00000196533	
ENSG00000196188	
ENSG00000174502	
ENSG00000196550	ENSDARG00000070621
ENSG00000198049	
ENSG00000133065	ENSDARG00000070214
ENSG00000162877	ENSDARG00000062096
ENSG00000162877	ENSDARG00000037551
ENSG00000208501	
ENSG00000208502	
ENSG00000216834	
ENSG00000208503	
ENSG00000208504	
ENSG00000203372	
ENSG00000213592	
ENSG00000158715	ENSDARG00000054938
ENSG00000158715	ENSDARG00000075975
ENSG00000069275	ENSDARG00000078473
ENSG00000069275	ENSDARG00000070211
ENSG00000069275	ENSDARG00000012777
ENSG00000117280	
ENSG00000162873	ENSDARG00000061000
ENSG00000186007	
ENSG00000117266	ENSDARG00000012204
ENSG00000174514	ENSDARG00000023768
ENSG00000174514	ENSDARG00000008263
ENSG00000158711	ENSDARG00000004971
ENSG00000158711	ENSDARG00000077092
ENSG00000133069	ENSDARG00000046007
ENSG00000163545	ENSDARG00000063661
ENSG00000209768	
ENSG00000203456	
ENSG00000174529	ENSDARG00000042536
ENSG00000133059	ENSDARG00000000853
ENSG00000184144	ENSDARG00000000472
ENSG00000117222	ENSDARG00000042147
ENSG00000198625	ENSDARG00000057513
ENSG00000170382	ENSDARG00000076635
ENSG00000170382	ENSDARG00000062400
ENSG00000163531	ENSDARG00000061099
ENSG00000163531	ENSDARG00000056910
ENSG00000170498	
ENSG00000174567	
ENSG00000143850	ENSDARG00000020328
ENSG00000158615	ENSDARG00000068128
ENSG00000133056	
ENSG00000176754	
ENSG00000143842	ENSDARG00000030297
ENSG00000143845	ENSDARG00000070213
ENSG00000143839	ENSDARG00000041858
ENSG00000220804	
ENSG00000122188	
ENSG00000058673	ENSDARG00000009754
ENSG00000182004	ENSDARG00000033175
ENSG00000216921	
ENSG00000204098	
ENSG00000188389	
ENSG00000188011	ENSDARG00000073994
ENSG00000188011	ENSDARG00000053387
ENSG00000058668	ENSDARG00000044902
ENSG00000204194	
ENSG00000154252	ENSDARG00000079502
ENSG00000204099	ENSDARG00000057677
ENSG00000122176	ENSDARG00000044895
ENSG00000122176	ENSDARG00000010294
ENSG00000188783	ENSDARG00000070597
ENSG00000188770	ENSDARG00000014358
ENSG00000133063	
ENSG00000180902	ENSDARG00000060210
ENSG00000159388	ENSDARG00000020298
ENSG00000163485	ENSDARG00000075694
ENSG00000163485	ENSDARG00000070056
ENSG00000133055	ENSDARG00000003081
ENSG00000133055	ENSDARG00000058799
ENSG00000133048	
ENSG00000168393	ENSDARG00000052103
ENSG00000168395	ENSDARG00000022413
ENSG00000168395	ENSDARG00000068175
ENSG00000122180	ENSDARG00000009438
ENSG00000168397	ENSDARG00000052104
ENSG00000218457	
ENSG00000159348	ENSDARG00000018966
ENSG00000163444	ENSDARG00000044899
ENSG00000176720	ENSDARG00000052129
ENSG00000176720	ENSDARG00000008807
ENSG00000176946	ENSDARG00000077323
ENSG00000143847	ENSDARG00000053205
ENSG00000159346	ENSDARG00000042717
ENSG00000115694	ENSDARG00000039022
ENSG00000115694	ENSDARG00000002210
ENSG00000168385	ENSDARG00000027590
ENSG00000117153	ENSDARG00000018430
ENSG00000006607	ENSDARG00000016429
ENSG00000006607	ENSDARG00000070924
ENSG00000115677	ENSDARG00000009830
ENSG00000117139	ENSDARG00000057093
ENSG00000117139	ENSDARG00000003098
ENSG00000184774	ENSDARG00000037852
ENSG00000183155	ENSDARG00000002690
ENSG00000212880	
ENSG00000143858	ENSDARG00000014169
ENSG00000143858	ENSDARG00000025206
ENSG00000209181	
ENSG00000115685	ENSDARG00000009740
ENSG00000077157	
ENSG00000146205	ENSDARG00000029189
ENSG00000077152	ENSDARG00000063285
ENSG00000122085	ENSDARG00000079124
ENSG00000115687	ENSDARG00000075008
ENSG00000162804	ENSDARG00000044433
ENSG00000133067	ENSDARG00000018648
ENSG00000170075	ENSDARG00000056774
ENSG00000170075	ENSDARG00000006079
ENSG00000172478	
ENSG00000143862	ENSDARG00000078686
ENSG00000143851	
ENSG00000163435	ENSDARG00000077982
ENSG00000172482	ENSDARG00000018478
ENSG00000172482	ENSDARG00000052099
ENSG00000134375	ENSDARG00000029510
ENSG00000130294	ENSDARG00000062024
ENSG00000176393	ENSDARG00000012506
ENSG00000198892	ENSDARG00000006307
ENSG00000163431	ENSDARG00000056111
ENSG00000163431	ENSDARG00000077261
ENSG00000219159	
ENSG00000184945	ENSDARG00000043279
ENSG00000210114	
ENSG00000210103	
ENSG00000209084	
ENSG00000210099	
ENSG00000210081	
ENSG00000178623	ENSDARG00000074633
ENSG00000178623	ENSDARG00000075877
ENSG00000198700	ENSDARG00000016753
ENSG00000185176	ENSDARG00000043279
ENSG00000213826	
ENSG00000210076	
ENSG00000213543	
ENSG00000134369	ENSDARG00000078011
ENSG00000134369	ENSDARG00000058771
ENSG00000142330	ENSDARG00000076634
ENSG00000159176	ENSDARG00000030980
ENSG00000159176	ENSDARG00000006603
ENSG00000188542	ENSDARG00000059695
ENSG00000142327	ENSDARG00000007813
ENSG00000159166	
ENSG00000144504	ENSDARG00000062702
ENSG00000144504	ENSDARG00000071486
ENSG00000159173	ENSDARG00000052708
ENSG00000159173	ENSDARG00000000474
ENSG00000174307	ENSDARG00000037804
ENSG00000211086	
ENSG00000178602	
ENSG00000063660	ENSDARG00000019341
ENSG00000218416	
ENSG00000178586	
ENSG00000172428	ENSDARG00000045296
ENSG00000073905	
ENSG00000130414	ENSDARG00000013333
ENSG00000118194	ENSDARG00000020610
ENSG00000118194	ENSDARG00000031920
ENSG00000182083	
ENSG00000221961	
ENSG00000197605	
ENSG00000213827	
ENSG00000220256	
ENSG00000222020	
ENSG00000196758	
ENSG00000218270	
ENSG00000213828	
ENSG00000163395	ENSDARG00000075926
ENSG00000081277	ENSDARG00000052705
ENSG00000081277	ENSDARG00000074574
ENSG00000116857	ENSDARG00000055757
ENSG00000065802	ENSDARG00000026635
ENSG00000068024	ENSDARG00000041204
ENSG00000081248	ENSDARG00000029457
ENSG00000081248	ENSDARG00000042552
ENSG00000132326	ENSDARG00000034503
ENSG00000204104	ENSDARG00000010300
ENSG00000209786	
ENSG00000186235	
ENSG00000144485	ENSDARG00000019335
ENSG00000144485	ENSDARG00000007097
ENSG00000180663	
ENSG00000178752	ENSDARG00000055498
ENSG00000116852	ENSDARG00000009733
ENSG00000132323	ENSDARG00000040615
ENSG00000144488	ENSDARG00000078211
ENSG00000144488	ENSDARG00000079692
ENSG00000170128	ENSDARG00000057112
ENSG00000168427	ENSDARG00000076094
ENSG00000163362	ENSDARG00000078155
ENSG00000163362	ENSDARG00000070571
ENSG00000163362	ENSDARG00000061494
ENSG00000132330	ENSDARG00000073719
ENSG00000132330	ENSDARG00000073813
ENSG00000118200	ENSDARG00000062173
ENSG00000118200	ENSDARG00000059965
ENSG00000210130	
ENSG00000118193	ENSDARG00000062187
ENSG00000184182	ENSDARG00000025754
ENSG00000118197	ENSDARG00000022177
ENSG00000203422	
ENSG00000162702	ENSDARG00000000567
ENSG00000162702	ENSDARG00000035910
ENSG00000132329	ENSDARG00000069547
ENSG00000132329	ENSDARG00000056704
ENSG00000203424	
ENSG00000196082	
ENSG00000216799	
ENSG00000203426	
ENSG00000203427	
ENSG00000116833	ENSDARG00000042556
ENSG00000177483	ENSDARG00000069758
ENSG00000203721	
ENSG00000211081	
ENSG00000203431	
ENSG00000124839	
ENSG00000124831	ENSDARG00000030012
ENSG00000203433	
ENSG00000115648	ENSDARG00000070991
ENSG00000115648	ENSDARG00000062481
ENSG00000071677	
ENSG00000213608	
ENSG00000222022	
ENSG00000222032	
ENSG00000143355	ENSDARG00000056979
ENSG00000163359	ENSDARG00000077139
ENSG00000151414	ENSDARG00000056966
ENSG00000151418	ENSDARG00000022315
ENSG00000081237	ENSDARG00000071437
ENSG00000213047	ENSDARG00000029374
ENSG00000124835	
ENSG00000198612	ENSDARG00000024846
ENSG00000162701	
ENSG00000203724	ENSDARG00000071439
ENSG00000132321	ENSDARG00000057325
ENSG00000132321	ENSDARG00000057276
ENSG00000213834	
ENSG00000144476	ENSDARG00000058179
ENSG00000144476	ENSDARG00000069682
ENSG00000144476	ENSDARG00000062478
ENSG00000177888	ENSDARG00000078735
ENSG00000177888	ENSDARG00000054984
ENSG00000182177	ENSDARG00000012948
ENSG00000134376	ENSDARG00000062245
ENSG00000213835	
ENSG00000222007	
ENSG00000168505	ENSDARG00000002933
ENSG00000130147	ENSDARG00000020000
ENSG00000130147	ENSDARG00000030104
ENSG00000143278	
ENSG00000157985	ENSDARG00000062123
ENSG00000066279	ENSDARG00000071442
ENSG00000210724	
ENSG00000134391	
ENSG00000188042	ENSDARG00000057606
ENSG00000188042	ENSDARG00000032708
ENSG00000134389	
ENSG00000080910	
ENSG00000072080	
ENSG00000134365	
ENSG00000144481	
ENSG00000116785	
ENSG00000209749	
ENSG00000213613	
ENSG00000162630	ENSDARG00000042628
ENSG00000162687	ENSDARG00000075812
ENSG00000185038	ENSDARG00000016573
ENSG00000000971	
ENSG00000123485	
ENSG00000116747	
ENSG00000023572	ENSDARG00000042631
ENSG00000134371	ENSDARG00000020201
ENSG00000116750	ENSDARG00000042635
ENSG00000167165	ENSDARG00000006220
ENSG00000215825	ENSDARG00000028276
ENSG00000090104	ENSDARG00000079341
ENSG00000127074	ENSDARG00000017653
ENSG00000127074	ENSDARG00000007265
ENSG00000116741	
ENSG00000085982	ENSDARG00000071197
ENSG00000162670	ENSDARG00000061051
ENSG00000162670	ENSDARG00000076351
ENSG00000162670	ENSDARG00000075352
ENSG00000150681	ENSDARG00000036106
ENSG00000077044	ENSDARG00000038450
ENSG00000203459	
ENSG00000130561	ENSDARG00000012610
ENSG00000130561	ENSDARG00000038378
ENSG00000116711	ENSDARG00000024546
ENSG00000116711	ENSDARG00000017141
ENSG00000116703	ENSDARG00000011886
ENSG00000116703	ENSDARG00000017634
ENSG00000073756	ENSDARG00000010276
ENSG00000073756	ENSDARG00000004539
ENSG00000085978	ENSDARG00000057430
ENSG00000157181	ENSDARG00000042671
ENSG00000066248	ENSDARG00000076179
ENSG00000222001	
ENSG00000115488	
ENSG00000047410	ENSDARG00000014538
ENSG00000047410	ENSDARG00000052914
ENSG00000047410	ENSDARG00000016630
ENSG00000168918	ENSDARG00000074283
ENSG00000213848	
ENSG00000115474	ENSDARG00000043443
ENSG00000116690	ENSDARG00000010482
ENSG00000116690	ENSDARG00000028163
ENSG00000182600	
ENSG00000209747	
ENSG00000115468	ENSDARG00000043446
ENSG00000143341	ENSDARG00000016936
ENSG00000204120	ENSDARG00000009735
ENSG00000135930	ENSDARG00000038585
ENSG00000116679	ENSDARG00000013946
ENSG00000116679	ENSDARG00000031100
ENSG00000121486	ENSDARG00000042057
ENSG00000196811	
ENSG00000116668	ENSDARG00000042052
ENSG00000221944	
ENSG00000163295	
ENSG00000171551	ENSDARG00000060549
ENSG00000121481	ENSDARG00000010381
ENSG00000135902	ENSDARG00000019342
ENSG00000211323	
ENSG00000211318	
ENSG00000211306	
ENSG00000211304	
ENSG00000213620	
ENSG00000211300	
ENSG00000211296	
ENSG00000211295	
ENSG00000163286	
ENSG00000135842	ENSDARG00000023053
ENSG00000135842	ENSDARG00000042055
ENSG00000211270	
ENSG00000211257	
ENSG00000116667	ENSDARG00000043100
ENSG00000116667	ENSDARG00000029292
ENSG00000163283	
ENSG00000116406	ENSDARG00000074129
ENSG00000204121	
ENSG00000209782	
ENSG00000209773	
ENSG00000163273	ENSDARG00000068126
ENSG00000198756	ENSDARG00000014670
ENSG00000198756	ENSDARG00000078299
ENSG00000144535	ENSDARG00000033259
ENSG00000198860	ENSDARG00000069280
ENSG00000143344	ENSDARG00000005989
ENSG00000213850	
ENSG00000162704	ENSDARG00000019062
ENSG00000162704	ENSDARG00000076353
ENSG00000162704	ENSDARG00000039142
ENSG00000173627	
ENSG00000116701	ENSDARG00000005821
ENSG00000144524	ENSDARG00000022788
ENSG00000177673	
ENSG00000157064	ENSDARG00000004580
ENSG00000187514	ENSDARG00000021113
ENSG00000187514	ENSDARG00000079193
ENSG00000116698	ENSDARG00000060767
ENSG00000156973	ENSDARG00000032518
ENSG00000156973	ENSDARG00000074892
ENSG00000181798	
ENSG00000171596	ENSDARG00000060884
ENSG00000171596	ENSDARG00000003944
ENSG00000156966	ENSDARG00000038489
ENSG00000172799	ENSDARG00000016368
ENSG00000135862	ENSDARG00000036279
ENSG00000115053	ENSDARG00000002710
ENSG00000058085	ENSDARG00000026491
ENSG00000135829	ENSDARG00000079725
ENSG00000135931	
ENSG00000157060	
ENSG00000135838	ENSDARG00000009390
ENSG00000135914	ENSDARG00000070940
ENSG00000135828	
ENSG00000173692	ENSDARG00000003189
ENSG00000143333	ENSDARG00000040177
ENSG00000143333	ENSDARG00000017860
ENSG00000135824	ENSDARG00000070037
ENSG00000121446	ENSDARG00000070388
ENSG00000173699	
ENSG00000204128	
ENSG00000203729	
ENSG00000213056	
ENSG00000179930	
ENSG00000135821	ENSDARG00000017339
ENSG00000135821	ENSDARG00000069054
ENSG00000135916	ENSDARG00000043448
ENSG00000135916	ENSDARG00000039650
ENSG00000203730	
ENSG00000135898	ENSDARG00000038553
ENSG00000213587	
ENSG00000198216	ENSDARG00000076086
ENSG00000198216	ENSDARG00000062346
ENSG00000198216	ENSDARG00000074297
ENSG00000135932	ENSDARG00000043451
ENSG00000162783	ENSDARG00000009881
ENSG00000179452	
ENSG00000067066	ENSDARG00000055359
ENSG00000067066	ENSDARG00000038133
ENSG00000198665	
ENSG00000135823	ENSDARG00000042742
ENSG00000153029	ENSDARG00000002610
ENSG00000153029	ENSDARG00000075963
ENSG00000153029	ENSDARG00000059039
ENSG00000153029	ENSDARG00000039164
ENSG00000185404	ENSDARG00000055359
ENSG00000185404	ENSDARG00000038133
ENSG00000143324	ENSDARG00000062449
ENSG00000143324	ENSDARG00000029671
ENSG00000135835	ENSDARG00000078836
ENSG00000135835	ENSDARG00000071458
ENSG00000135835	ENSDARG00000069344
ENSG00000079263	ENSDARG00000055359
ENSG00000079263	ENSDARG00000038133
ENSG00000215828	
ENSG00000209985	
ENSG00000121454	ENSDARG00000039458
ENSG00000135847	ENSDARG00000039456
ENSG00000163053	
ENSG00000135899	ENSDARG00000055359
ENSG00000135899	ENSDARG00000038133
ENSG00000116260	ENSDARG00000039459
ENSG00000143337	ENSDARG00000069102
ENSG00000135837	ENSDARG00000058000
ENSG00000135837	ENSDARG00000058001
ENSG00000153832	ENSDARG00000039152
ENSG00000218839	
ENSG00000153827	ENSDARG00000061397
ENSG00000153823	ENSDARG00000040315
ENSG00000162782	ENSDARG00000071450
ENSG00000187957	ENSDARG00000061031
ENSG00000143340	ENSDARG00000077470
ENSG00000143340	ENSDARG00000073916
ENSG00000169905	ENSDARG00000069102
ENSG00000123977	ENSDARG00000021462
ENSG00000219503	
ENSG00000153820	ENSDARG00000017429
ENSG00000116218	ENSDARG00000042850
ENSG00000057252	ENSDARG00000062297
ENSG00000115009	ENSDARG00000079856
ENSG00000115009	ENSDARG00000079179
ENSG00000115009	ENSDARG00000075452
ENSG00000162779	ENSDARG00000062355
ENSG00000183514	ENSDARG00000035095
ENSG00000143322	ENSDARG00000013841
ENSG00000042304	
ENSG00000135917	ENSDARG00000006447
ENSG00000135917	ENSDARG00000061103
ENSG00000168955	
ENSG00000186283	ENSDARG00000074805
ENSG00000186283	ENSDARG00000079308
ENSG00000173744	ENSDARG00000030020
ENSG00000173744	ENSDARG00000019526
ENSG00000209463	
ENSG00000209457	
ENSG00000168958	ENSDARG00000053753
ENSG00000168958	ENSDARG00000039203
ENSG00000116194	ENSDARG00000012071
ENSG00000116194	ENSDARG00000003025
ENSG00000116199	ENSDARG00000008573
ENSG00000213057	
ENSG00000116191	ENSDARG00000026519
ENSG00000184909	
ENSG00000135820	
ENSG00000075391	ENSDARG00000036257
ENSG00000188585	
ENSG00000081052	
ENSG00000198797	ENSDARG00000014302
ENSG00000120341	ENSDARG00000052046
ENSG00000169031	
ENSG00000215831	
ENSG00000169047	ENSDARG00000054087
ENSG00000144468	ENSDARG00000021046
ENSG00000116183	
ENSG00000152092	ENSDARG00000075484
ENSG00000152092	ENSDARG00000068323
ENSG00000120332	ENSDARG00000024829
ENSG00000116147	ENSDARG00000020771
ENSG00000135905	ENSDARG00000075327
ENSG00000143207	ENSDARG00000079329
ENSG00000144460	ENSDARG00000079581
ENSG00000144460	ENSDARG00000079921
ENSG00000144460	ENSDARG00000079121
ENSG00000221662	
ENSG00000116161	ENSDARG00000014731
ENSG00000120333	ENSDARG00000068305
ENSG00000124019	
ENSG00000203737	ENSDARG00000041863
ENSG00000036257	ENSDARG00000038967
ENSG00000152061	ENSDARG00000061757
ENSG00000152061	ENSDARG00000076329
ENSG00000135900	ENSDARG00000010094
ENSG00000135919	ENSDARG00000029353
ENSG00000135870	ENSDARG00000063182
ENSG00000135870	ENSDARG00000062550
ENSG00000152056	ENSDARG00000027966
ENSG00000152056	ENSDARG00000076073
ENSG00000085449	ENSDARG00000005425
ENSG00000117601	ENSDARG00000042684
ENSG00000171951	ENSDARG00000038574
ENSG00000171951	ENSDARG00000017470
ENSG00000203461	
ENSG00000185278	ENSDARG00000042689
ENSG00000152049	ENSDARG00000068257
ENSG00000117593	ENSDARG00000060861
ENSG00000124003	
ENSG00000123983	ENSDARG00000014674
ENSG00000123983	ENSDARG00000032079
ENSG00000076321	ENSDARG00000038801
ENSG00000116120	ENSDARG00000016864
ENSG00000120334	ENSDARG00000038802
ENSG00000210831	
ENSG00000163081	
ENSG00000163082	ENSDARG00000079608
ENSG00000183831	ENSDARG00000078662
ENSG00000183831	ENSDARG00000011326
ENSG00000219489	
ENSG00000117592	ENSDARG00000043511
ENSG00000162753	
ENSG00000117586	
ENSG00000203739	
ENSG00000135903	ENSDARG00000010192
ENSG00000135903	ENSDARG00000028348
ENSG00000120337	
ENSG00000094975	ENSDARG00000016532
ENSG00000117560	ENSDARG00000011520
ENSG00000180999	
ENSG00000135845	ENSDARG00000009113
ENSG00000116106	ENSDARG00000060760
ENSG00000116106	ENSDARG00000010767
ENSG00000217284	
ENSG00000114923	ENSDARG00000053678
ENSG00000212919	
ENSG00000179342	
ENSG00000197959	
ENSG00000123999	ENSDARG00000052433
ENSG00000010165	ENSDARG00000077655
ENSG00000010165	ENSDARG00000010905
ENSG00000144589	ENSDARG00000070122
ENSG00000144589	ENSDARG00000021026
ENSG00000123989	ENSDARG00000078392
ENSG00000123989	ENSDARG00000078037
ENSG00000188760	ENSDARG00000042115
ENSG00000188760	ENSDARG00000034685
ENSG00000124006	
ENSG00000034971	ENSDARG00000021789
ENSG00000117533	ENSDARG00000043510
ENSG00000211057	
ENSG00000169898	
ENSG00000179467	
ENSG00000211195	
ENSG00000144591	ENSDARG00000024112
ENSG00000144591	ENSDARG00000023498
ENSG00000076258	ENSDARG00000016357
ENSG00000076258	ENSDARG00000043518
ENSG00000076258	ENSDARG00000043514
ENSG00000072182	ENSDARG00000025162
ENSG00000072182	ENSDARG00000004243
ENSG00000072182	ENSDARG00000078841
ENSG00000117523	ENSDARG00000057583
ENSG00000117523	ENSDARG00000070695
ENSG00000210826	
ENSG00000072195	ENSDARG00000078067
ENSG00000007933	
ENSG00000117507	
ENSG00000094963	
ENSG00000010932	
ENSG00000175084	
ENSG00000120370	ENSDARG00000042031
ENSG00000116132	ENSDARG00000042027
ENSG00000116132	ENSDARG00000033971
ENSG00000117501	
ENSG00000000457	ENSDARG00000027046
ENSG00000075945	ENSDARG00000008639
ENSG00000075945	ENSDARG00000006862
ENSG00000203740	ENSDARG00000042033
ENSG00000000460	ENSDARG00000042120
ENSG00000123992	ENSDARG00000022599
ENSG00000054356	ENSDARG00000077047
ENSG00000054356	ENSDARG00000058646
ENSG00000007908	ENSDARG00000042136
ENSG00000182698	
ENSG00000171806	ENSDARG00000074588
ENSG00000188404	ENSDARG00000042138
ENSG00000209957	
ENSG00000127824	
ENSG00000174175	ENSDARG00000009123
ENSG00000163526	ENSDARG00000075489
ENSG00000135924	ENSDARG00000058644
ENSG00000203460	
ENSG00000008018	ENSDARG00000009640
ENSG00000198734	ENSDARG00000055705
ENSG00000115661	ENSDARG00000037777
ENSG00000115661	ENSDARG00000077731
ENSG00000112592	ENSDARG00000014994
ENSG00000071994	ENSDARG00000007892
ENSG00000208512	
ENSG00000117477	ENSDARG00000062021
ENSG00000117477	ENSDARG00000077636
ENSG00000163521	ENSDARG00000029955
ENSG00000112584	ENSDARG00000030804
ENSG00000112584	ENSDARG00000076515
ENSG00000117479	ENSDARG00000079852
ENSG00000117479	ENSDARG00000059712
ENSG00000203377	
ENSG00000117475	ENSDARG00000011299
ENSG00000163516	ENSDARG00000041904
ENSG00000198719	ENSDARG00000020219
ENSG00000198719	ENSDARG00000010791
ENSG00000203465	
ENSG00000203466	
ENSG00000143156	ENSDARG00000056193
ENSG00000130023	
ENSG00000184786	
ENSG00000198925	ENSDARG00000044551
ENSG00000130024	ENSDARG00000070084
ENSG00000143153	ENSDARG00000076833
ENSG00000143153	ENSDARG00000037678
ENSG00000143153	ENSDARG00000013144
ENSG00000143185	
ENSG00000143184	
ENSG00000143196	ENSDARG00000056178
ENSG00000185127	ENSDARG00000017337
ENSG00000186340	ENSDARG00000060410
ENSG00000186340	ENSDARG00000073810
ENSG00000143178	ENSDARG00000079187
ENSG00000184465	ENSDARG00000077977
ENSG00000184465	ENSDARG00000053386
ENSG00000213064	ENSDARG00000071159
ENSG00000213064	ENSDARG00000058635
ENSG00000213064	ENSDARG00000070746
ENSG00000115657	ENSDARG00000063297
ENSG00000115657	ENSDARG00000074254
ENSG00000164488	ENSDARG00000056986
ENSG00000143147	ENSDARG00000055659
ENSG00000143147	ENSDARG00000058903
ENSG00000158552	ENSDARG00000003283
ENSG00000112562	ENSDARG00000054766
ENSG00000143155	ENSDARG00000032353
ENSG00000125337	ENSDARG00000017532
ENSG00000115649	ENSDARG00000027078
ENSG00000153303	ENSDARG00000078741
ENSG00000144567	ENSDARG00000063270
ENSG00000163501	ENSDARG00000058733
ENSG00000163501	ENSDARG00000058815
ENSG00000187736	ENSDARG00000058893
ENSG00000143158	ENSDARG00000024478
ENSG00000143164	ENSDARG00000078311
ENSG00000213901	
ENSG00000143199	
ENSG00000181378	ENSDARG00000006863
ENSG00000130396	ENSDARG00000029472
ENSG00000203467	
ENSG00000163499	ENSDARG00000030349
ENSG00000163499	ENSDARG00000041925
ENSG00000198221	
ENSG00000203470	
ENSG00000156577	
ENSG00000198683	
ENSG00000220691	
ENSG00000203688	
ENSG00000163497	ENSDARG00000009242
ENSG00000197965	ENSDARG00000059048
ENSG00000146521	
ENSG00000203690	
ENSG00000135925	ENSDARG00000017155
ENSG00000171450	ENSDARG00000071011
ENSG00000171450	ENSDARG00000078671
ENSG00000203689	
ENSG00000115596	ENSDARG00000073935
ENSG00000120440	ENSDARG00000077853
ENSG00000198771	ENSDARG00000068402
ENSG00000198771	ENSDARG00000074913
ENSG00000198771	ENSDARG00000059774
ENSG00000115592	ENSDARG00000000369
ENSG00000115592	ENSDARG00000017537
ENSG00000112494	ENSDARG00000041554
ENSG00000143162	ENSDARG00000063345
ENSG00000120436	ENSDARG00000079557
ENSG00000153468	
ENSG00000204341	
ENSG00000209183	
ENSG00000198821	ENSDARG00000077240
ENSG00000135929	ENSDARG00000033802
ENSG00000135929	ENSDARG00000069186
ENSG00000135929	ENSDARG00000055159
ENSG00000163482	ENSDARG00000061095
ENSG00000143190	ENSDARG00000007996
ENSG00000112486	ENSDARG00000053699
ENSG00000112486	ENSDARG00000038968
ENSG00000135912	ENSDARG00000078935
ENSG00000026297	ENSDARG00000036282
ENSG00000143167	ENSDARG00000040543
ENSG00000143167	ENSDARG00000040898
ENSG00000163481	ENSDARG00000027182
ENSG00000198842	ENSDARG00000076927
ENSG00000213066	ENSDARG00000003058
ENSG00000181325	
ENSG00000074582	ENSDARG00000012295
ENSG00000143194	
ENSG00000143157	
ENSG00000152382	
ENSG00000143195	ENSDARG00000014180
ENSG00000071242	ENSDARG00000028469
ENSG00000215834	ENSDARG00000016357
ENSG00000215834	ENSDARG00000043518
ENSG00000215834	ENSDARG00000043514
ENSG00000115568	ENSDARG00000061373
ENSG00000060762	ENSDARG00000068515
ENSG00000143179	ENSDARG00000006074
ENSG00000143179	ENSDARG00000022213
ENSG00000115556	ENSDARG00000057975
ENSG00000115556	ENSDARG00000040684
ENSG00000212920	
ENSG00000188859	ENSDARG00000062889
ENSG00000188859	ENSDARG00000063018
ENSG00000198818	ENSDARG00000007362
ENSG00000144580	ENSDARG00000033855
ENSG00000176381	ENSDARG00000078450
ENSG00000143183	ENSDARG00000069099
ENSG00000135913	ENSDARG00000040990
ENSG00000215838	
ENSG00000181395	
ENSG00000176424	
ENSG00000143149	ENSDARG00000069100
ENSG00000143149	ENSDARG00000055331
ENSG00000143149	ENSDARG00000037061
ENSG00000164458	ENSDARG00000039806
ENSG00000164458	ENSDARG00000009905
ENSG00000144579	ENSDARG00000040674
ENSG00000127831	ENSDARG00000040466
ENSG00000214224	
ENSG00000112541	ENSDARG00000003449
ENSG00000162763	
ENSG00000143198	ENSDARG00000024143
ENSG00000112539	
ENSG00000143171	ENSDARG00000005593
ENSG00000143171	ENSDARG00000004697
ENSG00000215839	
ENSG00000162761	
ENSG00000158428	ENSDARG00000063009
