Ensembl Gene ID	Horse Ensembl Gene ID
ENSG00000215790	ENSECAG00000001580
ENSG00000008130	ENSECAG00000022883
ENSG00000078369	ENSECAG00000021999
ENSG00000169885	
ENSG00000178821	ENSECAG00000021496
ENSG00000205073	ENSECAG00000020515
ENSG00000142609	ENSECAG00000020346
ENSG00000187730	ENSECAG00000019168
ENSG00000067606	ENSECAG00000014312
ENSG00000182873	
ENSG00000162585	ENSECAG00000014263
ENSG00000157933	ENSECAG00000012543
ENSG00000116151	ENSECAG00000011483
ENSG00000157916	ENSECAG00000010508
ENSG00000157911	ENSECAG00000009743
ENSG00000149527	
ENSG00000157881	
ENSG00000197921	
ENSG00000157873	ENSECAG00000008751
ENSG00000157873	ENSECAG00000009549
ENSG00000157870	ENSECAG00000008177
ENSG00000142606	ENSECAG00000020732
ENSG00000215913	ENSECAG00000020233
ENSG00000169717	ENSECAG00000001137
ENSG00000177133	
ENSG00000177121	
ENSG00000142611	ENSECAG00000017045
ENSG00000130762	ENSECAG00000015621
ENSG00000162591	ENSECAG00000013176
ENSG00000158109	ENSECAG00000012483
ENSG00000116213	ENSECAG00000006712
ENSG00000078900	ENSECAG00000000771
ENSG00000162592	ENSECAG00000023289
ENSG00000130764	ENSECAG00000022472
ENSG00000116198	ENSECAG00000021352
ENSG00000169598	ENSECAG00000020540
ENSG00000198912	ENSECAG00000020498
ENSG00000196581	ENSECAG00000020464
ENSG00000131697	ENSECAG00000017126
ENSG00000069424	ENSECAG00000011806
ENSG00000116254	ENSECAG00000025043
ENSG00000116251	ENSECAG00000025022
ENSG00000158286	ENSECAG00000024940
ENSG00000116237	ENSECAG00000024730
ENSG00000173673	ENSECAG00000024724
ENSG00000158292	ENSECAG00000024683
ENSG00000097021	
ENSG00000069812	ENSECAG00000023427
ENSG00000187017	ENSECAG00000020345
ENSG00000215788	ENSECAG00000019148
ENSG00000171680	ENSECAG00000016444
ENSG00000162408	ENSECAG00000012908
ENSG00000173662	ENSECAG00000011699
ENSG00000204859	ENSECAG00000010788
ENSG00000162413	ENSECAG00000026890
ENSG00000116273	ENSECAG00000009830
ENSG00000041988	ENSECAG00000009778
ENSG00000007923	ENSECAG00000006819
ENSG00000171735	ENSECAG00000020792
ENSG00000049245	ENSECAG00000020310
ENSG00000049246	ENSECAG00000018928
ENSG00000049247	
ENSG00000049249	ENSECAG00000017309
ENSG00000116288	ENSECAG00000017251
ENSG00000116285	ENSECAG00000017104
ENSG00000162426	ENSECAG00000014328
ENSG00000142599	ENSECAG00000008638
ENSG00000074800	ENSECAG00000003345
ENSG00000074800	ENSECAG00000023024
ENSG00000131686	ENSECAG00000000719
ENSG00000197241	
ENSG00000142583	ENSECAG00000022093
ENSG00000180758	ENSECAG00000021673
ENSG00000049239	ENSECAG00000019453
ENSG00000171621	ENSECAG00000018761
ENSG00000171612	ENSECAG00000016862
ENSG00000188807	ENSECAG00000015887
ENSG00000179840	
ENSG00000171608	ENSECAG00000006847
ENSG00000171603	ENSECAG00000023111
ENSG00000178585	ENSECAG00000026919
ENSG00000162441	ENSECAG00000022235
ENSG00000173614	ENSECAG00000020988
ENSG00000162444	
ENSG00000130939	ENSECAG00000008307
ENSG00000054523	ENSECAG00000020336
ENSG00000142657	ENSECAG00000019711
ENSG00000175279	ENSECAG00000019483
ENSG00000160049	ENSECAG00000017582
ENSG00000142655	ENSECAG00000012139
ENSG00000130940	ENSECAG00000014410
ENSG00000175262	ENSECAG00000011437
ENSG00000120948	ENSECAG00000008338
ENSG00000009724	ENSECAG00000021756
ENSG00000116649	ENSECAG00000019713
ENSG00000206356	
ENSG00000212914	
ENSG00000212913	
ENSG00000215771	ENSECAG00000022453
ENSG00000215782	ENSECAG00000001114
ENSG00000215782	ENSECAG00000001214
ENSG00000215756	ENSECAG00000009752
ENSG00000215749	
ENSG00000212908	
ENSG00000215770	ENSECAG00000008972
ENSG00000171824	ENSECAG00000011639
ENSG00000215783	
ENSG00000212912	
ENSG00000215784	ENSECAG00000026830
ENSG00000189096	ENSECAG00000016418
ENSG00000189096	ENSECAG00000009905
ENSG00000218052	
ENSG00000215781	
ENSG00000215769	ENSECAG00000020573
ENSG00000197092	
ENSG00000212911	
ENSG00000212907	
ENSG00000216208	
ENSG00000215766	ENSECAG00000016707
ENSG00000212897	
ENSG00000215750	ENSECAG00000014654
ENSG00000215751	ENSECAG00000002479
ENSG00000212883	
ENSG00000215768	ENSECAG00000007673
ENSG00000212878	
ENSG00000215729	ENSECAG00000023083
ENSG00000215700	ENSECAG00000024629
ENSG00000215713	
ENSG00000215745	
ENSG00000212896	
ENSG00000215732	
ENSG00000215778	
ENSG00000212910	
ENSG00000215698	ENSECAG00000000252
ENSG00000215748	ENSECAG00000007557
ENSG00000186852	
ENSG00000220474	ENSECAG00000023234
ENSG00000215731	
ENSG00000212906	
ENSG00000212890	
ENSG00000215724	ENSECAG00000014654
ENSG00000215719	
ENSG00000215714	ENSECAG00000000518
ENSG00000212895	
ENSG00000215744	
ENSG00000212905	ENSECAG00000002312
ENSG00000212905	ENSECAG00000002443
ENSG00000212905	ENSECAG00000001948
ENSG00000212905	ENSECAG00000002261
ENSG00000212894	
ENSG00000212887	
ENSG00000212889	
ENSG00000220454	ENSECAG00000022351
ENSG00000215742	
ENSG00000215703	
ENSG00000212885	
ENSG00000212893	
ENSG00000215635	
ENSG00000215676	
ENSG00000215680	
ENSG00000215690	
ENSG00000215712	ENSECAG00000016335
ENSG00000215682	
ENSG00000215718	ENSECAG00000007816
ENSG00000212867	
ENSG00000215755	
ENSG00000215737	ENSECAG00000020745
ENSG00000215673	ENSECAG00000003481
ENSG00000212888	
ENSG00000198888	ENSECAG00000005658
ENSG00000218497	ENSECAG00000008836
ENSG00000215711	ENSECAG00000014868
ENSG00000217945	
ENSG00000215723	
ENSG00000215717	ENSECAG00000004218
ENSG00000212884	ENSECAG00000022504
ENSG00000215741	
ENSG00000215689	
ENSG00000212877	ENSECAG00000010692
ENSG00000215679	
ENSG00000215691	
ENSG00000220023	
ENSG00000221892	ENSECAG00000016418
ENSG00000221892	ENSECAG00000009905
ENSG00000215674	ENSECAG00000014654
ENSG00000215688	
ENSG00000215678	
ENSG00000215699	
ENSG00000220823	
ENSG00000212904	ENSECAG00000002312
ENSG00000212904	ENSECAG00000002443
ENSG00000212904	ENSECAG00000001948
ENSG00000212904	ENSECAG00000002261
ENSG00000215716	ENSECAG00000003513
ENSG00000219455	
ENSG00000215734	ENSECAG00000018364
ENSG00000215697	ENSECAG00000006659
ENSG00000215675	
ENSG00000217618	
ENSG00000215672	ENSECAG00000013812
ENSG00000212891	
ENSG00000212892	ENSECAG00000010692
ENSG00000215677	
ENSG00000212861	
ENSG00000215615	ENSECAG00000014654
ENSG00000212865	
ENSG00000215617	ENSECAG00000000074
ENSG00000212859	
ENSG00000215618	ENSECAG00000015852
ENSG00000212858	
ENSG00000196670	ENSECAG00000003722
ENSG00000215630	
ENSG00000215727	ENSECAG00000015610
ENSG00000219070	
ENSG00000215612	
ENSG00000198793	ENSECAG00000015638
ENSG00000215616	
ENSG00000215614	
ENSG00000212864	
ENSG00000215629	ENSECAG00000024640
ENSG00000215620	ENSECAG00000024274
ENSG00000186399	
ENSG00000215634	ENSECAG00000026952
ENSG00000212903	ENSECAG00000002312
ENSG00000212903	ENSECAG00000002443
ENSG00000212903	ENSECAG00000001948
ENSG00000212903	ENSECAG00000002261
ENSG00000212857	
ENSG00000215709	
ENSG00000215611	ENSECAG00000019166
ENSG00000218335	ENSECAG00000007557
ENSG00000215739	
ENSG00000212886	
ENSG00000215623	ENSECAG00000000485
ENSG00000215754	ENSECAG00000004903
ENSG00000215644	ENSECAG00000009806
ENSG00000216522	ENSECAG00000000097
ENSG00000220107	ENSECAG00000017883
ENSG00000215670	ENSECAG00000014452
ENSG00000219860	
ENSG00000220841	
ENSG00000212902	ENSECAG00000002312
ENSG00000212902	ENSECAG00000002443
ENSG00000212902	ENSECAG00000001948
ENSG00000212902	ENSECAG00000002261
ENSG00000215633	ENSECAG00000003725
ENSG00000215702	
ENSG00000215631	
ENSG00000215669	
ENSG00000215738	
ENSG00000212863	
ENSG00000215684	ENSECAG00000024554
ENSG00000212850	ENSECAG00000024341
ENSG00000212862	
ENSG00000215728	ENSECAG00000007392
ENSG00000204887	ENSECAG00000002514
ENSG00000204887	ENSECAG00000010582
ENSG00000215701	ENSECAG00000000621
ENSG00000215765	ENSECAG00000016418
ENSG00000215765	ENSECAG00000009905
ENSG00000215726	ENSECAG00000018423
ENSG00000220903	ENSECAG00000008044
ENSG00000215694	ENSECAG00000012233
ENSG00000215632	
ENSG00000212901	ENSECAG00000002566
ENSG00000215627	
ENSG00000215683	
ENSG00000171819	ENSECAG00000010887
ENSG00000215642	
ENSG00000215775	ENSECAG00000001069
ENSG00000212900	
ENSG00000215763	ENSECAG00000016767
ENSG00000212899	
ENSG00000120942	ENSECAG00000015176
ENSG00000215725	ENSECAG00000026961
ENSG00000215696	
ENSG00000215764	ENSECAG00000016418
ENSG00000215764	ENSECAG00000009905
ENSG00000215693	
ENSG00000215762	ENSECAG00000008074
ENSG00000215773	ENSECAG00000010592
ENSG00000212909	
ENSG00000184895	
ENSG00000212879	
ENSG00000129824	
ENSG00000204624	ENSECAG00000013274
ENSG00000215761	
ENSG00000215772	ENSECAG00000012849
ENSG00000219039	ENSECAG00000018754
ENSG00000215760	ENSECAG00000010189
ENSG00000215692	ENSECAG00000018063
ENSG00000215625	ENSECAG00000007557
ENSG00000067646	ENSECAG00000025018
ENSG00000215639	
ENSG00000215638	
ENSG00000203773	
ENSG00000116661	ENSECAG00000011143
ENSG00000176679	ENSECAG00000003231
ENSG00000132879	
ENSG00000218375	ENSECAG00000003512
ENSG00000099715	ENSECAG00000007466
ENSG00000215758	ENSECAG00000016418
ENSG00000215758	ENSECAG00000009905
ENSG00000116663	ENSECAG00000009631
ENSG00000168757	
ENSG00000188484	ENSECAG00000016418
ENSG00000188484	ENSECAG00000009905
ENSG00000116670	ENSECAG00000006087
ENSG00000129816	
ENSG00000218591	ENSECAG00000019344
ENSG00000212856	
ENSG00000147753	
ENSG00000185700	
ENSG00000099721	ENSECAG00000016413
ENSG00000215767	ENSECAG00000016418
ENSG00000215767	ENSECAG00000009905
ENSG00000215619	
ENSG00000218788	ENSECAG00000017470
ENSG00000092377	ENSECAG00000015324
ENSG00000162490	ENSECAG00000022839
ENSG00000099725	ENSECAG00000000012
ENSG00000177674	
ENSG00000215603	
ENSG00000215601	
ENSG00000215596	
ENSG00000180910	
ENSG00000197038	
ENSG00000206184	
ENSG00000188656	
ENSG00000177553	
ENSG00000215910	
ENSG00000177000	ENSECAG00000020032
ENSG00000215757	ENSECAG00000016418
ENSG00000215757	ENSECAG00000009905
ENSG00000187657	
ENSG00000168692	
ENSG00000183385	
ENSG00000147761	
ENSG00000212855	
ENSG00000129845	
ENSG00000188681	ENSECAG00000014654
ENSG00000206163	
ENSG00000183704	ENSECAG00000012907
ENSG00000011021	ENSECAG00000015463
ENSG00000206159	ENSECAG00000005751
ENSG00000217792	ENSECAG00000016418
ENSG00000217792	ENSECAG00000009905
ENSG00000112448	
ENSG00000114374	
ENSG00000206479	
ENSG00000124601	
ENSG00000124732	
ENSG00000196906	
ENSG00000215641	
ENSG00000196231	
ENSG00000220379	
ENSG00000112459	
ENSG00000206526	
ENSG00000169260	
ENSG00000112461	
ENSG00000067048	
ENSG00000206525	
ENSG00000204692	
ENSG00000206524	
ENSG00000204690	
ENSG00000206522	
ENSG00000206523	
ENSG00000217562	
ENSG00000175206	ENSECAG00000014892
ENSG00000218297	
ENSG00000206472	
ENSG00000220550	
ENSG00000204689	
ENSG00000206517	
ENSG00000173213	
ENSG00000206471	
ENSG00000206519	
ENSG00000206470	
ENSG00000206516	
ENSG00000206468	
ENSG00000183878	
ENSG00000120937	
ENSG00000206515	
ENSG00000215585	
ENSG00000206513	
ENSG00000206467	
ENSG00000206512	
ENSG00000206466	
ENSG00000206511	
ENSG00000101557	ENSECAG00000022985
ENSG00000116685	ENSECAG00000014083
ENSG00000083444	ENSECAG00000022842
ENSG00000154620	
ENSG00000137345	
ENSG00000206456	
ENSG00000129864	
ENSG00000129862	
ENSG00000079134	ENSECAG00000009267
ENSG00000165246	
ENSG00000116688	ENSECAG00000016296
ENSG00000176269	ENSECAG00000004238
ENSG00000176269	ENSECAG00000006982
ENSG00000158270	ENSECAG00000018963
ENSG00000116691	ENSECAG00000014794
ENSG00000172748	ENSECAG00000012566
ENSG00000129873	
ENSG00000182415	
ENSG00000197995	
ENSG00000120949	ENSECAG00000014108
ENSG00000206510	
ENSG00000206451	
ENSG00000172468	ENSECAG00000000093
ENSG00000206509	
ENSG00000137403	
ENSG00000177143	ENSECAG00000005094
ENSG00000028137	ENSECAG00000012481
ENSG00000182366	
ENSG00000206508	
ENSG00000206446	
ENSG00000079101	ENSECAG00000022352
ENSG00000206444	
ENSG00000206507	
ENSG00000206506	
ENSG00000131007	
ENSG00000206443	
ENSG00000147364	ENSECAG00000023166
ENSG00000220391	
ENSG00000169953	ENSECAG00000000093
ENSG00000218435	
ENSG00000176890	ENSECAG00000023203
ENSG00000206505	
ENSG00000206441	
ENSG00000131009	
ENSG00000180190	ENSECAG00000023002
ENSG00000176728	
ENSG00000185275	ENSECAG00000003313
ENSG00000206100	
ENSG00000048707	ENSECAG00000016150
ENSG00000184565	
ENSG00000104714	ENSECAG00000022877
ENSG00000215580	
ENSG00000099749	
ENSG00000176912	
ENSG00000198010	ENSECAG00000020427
ENSG00000131002	ENSECAG00000014123
ENSG00000132199	ENSECAG00000012547
ENSG00000012817	ENSECAG00000024956
ENSG00000182372	ENSECAG00000017137
ENSG00000215409	ENSECAG00000019202
ENSG00000206114	
ENSG00000188403	
ENSG00000180229	ENSECAG00000017677
ENSG00000120645	ENSECAG00000013807
ENSG00000176105	ENSECAG00000021666
ENSG00000212987	
ENSG00000162496	ENSECAG00000013582
ENSG00000104728	ENSECAG00000015384
ENSG00000198692	
ENSG00000215405	ENSECAG00000000485
ENSG00000204518	
ENSG00000141433	ENSECAG00000025144
ENSG00000188984	ENSECAG00000013280
ENSG00000181984	
ENSG00000111181	
ENSG00000157330	ENSECAG00000012697
ENSG00000157828	
ENSG00000183146	
ENSG00000132204	
ENSG00000116726	
ENSG00000169811	
ENSG00000116721	
ENSG00000101574	ENSECAG00000006301
ENSG00000176595	
ENSG00000183206	
ENSG00000204513	
ENSG00000036448	ENSECAG00000017592
ENSG00000174622	
ENSG00000179172	
ENSG00000080986	ENSECAG00000008827
ENSG00000010379	ENSECAG00000013410
ENSG00000120952	
ENSG00000116708	
ENSG00000187545	
ENSG00000215393	ENSECAG00000010278
ENSG00000204510	
ENSG00000180715	ENSECAG00000014095
ENSG00000214611	ENSECAG00000001358
ENSG00000183117	ENSECAG00000024680
ENSG00000101596	ENSECAG00000014144
ENSG00000204509	
ENSG00000182974	ENSECAG00000006630
ENSG00000206438	
ENSG00000073614	ENSECAG00000021281
ENSG00000204508	
ENSG00000221884	
ENSG00000206429	
ENSG00000183706	ENSECAG00000007286
ENSG00000204507	
ENSG00000206504	
ENSG00000204503	
ENSG00000132205	ENSECAG00000024655
ENSG00000206502	
ENSG00000204502	
ENSG00000189039	ENSECAG00000002764
ENSG00000182330	
ENSG00000112498	
ENSG00000204501	
ENSG00000204495	
ENSG00000169861	
ENSG00000204491	
ENSG00000206501	
ENSG00000204488	
ENSG00000184991	
ENSG00000137156	
ENSG00000166157	ENSECAG00000008376
ENSG00000185182	
ENSG00000197701	
ENSG00000204486	
ENSG00000206500	
ENSG00000206426	
ENSG00000206046	
ENSG00000101577	ENSECAG00000006280
ENSG00000137397	
ENSG00000157358	
ENSG00000206425	
ENSG00000215389	ENSECAG00000006139
ENSG00000215383	
ENSG00000172524	
ENSG00000206424	
ENSG00000147316	ENSECAG00000018517
ENSG00000137394	
ENSG00000215382	
ENSG00000204481	
ENSG00000198155	
ENSG00000120647	ENSECAG00000018636
ENSG00000197414	ENSECAG00000000485
ENSG00000206423	
ENSG00000215379	
ENSG00000186777	
ENSG00000204480	
ENSG00000215604	
ENSG00000101605	ENSECAG00000013468
ENSG00000206421	
ENSG00000137384	
ENSG00000131127	
ENSG00000204479	
ENSG00000153575	ENSECAG00000005538
ENSG00000206192	
ENSG00000139044	ENSECAG00000014031
ENSG00000206499	
ENSG00000204478	
ENSG00000187721	ENSECAG00000020289
ENSG00000187621	
ENSG00000215380	
ENSG00000162494	ENSECAG00000010195
ENSG00000198033	ENSECAG00000014403
ENSG00000206419	
ENSG00000182903	
ENSG00000206495	
ENSG00000162493	ENSECAG00000026809
ENSG00000206415	
ENSG00000187172	
ENSG00000137321	
ENSG00000171840	ENSECAG00000014010
ENSG00000174227	ENSECAG00000008635
ENSG00000068793	ENSECAG00000012143
ENSG00000206252	
ENSG00000206413	
ENSG00000198062	
ENSG00000206412	
ENSG00000121388	
ENSG00000206493	
ENSG00000169807	
ENSG00000206492	
ENSG00000131548	
ENSG00000177406	
ENSG00000215567	
ENSG00000206411	
ENSG00000101608	ENSECAG00000009533
ENSG00000132958	ENSECAG00000008376
ENSG00000140157	ENSECAG00000006379
ENSG00000168122	
ENSG00000206410	
ENSG00000206491	
ENSG00000169800	
ENSG00000060237	ENSECAG00000023501
ENSG00000130538	ENSECAG00000005288
ENSG00000198445	
ENSG00000215573	
ENSG00000175302	
ENSG00000206490	
ENSG00000166351	
ENSG00000118680	
ENSG00000206249	
ENSG00000133256	ENSECAG00000017337
ENSG00000189295	
ENSG00000116731	ENSECAG00000008911
ENSG00000172967	
ENSG00000206407	
ENSG00000215561	
ENSG00000215560	
ENSG00000160953	ENSECAG00000022936
ENSG00000215559	
ENSG00000206489	
ENSG00000137330	
ENSG00000196199	ENSECAG00000012777
ENSG00000215568	
ENSG00000131003	
ENSG00000170113	ENSECAG00000000567
ENSG00000177663	ENSECAG00000017077
ENSG00000206011	
ENSG00000183441	
ENSG00000206405	
ENSG00000203624	
ENSG00000169020	ENSECAG00000017292
ENSG00000177426	ENSECAG00000011078
ENSG00000188992	ENSECAG00000015263
ENSG00000153404	ENSECAG00000002249
ENSG00000153404	ENSECAG00000007416
ENSG00000215398	ENSECAG00000019202
ENSG00000206488	
ENSG00000187667	ENSECAG00000015813
ENSG00000183307	
ENSG00000196143	ENSECAG00000005288
ENSG00000215375	ENSECAG00000014523
ENSG00000069998	ENSECAG00000011574
ENSG00000197295	
ENSG00000121390	ENSECAG00000017286
ENSG00000185272	ENSECAG00000015417
ENSG00000187537	
ENSG00000176695	ENSECAG00000007693
ENSG00000176695	ENSECAG00000007679
ENSG00000169026	ENSECAG00000011353
ENSG00000206400	
ENSG00000002016	ENSECAG00000018676
ENSG00000185028	ENSECAG00000001935
ENSG00000164366	ENSECAG00000001898
ENSG00000215557	
ENSG00000206487	
ENSG00000141934	ENSECAG00000008648
ENSG00000131538	
ENSG00000206397	
ENSG00000206486	
ENSG00000153666	
ENSG00000091879	ENSECAG00000015894
ENSG00000215394	
ENSG00000073578	ENSECAG00000000397
ENSG00000169789	
ENSG00000206197	
ENSG00000218328	
ENSG00000093072	ENSECAG00000011211
ENSG00000215558	
ENSG00000206195	
ENSG00000183753	
ENSG00000132950	ENSECAG00000000194
ENSG00000189337	ENSECAG00000006829
ENSG00000196834	
ENSG00000185619	ENSECAG00000010331
ENSG00000176433	
ENSG00000105556	ENSECAG00000008598
ENSG00000155304	ENSECAG00000016866
ENSG00000186445	ENSECAG00000005288
ENSG00000175676	
ENSG00000188120	ENSECAG00000010923
ENSG00000182652	ENSECAG00000005586
ENSG00000206485	
ENSG00000082805	ENSECAG00000024908
ENSG00000206393	
ENSG00000170579	ENSECAG00000013739
ENSG00000105549	
ENSG00000176312	ENSECAG00000006654
ENSG00000176312	ENSECAG00000010455
ENSG00000155307	ENSECAG00000017241
ENSG00000155189	ENSECAG00000016106
ENSG00000176299	ENSECAG00000006630
ENSG00000168993	
ENSG00000206484	
ENSG00000196645	
ENSG00000206391	
ENSG00000099954	ENSECAG00000010238
ENSG00000176294	ENSECAG00000006562
ENSG00000176294	ENSECAG00000006227
ENSG00000176294	ENSECAG00000007208
ENSG00000206481	
ENSG00000063438	ENSECAG00000017812
ENSG00000121741	
ENSG00000206385	
ENSG00000165762	ENSECAG00000006318
ENSG00000174450	ENSECAG00000000485
ENSG00000178950	ENSECAG00000023832
ENSG00000215552	
ENSG00000183186	
ENSG00000186530	ENSECAG00000012521
ENSG00000180530	ENSECAG00000004762
ENSG00000183311	
ENSG00000137379	
ENSG00000176281	ENSECAG00000006277
ENSG00000179455	ENSECAG00000001383
ENSG00000177337	
ENSG00000129946	ENSECAG00000009683
ENSG00000206480	
ENSG00000155249	ENSECAG00000006247
ENSG00000206379	
ENSG00000164825	
ENSG00000198081	ENSECAG00000019218
ENSG00000182636	ENSECAG00000001491
ENSG00000206478	
ENSG00000206377	
ENSG00000185823	
ENSG00000169488	ENSECAG00000006374
ENSG00000182902	ENSECAG00000008033
ENSG00000155313	ENSECAG00000022573
ENSG00000215523	
ENSG00000175147	
ENSG00000176415	
ENSG00000214751	
ENSG00000215522	
ENSG00000137332	
ENSG00000205944	ENSECAG00000010923
ENSG00000169484	ENSECAG00000006490
ENSG00000221990	
ENSG00000164822	ENSECAG00000009230
ENSG00000164822	ENSECAG00000011787
ENSG00000214265	
ENSG00000181781	ENSECAG00000012356
ENSG00000134121	ENSECAG00000024808
ENSG00000173933	ENSECAG00000022859
ENSG00000176253	ENSECAG00000006608
ENSG00000204464	
ENSG00000180104	ENSECAG00000010149
ENSG00000131100	ENSECAG00000016487
ENSG00000082397	ENSECAG00000014474
ENSG00000171729	ENSECAG00000005574
ENSG00000176246	ENSECAG00000007121
ENSG00000171823	ENSECAG00000024760
ENSG00000164821	ENSECAG00000009230
ENSG00000164821	ENSECAG00000011787
ENSG00000099866	
ENSG00000176230	ENSECAG00000007810
ENSG00000176230	ENSECAG00000003827
ENSG00000176230	ENSECAG00000006709
ENSG00000127419	ENSECAG00000023326
ENSG00000111186	ENSECAG00000016516
ENSG00000184394	ENSECAG00000006635
ENSG00000206047	ENSECAG00000009230
ENSG00000206047	ENSECAG00000011787
ENSG00000188242	
ENSG00000221974	
ENSG00000142621	ENSECAG00000025126
ENSG00000196832	ENSECAG00000007074
ENSG00000196832	ENSECAG00000001906
ENSG00000196832	ENSECAG00000007413
ENSG00000196832	ENSECAG00000007405
ENSG00000196832	ENSECAG00000001146
ENSG00000196832	ENSECAG00000006823
ENSG00000215476	
ENSG00000128739	ENSECAG00000018148
ENSG00000121743	ENSECAG00000001890
ENSG00000215386	
ENSG00000145214	ENSECAG00000022309
ENSG00000066230	ENSECAG00000023335
ENSG00000185829	
ENSG00000206476	
ENSG00000176219	ENSECAG00000006903
ENSG00000112877	ENSECAG00000021103
ENSG00000215378	
ENSG00000099968	ENSECAG00000010335
ENSG00000165474	ENSECAG00000001724
ENSG00000176213	ENSECAG00000006993
ENSG00000176213	ENSECAG00000006838
ENSG00000006831	ENSECAG00000016136
ENSG00000174496	
ENSG00000215377	ENSECAG00000009230
ENSG00000215377	ENSECAG00000011787
ENSG00000134115	ENSECAG00000015975
ENSG00000141933	ENSECAG00000003591
ENSG00000154639	ENSECAG00000023163
ENSG00000206375	
ENSG00000206432	ENSECAG00000011266
ENSG00000171368	ENSECAG00000019638
ENSG00000154655	
ENSG00000176198	ENSECAG00000001179
ENSG00000185918	ENSECAG00000009230
ENSG00000185918	ENSECAG00000011787
ENSG00000206082	
ENSG00000099804	
ENSG00000197665	
ENSG00000145217	ENSECAG00000022104
ENSG00000151062	ENSECAG00000022862
ENSG00000142634	ENSECAG00000026816
ENSG00000177951	ENSECAG00000006525
ENSG00000136319	ENSECAG00000012847
ENSG00000206077	ENSECAG00000019107
ENSG00000205936	
ENSG00000121742	ENSECAG00000001986
ENSG00000187939	ENSECAG00000008972
ENSG00000215540	
ENSG00000206465	
ENSG00000215247	
ENSG00000144619	ENSECAG00000009769
ENSG00000206042	ENSECAG00000009230
ENSG00000206042	ENSECAG00000011787
ENSG00000197955	
ENSG00000206463	
ENSG00000177706	
ENSG00000169763	
ENSG00000188076	
ENSG00000188818	ENSECAG00000019107
ENSG00000164816	ENSECAG00000009230
ENSG00000164816	ENSECAG00000011787
ENSG00000181031	ENSECAG00000008782
ENSG00000206461	
ENSG00000197540	
ENSG00000015475	ENSECAG00000006592
ENSG00000088756	ENSECAG00000013547
ENSG00000206460	
ENSG00000162438	ENSECAG00000025069
ENSG00000197461	
ENSG00000100814	ENSECAG00000021236
ENSG00000028310	ENSECAG00000013115
ENSG00000172352	
ENSG00000177947	ENSECAG00000006684
ENSG00000206363	
ENSG00000206459	
ENSG00000215376	ENSECAG00000000151
ENSG00000215376	ENSECAG00000001987
ENSG00000206458	
ENSG00000206361	
ENSG00000206359	
ENSG00000137197	
ENSG00000215374	
ENSG00000137336	
ENSG00000206457	
ENSG00000154640	ENSECAG00000023859
ENSG00000172342	
ENSG00000127415	ENSECAG00000019632
ENSG00000166159	ENSECAG00000016074
ENSG00000172270	ENSECAG00000012389
ENSG00000215220	
ENSG00000215538	
ENSG00000137311	
ENSG00000091181	ENSECAG00000022503
ENSG00000172332	
ENSG00000165475	ENSECAG00000005884
ENSG00000187624	ENSECAG00000008776
ENSG00000206355	
ENSG00000151065	ENSECAG00000018293
ENSG00000215537	
ENSG00000177963	ENSECAG00000003790
ENSG00000142615	ENSECAG00000020902
ENSG00000183795	
ENSG00000183688	ENSECAG00000008758
ENSG00000127418	ENSECAG00000018253
ENSG00000187191	ENSECAG00000010923
ENSG00000189385	
ENSG00000206193	
ENSG00000154642	ENSECAG00000004444
ENSG00000114062	ENSECAG00000004792
ENSG00000071539	ENSECAG00000018918
ENSG00000188191	ENSECAG00000004618
ENSG00000141252	ENSECAG00000006437
ENSG00000101680	ENSECAG00000018061
ENSG00000032742	ENSECAG00000009365
ENSG00000151067	ENSECAG00000019096
ENSG00000215373	ENSECAG00000000151
ENSG00000215373	ENSECAG00000001987
ENSG00000142082	ENSECAG00000003330
ENSG00000196678	ENSECAG00000010204
ENSG00000178222	
ENSG00000215246	
ENSG00000129484	ENSECAG00000005548
ENSG00000215704	ENSECAG00000020902
ENSG00000196815	ENSECAG00000000151
ENSG00000196815	ENSECAG00000001987
ENSG00000145506	ENSECAG00000016907
ENSG00000206033	ENSECAG00000006092
ENSG00000154645	ENSECAG00000009963
ENSG00000206032	ENSECAG00000006092
ENSG00000215372	
ENSG00000167695	ENSECAG00000006386
ENSG00000206352	
ENSG00000206349	
ENSG00000164818	ENSECAG00000021774
ENSG00000099822	
ENSG00000215367	ENSECAG00000018022
ENSG00000215371	
ENSG00000177257	ENSECAG00000008136
ENSG00000177257	ENSECAG00000007755
ENSG00000177257	ENSECAG00000008347
ENSG00000204526	
ENSG00000179409	ENSECAG00000006339
ENSG00000206455	
ENSG00000072756	ENSECAG00000014420
ENSG00000132906	ENSECAG00000017291
ENSG00000159674	ENSECAG00000016940
ENSG00000099972	ENSECAG00000004993
ENSG00000113504	ENSECAG00000009911
ENSG00000129566	ENSECAG00000010629
ENSG00000206435	
ENSG00000206454	
ENSG00000177243	
ENSG00000154646	ENSECAG00000005221
ENSG00000181404	
ENSG00000206422	ENSECAG00000002893
ENSG00000179393	
ENSG00000185627	ENSECAG00000003103
ENSG00000206016	
ENSG00000173482	ENSECAG00000022845
ENSG00000205916	ENSECAG00000010923
ENSG00000164828	ENSECAG00000017201
ENSG00000167699	ENSECAG00000024418
ENSG00000172458	
ENSG00000099821	ENSECAG00000000429
ENSG00000220890	
ENSG00000164871	
ENSG00000206190	ENSECAG00000014732
ENSG00000185203	
ENSG00000093100	ENSECAG00000016122
ENSG00000206452	
