Ensembl Gene ID	Mouse Ensembl Gene ID
ENSG00000131849	
ENSG00000119042	ENSMUSG00000038331
ENSG00000221849	
ENSG00000141560	ENSMUSG00000039253
ENSG00000116584	ENSMUSG00000028059
ENSG00000141542	ENSMUSG00000025170
ENSG00000197442	ENSMUSG00000071369
ENSG00000173080	ENSMUSG00000049741
ENSG00000152475	
ENSG00000132680	ENSMUSG00000028060
ENSG00000083845	ENSMUSG00000012848
ENSG00000135525	ENSMUSG00000019996
ENSG00000152430	ENSMUSG00000025977
ENSG00000174586	
ENSG00000141580	ENSMUSG00000025173
ENSG00000222017	
ENSG00000121410	ENSMUSG00000022347
ENSG00000143622	ENSMUSG00000028057
ENSG00000152428	ENSMUSG00000046994
ENSG00000141568	ENSMUSG00000039275
ENSG00000132718	ENSMUSG00000068923
ENSG00000208604	
ENSG00000083842	ENSMUSG00000060397
ENSG00000029363	ENSMUSG00000037608
ENSG00000184294	
ENSG00000182318	ENSMUSG00000054715
ENSG00000162944	ENSMUSG00000025978
ENSG00000146410	ENSMUSG00000019992
ENSG00000141562	ENSMUSG00000000056
ENSG00000115541	ENSMUSG00000073676
ENSG00000115541	ENSMUSG00000049246
ENSG00000115540	ENSMUSG00000025979
ENSG00000198131	
ENSG00000171606	ENSMUSG00000058638
ENSG00000171606	ENSMUSG00000021514
ENSG00000178927	
ENSG00000116580	
ENSG00000171408	ENSMUSG00000019990
ENSG00000121413	ENSMUSG00000070822
ENSG00000169660	ENSMUSG00000039307
ENSG00000181894	ENSMUSG00000057894
ENSG00000181396	ENSMUSG00000025169
ENSG00000144381	ENSMUSG00000025980
ENSG00000115520	ENSMUSG00000025981
ENSG00000132676	ENSMUSG00000068921
ENSG00000213668	
ENSG00000176293	
ENSG00000181408	ENSMUSG00000039321
ENSG00000141574	ENSMUSG00000025165
ENSG00000141574	ENSMUSG00000039364
ENSG00000152467	
ENSG00000135541	ENSMUSG00000019986
ENSG00000182459	ENSMUSG00000039337
ENSG00000182459	ENSMUSG00000039329
ENSG00000176593	
ENSG00000214084	
ENSG00000209941	
ENSG00000173762	ENSMUSG00000025163
ENSG00000115524	ENSMUSG00000025982
ENSG00000209928	
ENSG00000163374	ENSMUSG00000054199
ENSG00000163374	ENSMUSG00000078684
ENSG00000163374	ENSMUSG00000078682
ENSG00000163374	ENSMUSG00000040573
ENSG00000152454	
ENSG00000177025	ENSMUSG00000030385
ENSG00000166704	ENSMUSG00000030386
ENSG00000196724	
ENSG00000065413	ENSMUSG00000052331
ENSG00000173480	
ENSG00000198358	
ENSG00000141551	ENSMUSG00000025162
ENSG00000125459	ENSMUSG00000068922
ENSG00000204517	
ENSG00000198466	
ENSG00000213758	
ENSG00000204514	
ENSG00000204259	
ENSG00000187944	
ENSG00000178935	
ENSG00000197121	ENSMUSG00000070889
ENSG00000141526	ENSMUSG00000025161
ENSG00000176155	ENSMUSG00000048445
ENSG00000116539	ENSMUSG00000028053
ENSG00000118513	ENSMUSG00000019982
ENSG00000083828	
ENSG00000179909	
ENSG00000083814	
ENSG00000119041	ENSMUSG00000041303
ENSG00000152443	
ENSG00000223099	
ENSG00000209981	
ENSG00000160753	ENSMUSG00000041263
ENSG00000187568	
ENSG00000204636	
ENSG00000144395	ENSMUSG00000025983
ENSG00000169710	ENSMUSG00000025153
ENSG00000204519	ENSMUSG00000034071
ENSG00000112339	ENSMUSG00000019977
ENSG00000169718	ENSMUSG00000025155
ENSG00000180532	ENSMUSG00000054272
ENSG00000180532	ENSMUSG00000070828
ENSG00000180532	ENSMUSG00000070826
ENSG00000160752	ENSMUSG00000059743
ENSG00000121417	
ENSG00000118514	ENSMUSG00000037542
ENSG00000213762	
ENSG00000138411	ENSMUSG00000042807
ENSG00000143627	ENSMUSG00000041237
ENSG00000171649	ENSMUSG00000030393
ENSG00000081320	ENSMUSG00000026094
ENSG00000143630	ENSMUSG00000028051
ENSG00000183647	
ENSG00000176444	ENSMUSG00000068917
ENSG00000169733	ENSMUSG00000025158
ENSG00000083817	
ENSG00000118515	ENSMUSG00000019970
ENSG00000169727	ENSMUSG00000025156
ENSG00000169750	ENSMUSG00000018012
ENSG00000116521	ENSMUSG00000028049
ENSG00000121406	
ENSG00000169738	ENSMUSG00000039450
ENSG00000105132	ENSMUSG00000078801
ENSG00000146411	ENSMUSG00000037490
ENSG00000211376	
ENSG00000209888	
ENSG00000209720	
ENSG00000118997	ENSMUSG00000041365
ENSG00000118997	ENSMUSG00000067536
ENSG00000118997	ENSMUSG00000041144
ENSG00000028839	ENSMUSG00000071359
ENSG00000209717	
ENSG00000169689	
ENSG00000169683	ENSMUSG00000025145
ENSG00000152439	
ENSG00000105136	
ENSG00000118526	ENSMUSG00000045680
ENSG00000210750	
ENSG00000196950	ENSMUSG00000025986
ENSG00000197128	
ENSG00000160767	ENSMUSG00000032657
ENSG00000186230	
ENSG00000178201	
ENSG00000112319	ENSMUSG00000010461
ENSG00000169696	ENSMUSG00000025142
ENSG00000222873	
ENSG00000211368	
ENSG00000112306	ENSMUSG00000069540
ENSG00000185269	ENSMUSG00000042988
ENSG00000177628	ENSMUSG00000028048
ENSG00000188785	
ENSG00000144339	ENSMUSG00000026109
ENSG00000160766	ENSMUSG00000028048
ENSG00000186272	
ENSG00000185105	ENSMUSG00000025141
ENSG00000200966	
ENSG00000209735	
ENSG00000209733	
ENSG00000209732	
ENSG00000203396	
ENSG00000173171	ENSMUSG00000064068
ENSG00000146409	ENSMUSG00000037455
ENSG00000213661	
ENSG00000208998	
ENSG00000212479	
ENSG00000183010	ENSMUSG00000025140
ENSG00000131845	
ENSG00000152433	
ENSG00000168497	ENSMUSG00000045954
ENSG00000203397	
ENSG00000197063	ENSMUSG00000051510
ENSG00000178229	
ENSG00000173559	ENSMUSG00000026107
ENSG00000169231	ENSMUSG00000028047
ENSG00000112303	
ENSG00000093134	ENSMUSG00000020010
ENSG00000204524	
ENSG00000197714	
ENSG00000210798	
ENSG00000207775	
ENSG00000112299	ENSMUSG00000037440
ENSG00000105146	ENSMUSG00000070837
ENSG00000105146	ENSMUSG00000070827
ENSG00000105146	ENSMUSG00000070835
ENSG00000105146	ENSMUSG00000066814
ENSG00000187531	ENSMUSG00000025138
ENSG00000209202	
ENSG00000083844	
ENSG00000128641	ENSMUSG00000018417
ENSG00000146399	ENSMUSG00000056379
ENSG00000135569	ENSMUSG00000069706
ENSG00000204527	
ENSG00000146378	ENSMUSG00000059763
ENSG00000185813	ENSMUSG00000025137
ENSG00000209587	
ENSG00000146385	ENSMUSG00000069702
ENSG00000146385	ENSMUSG00000069701
ENSG00000146385	ENSMUSG00000050804
ENSG00000183979	ENSMUSG00000044034
ENSG00000141946	
ENSG00000146383	ENSMUSG00000045111
ENSG00000141552	
ENSG00000185499	ENSMUSG00000042784
ENSG00000079950	ENSMUSG00000019998
ENSG00000138378	ENSMUSG00000062939
ENSG00000131864	ENSMUSG00000051527
ENSG00000211397	
ENSG00000211396	
ENSG00000198300	ENSMUSG00000002265
ENSG00000079931	ENSMUSG00000020000
ENSG00000183684	ENSMUSG00000025134
ENSG00000183684	ENSMUSG00000060244
ENSG00000211392	
ENSG00000197951	
ENSG00000127903	
ENSG00000141522	ENSMUSG00000025132
ENSG00000118523	ENSMUSG00000019997
ENSG00000115415	ENSMUSG00000026104
ENSG00000163463	ENSMUSG00000042747
ENSG00000197016	
ENSG00000163462	ENSMUSG00000042766
ENSG00000185624	ENSMUSG00000025130
ENSG00000179085	ENSMUSG00000042737
ENSG00000196867	ENSMUSG00000062861
ENSG00000182676	ENSMUSG00000025129
ENSG00000115419	ENSMUSG00000026103
ENSG00000213698	
ENSG00000210777	
ENSG00000214335	ENSMUSG00000021000
ENSG00000166770	
ENSG00000197594	ENSMUSG00000037370
ENSG00000196263	ENSMUSG00000055150
ENSG00000183048	ENSMUSG00000025792
ENSG00000180658	ENSMUSG00000043605
ENSG00000169241	ENSMUSG00000027953
ENSG00000210736	
ENSG00000169242	ENSMUSG00000027954
ENSG00000183093	ENSMUSG00000039640
ENSG00000138386	ENSMUSG00000002881
ENSG00000198046	ENSMUSG00000054893
ENSG00000018869	
ENSG00000143590	ENSMUSG00000028039
ENSG00000154269	ENSMUSG00000019989
ENSG00000189362	ENSMUSG00000043015
ENSG00000198440	ENSMUSG00000030443
ENSG00000143620	ENSMUSG00000028040
ENSG00000185359	ENSMUSG00000025793
ENSG00000151690	ENSMUSG00000041439
ENSG00000212839	ENSMUSG00000058028
ENSG00000197025	
ENSG00000131848	ENSMUSG00000058028
ENSG00000185298	ENSMUSG00000049957
ENSG00000151689	ENSMUSG00000026102
ENSG00000214087	ENSMUSG00000057594
ENSG00000185527	ENSMUSG00000025386
ENSG00000197213	ENSMUSG00000058028
ENSG00000204532	ENSMUSG00000058028
ENSG00000204237	ENSMUSG00000039670
ENSG00000112282	ENSMUSG00000019984
ENSG00000182612	ENSMUSG00000039691
ENSG00000204533	
ENSG00000197487	ENSMUSG00000034660
ENSG00000198599	
ENSG00000182446	ENSMUSG00000039703
ENSG00000167685	ENSMUSG00000044876
ENSG00000118520	ENSMUSG00000019987
ENSG00000198130	ENSMUSG00000041426
ENSG00000142409	ENSMUSG00000046792
ENSG00000185504	ENSMUSG00000025384
ENSG00000171487	ENSMUSG00000015721
ENSG00000143537	ENSMUSG00000028041
ENSG00000222969	
ENSG00000222970	
ENSG00000213686	
ENSG00000186765	ENSMUSG00000025380
ENSG00000179709	
ENSG00000187699	ENSMUSG00000043629
ENSG00000173572	
ENSG00000118507	ENSMUSG00000039166
ENSG00000209207	
ENSG00000160505	ENSMUSG00000034690
ENSG00000160505	ENSMUSG00000045693
ENSG00000160505	ENSMUSG00000078790
ENSG00000160505	ENSMUSG00000042466
ENSG00000160505	ENSMUSG00000040601
ENSG00000160505	ENSMUSG00000079741
ENSG00000160505	ENSMUSG00000032999
ENSG00000160505	ENSMUSG00000034087
ENSG00000160505	ENSMUSG00000034122
ENSG00000163354	
ENSG00000163357	ENSMUSG00000042672
ENSG00000160685	ENSMUSG00000028042
ENSG00000204253	
ENSG00000138379	ENSMUSG00000026100
ENSG00000179873	
ENSG00000163352	ENSMUSG00000078173
ENSG00000079819	ENSMUSG00000019978
ENSG00000187574	ENSMUSG00000035191
ENSG00000184009	
ENSG00000164484	ENSMUSG00000049420
ENSG00000064933	ENSMUSG00000026098
ENSG00000185792	ENSMUSG00000060508
ENSG00000185792	ENSMUSG00000054102
ENSG00000185792	ENSMUSG00000040614
ENSG00000188683	ENSMUSG00000035191
ENSG00000182152	
ENSG00000197255	
ENSG00000209875	
ENSG00000164483	ENSMUSG00000051354
ENSG00000063245	ENSMUSG00000035203
ENSG00000063244	ENSMUSG00000030435
ENSG00000128699	ENSMUSG00000026097
ENSG00000160688	ENSMUSG00000042642
ENSG00000173207	
ENSG00000173581	ENSMUSG00000035228
ENSG00000128694	ENSMUSG00000026096
ENSG00000198945	ENSMUSG00000039089
ENSG00000171425	
ENSG00000214094	
ENSG00000213015	ENSMUSG00000055633
ENSG00000171282	ENSMUSG00000039741
ENSG00000179922	ENSMUSG00000043290
ENSG00000185332	
ENSG00000203756	
ENSG00000185168	
ENSG00000171443	ENSMUSG00000051184
ENSG00000209816	
ENSG00000146376	ENSMUSG00000039031
ENSG00000179943	ENSMUSG00000061374
ENSG00000151687	ENSMUSG00000039342
ENSG00000179954	ENSMUSG00000035279
ENSG00000157637	ENSMUSG00000061306
ENSG00000187550	ENSMUSG00000030433
ENSG00000138381	ENSMUSG00000026095
ENSG00000218891	ENSMUSG00000051550
ENSG00000167302	ENSMUSG00000025377
ENSG00000204236	
ENSG00000197483	ENSMUSG00000074406
ENSG00000138449	ENSMUSG00000025993
ENSG00000090971	ENSMUSG00000035285
ENSG00000109956	ENSMUSG00000045994
ENSG00000187902	ENSMUSG00000053550
ENSG00000063241	ENSMUSG00000052605
ENSG00000115368	ENSMUSG00000025995
ENSG00000160691	ENSMUSG00000042626
ENSG00000141577	ENSMUSG00000039781
ENSG00000108106	ENSMUSG00000060860
ENSG00000163348	ENSMUSG00000047824
ENSG00000108107	ENSMUSG00000030432
ENSG00000108107	ENSMUSG00000058905
ENSG00000095752	ENSMUSG00000004371
ENSG00000160472	ENSMUSG00000013091
ENSG00000196569	ENSMUSG00000019899
ENSG00000149328	ENSMUSG00000036395
ENSG00000163346	ENSMUSG00000042613
ENSG00000160471	ENSMUSG00000051811
ENSG00000166105	ENSMUSG00000031966
ENSG00000180024	
ENSG00000181409	ENSMUSG00000025375
ENSG00000220282	
ENSG00000151498	ENSMUSG00000031969
ENSG00000204262	ENSMUSG00000026042
ENSG00000151500	ENSMUSG00000035443
ENSG00000175901	
ENSG00000175866	ENSMUSG00000025372
ENSG00000180061	ENSMUSG00000046456
ENSG00000133247	ENSMUSG00000059851
ENSG00000163344	ENSMUSG00000027952
ENSG00000160469	ENSMUSG00000035390
ENSG00000143603	ENSMUSG00000000794
ENSG00000151502	ENSMUSG00000031988
ENSG00000176108	ENSMUSG00000025371
ENSG00000174325	
ENSG00000168542	ENSMUSG00000026043
ENSG00000171246	ENSMUSG00000025582
ENSG00000160710	ENSMUSG00000027951
ENSG00000151503	ENSMUSG00000035024
ENSG00000141564	ENSMUSG00000025583
ENSG00000152894	ENSMUSG00000019889
ENSG00000144366	ENSMUSG00000056870
ENSG00000166086	ENSMUSG00000031990
ENSG00000172673	ENSMUSG00000049109
ENSG00000214098	
ENSG00000133265	ENSMUSG00000063802
ENSG00000204241	
ENSG00000184530	ENSMUSG00000015519
ENSG00000214338	ENSMUSG00000038916
ENSG00000173818	ENSMUSG00000039850
ENSG00000166118	ENSMUSG00000031991
ENSG00000105063	ENSMUSG00000052296
ENSG00000080854	ENSMUSG00000034275
ENSG00000160716	ENSMUSG00000027950
ENSG00000180089	ENSMUSG00000045282
ENSG00000189367	ENSMUSG00000004360
ENSG00000217659	
ENSG00000213952	
ENSG00000003436	ENSMUSG00000027082
ENSG00000173821	ENSMUSG00000070327
ENSG00000183715	ENSMUSG00000062257
ENSG00000160714	ENSMUSG00000042572
ENSG00000163012	ENSMUSG00000034552
ENSG00000163239	
ENSG00000064989	ENSMUSG00000059588
ENSG00000182667	ENSMUSG00000059974
ENSG00000080031	ENSMUSG00000035429
ENSG00000120451	ENSMUSG00000031993
ENSG00000180843	
ENSG00000129990	ENSMUSG00000004961
ENSG00000169291	ENSMUSG00000046280
ENSG00000093144	ENSMUSG00000019883
ENSG00000209730	
ENSG00000166106	ENSMUSG00000033453
ENSG00000144369	ENSMUSG00000048388
ENSG00000175728	
ENSG00000160712	ENSMUSG00000027947
ENSG00000167646	ENSMUSG00000055809
ENSG00000118518	ENSMUSG00000038876
ENSG00000181523	ENSMUSG00000005043
ENSG00000129991	ENSMUSG00000035458
ENSG00000175773	
ENSG00000146374	ENSMUSG00000019880
ENSG00000134917	ENSMUSG00000031994
ENSG00000181045	ENSMUSG00000039908
ENSG00000213953	
ENSG00000196323	ENSMUSG00000047412
ENSG00000138448	ENSMUSG00000027087
ENSG00000203760	ENSMUSG00000075266
ENSG00000141527	ENSMUSG00000013483
ENSG00000143515	ENSMUSG00000060671
ENSG00000209807	
ENSG00000066651	ENSMUSG00000019792
ENSG00000105048	ENSMUSG00000064179
ENSG00000189277	ENSMUSG00000075248
ENSG00000149418	ENSMUSG00000031995
ENSG00000143595	
ENSG00000065548	ENSMUSG00000027091
ENSG00000143575	ENSMUSG00000027944
ENSG00000188738	ENSMUSG00000075249
ENSG00000111911	ENSMUSG00000019791
ENSG00000180922	ENSMUSG00000043394
ENSG00000141543	ENSMUSG00000025580
ENSG00000111912	ENSMUSG00000039697
ENSG00000170396	ENSMUSG00000070866
ENSG00000084234	ENSMUSG00000031996
ENSG00000125503	ENSMUSG00000019254
ENSG00000163002	ENSMUSG00000026999
ENSG00000143569	ENSMUSG00000042520
ENSG00000131037	ENSMUSG00000006154
ENSG00000171298	ENSMUSG00000025579
ENSG00000160439	ENSMUSG00000008435
ENSG00000162999	ENSMUSG00000027001
ENSG00000135547	ENSMUSG00000019789
ENSG00000167291	ENSMUSG00000039976
ENSG00000111906	ENSMUSG00000000295
ENSG00000170325	ENSMUSG00000042496
ENSG00000141519	ENSMUSG00000039963
ENSG00000061676	ENSMUSG00000027002
ENSG00000163263	ENSMUSG00000078667
ENSG00000088053	ENSMUSG00000078810
ENSG00000143612	ENSMUSG00000027942
ENSG00000141570	ENSMUSG00000025578
ENSG00000151715	ENSMUSG00000041737
ENSG00000111907	ENSMUSG00000000296
ENSG00000141582	ENSMUSG00000039989
ENSG00000170322	ENSMUSG00000042185
ENSG00000199058	
ENSG00000043039	ENSMUSG00000032033
ENSG00000022556	ENSMUSG00000035177
ENSG00000162998	ENSMUSG00000027004
ENSG00000146373	ENSMUSG00000063760
ENSG00000221189	
ENSG00000214105	
ENSG00000167634	ENSMUSG00000035177
ENSG00000182156	ENSMUSG00000046697
ENSG00000188580	ENSMUSG00000075259
ENSG00000173894	ENSMUSG00000025577
ENSG00000120471	
ENSG00000189430	ENSMUSG00000062524
ENSG00000077232	ENSMUSG00000027006
ENSG00000167281	ENSMUSG00000025576
ENSG00000134909	ENSMUSG00000041444
ENSG00000174370	
ENSG00000186439	ENSMUSG00000019787
ENSG00000120457	ENSMUSG00000032034
ENSG00000143549	
ENSG00000167280	ENSMUSG00000033857
ENSG00000146352	ENSMUSG00000019785
ENSG00000173918	ENSMUSG00000017446
ENSG00000151704	ENSMUSG00000041248
ENSG00000214112	
ENSG00000115252	ENSMUSG00000059173
ENSG00000150722	ENSMUSG00000034683
ENSG00000186431	
ENSG00000172594	ENSMUSG00000019872
ENSG00000143552	ENSMUSG00000027939
ENSG00000108679	ENSMUSG00000033880
ENSG00000213114	
ENSG00000151702	ENSMUSG00000016087
ENSG00000164434	ENSMUSG00000019874
ENSG00000171302	ENSMUSG00000025575
ENSG00000208663	
ENSG00000208665	
ENSG00000135549	ENSMUSG00000019876
ENSG00000138434	ENSMUSG00000027007
ENSG00000177954	ENSMUSG00000050621
ENSG00000178404	ENSMUSG00000076433
ENSG00000214090	
ENSG00000143545	ENSMUSG00000027935
ENSG00000134954	ENSMUSG00000032035
ENSG00000035862	ENSMUSG00000017466
ENSG00000185621	ENSMUSG00000022802
ENSG00000182899	
ENSG00000218109	
ENSG00000213016	ENSMUSG00000031424
ENSG00000213016	ENSMUSG00000057439
ENSG00000111897	ENSMUSG00000019877
ENSG00000162992	ENSMUSG00000034701
ENSG00000143543	ENSMUSG00000027937
ENSG00000114473	ENSMUSG00000035578
ENSG00000209040	
ENSG00000186001	ENSMUSG00000022801
ENSG00000055483	ENSMUSG00000033909
ENSG00000149571	ENSMUSG00000032036
ENSG00000221957	ENSMUSG00000031424
ENSG00000221957	ENSMUSG00000057439
ENSG00000152661	
ENSG00000025156	ENSMUSG00000019878
ENSG00000218377	
ENSG00000143578	ENSMUSG00000027938
ENSG00000108669	ENSMUSG00000017132
ENSG00000122068	ENSMUSG00000022800
ENSG00000145016	ENSMUSG00000035629
ENSG00000110080	ENSMUSG00000032038
ENSG00000188452	ENSMUSG00000075256
ENSG00000110063	ENSMUSG00000032040
ENSG00000143570	ENSMUSG00000052310
ENSG00000146350	ENSMUSG00000078446
ENSG00000187775	ENSMUSG00000033987
ENSG00000115232	ENSMUSG00000027009
ENSG00000167633	ENSMUSG00000031424
ENSG00000167633	ENSMUSG00000057439
ENSG00000161267	ENSMUSG00000046598
ENSG00000111885	ENSMUSG00000003746
ENSG00000110074	ENSMUSG00000039048
ENSG00000160741	ENSMUSG00000027936
ENSG00000150455	ENSMUSG00000032041
ENSG00000210973	
ENSG00000184557	ENSMUSG00000053113
ENSG00000198837	ENSMUSG00000042404
ENSG00000087157	ENSMUSG00000017715
ENSG00000170035	ENSMUSG00000027011
ENSG00000204277	
ENSG00000182934	ENSMUSG00000032042
ENSG00000188181	
ENSG00000075711	ENSMUSG00000022770
ENSG00000197798	ENSMUSG00000050471
ENSG00000111879	ENSMUSG00000019856
ENSG00000143614	ENSMUSG00000042390
ENSG00000204278	ENSMUSG00000070330
ENSG00000143554	ENSMUSG00000027932
ENSG00000163510	ENSMUSG00000027014
ENSG00000163510	ENSMUSG00000075237
ENSG00000163510	ENSMUSG00000079249
ENSG00000163510	ENSMUSG00000079248
ENSG00000163510	ENSMUSG00000079247
ENSG00000163510	ENSMUSG00000075238
ENSG00000163510	ENSMUSG00000079250
ENSG00000163510	ENSMUSG00000075239
ENSG00000111875	ENSMUSG00000019857
ENSG00000165526	ENSMUSG00000032044
ENSG00000163975	ENSMUSG00000022780
ENSG00000089685	ENSMUSG00000017716
ENSG00000189013	ENSMUSG00000031424
ENSG00000189013	ENSMUSG00000057439
ENSG00000209284	
ENSG00000119227	ENSMUSG00000045625
ENSG00000111877	ENSMUSG00000058298
ENSG00000216243	
ENSG00000198523	ENSMUSG00000038583
ENSG00000114503	ENSMUSG00000022774
ENSG00000143624	ENSMUSG00000027933
ENSG00000183077	ENSMUSG00000017718
ENSG00000064309	ENSMUSG00000038119
ENSG00000119231	ENSMUSG00000022772
ENSG00000109832	ENSMUSG00000032101
ENSG00000169418	ENSMUSG00000027931
ENSG00000144331	ENSMUSG00000027016
ENSG00000167900	ENSMUSG00000025574
ENSG00000180370	ENSMUSG00000022781
ENSG00000110060	ENSMUSG00000032103
ENSG00000108639	ENSMUSG00000048277
ENSG00000125498	ENSMUSG00000031424
ENSG00000125498	ENSMUSG00000057439
ENSG00000198331	ENSMUSG00000050555
ENSG00000187231	ENSMUSG00000042272
ENSG00000111860	ENSMUSG00000038594
ENSG00000196844	ENSMUSG00000074452
ENSG00000187997	ENSMUSG00000025573
ENSG00000143621	ENSMUSG00000001016
ENSG00000196376	ENSMUSG00000038602
ENSG00000163964	ENSMUSG00000023791
ENSG00000171053	
ENSG00000163492	ENSMUSG00000044033
ENSG00000167895	ENSMUSG00000050106
ENSG00000143553	ENSMUSG00000001018
ENSG00000174004	ENSMUSG00000052384
ENSG00000174007	ENSMUSG00000035790
ENSG00000134940	ENSMUSG00000032110
ENSG00000185798	ENSMUSG00000022787
ENSG00000214393	
ENSG00000174013	ENSMUSG00000035764
ENSG00000153989	ENSMUSG00000023068
ENSG00000160679	ENSMUSG00000001017
ENSG00000221906	ENSMUSG00000031424
ENSG00000221906	ENSMUSG00000057439
ENSG00000163961	ENSMUSG00000014074
ENSG00000221920	ENSMUSG00000031424
ENSG00000221920	ENSMUSG00000057439
ENSG00000214097	ENSMUSG00000046345
ENSG00000209310	
ENSG00000047932	ENSMUSG00000019861
ENSG00000149554	ENSMUSG00000032113
ENSG00000141524	ENSMUSG00000025572
ENSG00000160678	ENSMUSG00000044080
ENSG00000163960	ENSMUSG00000053774
ENSG00000211302	
ENSG00000211288	
ENSG00000213123	ENSMUSG00000014075
ENSG00000186818	
ENSG00000204282	
ENSG00000145107	ENSMUSG00000079625
ENSG00000161217	ENSMUSG00000005615
ENSG00000164465	ENSMUSG00000019891
ENSG00000134910	ENSMUSG00000032116
ENSG00000163959	ENSMUSG00000035699
ENSG00000078687	ENSMUSG00000025571
ENSG00000189171	ENSMUSG00000042312
ENSG00000149547	ENSMUSG00000062762
ENSG00000163958	ENSMUSG00000052363
ENSG00000104972	ENSMUSG00000074417
ENSG00000104972	ENSMUSG00000074419
ENSG00000104972	ENSMUSG00000058818
ENSG00000104972	ENSMUSG00000030427
ENSG00000104972	ENSMUSG00000074420
ENSG00000104972	ENSMUSG00000074418
ENSG00000204283	
ENSG00000189334	ENSMUSG00000042306
ENSG00000188643	ENSMUSG00000074457
ENSG00000185409	
ENSG00000196754	
ENSG00000149557	ENSMUSG00000032118
ENSG00000047936	ENSMUSG00000019893
ENSG00000104974	ENSMUSG00000074417
ENSG00000104974	ENSMUSG00000074419
ENSG00000104974	ENSMUSG00000058818
ENSG00000104974	ENSMUSG00000030427
ENSG00000104974	ENSMUSG00000074420
ENSG00000104974	ENSMUSG00000074418
ENSG00000170162	ENSMUSG00000049641
ENSG00000072274	ENSMUSG00000022797
ENSG00000187095	ENSMUSG00000074417
ENSG00000187095	ENSMUSG00000074419
ENSG00000187095	ENSMUSG00000058818
ENSG00000187095	ENSMUSG00000030427
ENSG00000187095	ENSMUSG00000074420
ENSG00000187095	ENSMUSG00000074418
ENSG00000165495	ENSMUSG00000035934
ENSG00000188015	ENSMUSG00000001021
ENSG00000184640	ENSMUSG00000059248
ENSG00000185485	ENSMUSG00000021577
ENSG00000104970	
ENSG00000187686	
ENSG00000185002	ENSMUSG00000019900
ENSG00000214116	
ENSG00000196154	ENSMUSG00000001020
ENSG00000150433	ENSMUSG00000032121
ENSG00000129657	ENSMUSG00000020823
ENSG00000196420	ENSMUSG00000001023
ENSG00000167618	ENSMUSG00000055541
ENSG00000173612	ENSMUSG00000019905
ENSG00000203462	
ENSG00000203463	
ENSG00000222861	
ENSG00000182909	ENSMUSG00000043432
ENSG00000167617	ENSMUSG00000063838
ENSG00000134955	ENSMUSG00000032122
ENSG00000183807	ENSMUSG00000019909
ENSG00000167889	ENSMUSG00000043857
ENSG00000197364	
ENSG00000143556	
ENSG00000149548	ENSMUSG00000034303
ENSG00000197956	ENSMUSG00000001025
ENSG00000167615	ENSMUSG00000035545
ENSG00000196911	
ENSG00000061938	ENSMUSG00000022791
ENSG00000221932	
ENSG00000184330	
ENSG00000165478	ENSMUSG00000046240
ENSG00000143546	ENSMUSG00000056054
ENSG00000214395	
ENSG00000153975	ENSMUSG00000039531
ENSG00000111834	ENSMUSG00000039552
ENSG00000092931	ENSMUSG00000020818
ENSG00000161547	
ENSG00000154133	ENSMUSG00000032125
ENSG00000167614	ENSMUSG00000030428
ENSG00000163220	ENSMUSG00000056071
ENSG00000163221	
ENSG00000210645	
ENSG00000163218	ENSMUSG00000042250
ENSG00000181038	ENSMUSG00000020815
ENSG00000111832	ENSMUSG00000019782
ENSG00000154134	ENSMUSG00000032128
ENSG00000164451	ENSMUSG00000039508
ENSG00000159527	ENSMUSG00000042244
ENSG00000203783	ENSMUSG00000056270
ENSG00000167613	ENSMUSG00000055541
ENSG00000203782	ENSMUSG00000043165
ENSG00000178033	ENSMUSG00000049872
ENSG00000173626	ENSMUSG00000071340
ENSG00000203784	ENSMUSG00000027927
ENSG00000070495	ENSMUSG00000056962
ENSG00000159516	ENSMUSG00000054215
ENSG00000120458	ENSMUSG00000042138
ENSG00000170858	
ENSG00000188820	ENSMUSG00000046031
ENSG00000209583	
ENSG00000111817	ENSMUSG00000039497
ENSG00000213163	ENSMUSG00000054215
ENSG00000213166	ENSMUSG00000054215
ENSG00000203785	ENSMUSG00000054215
ENSG00000189241	ENSMUSG00000047514
ENSG00000149564	ENSMUSG00000001946
ENSG00000187189	ENSMUSG00000039485
ENSG00000182534	ENSMUSG00000020814
ENSG00000196805	ENSMUSG00000054215
ENSG00000187116	ENSMUSG00000070873
ENSG00000170866	ENSMUSG00000074417
ENSG00000170866	ENSMUSG00000074419
ENSG00000170866	ENSMUSG00000058818
ENSG00000170866	ENSMUSG00000030427
ENSG00000170866	ENSMUSG00000074420
ENSG00000170866	ENSMUSG00000074418
ENSG00000163216	ENSMUSG00000054215
ENSG00000019102	ENSMUSG00000001943
ENSG00000123500	ENSMUSG00000039462
ENSG00000209757	
ENSG00000169469	ENSMUSG00000050359
ENSG00000169469	ENSMUSG00000048455
ENSG00000154146	ENSMUSG00000053310
ENSG00000070526	ENSMUSG00000078586
ENSG00000070526	ENSMUSG00000009588
ENSG00000203493	
ENSG00000064199	ENSMUSG00000001948
ENSG00000178425	ENSMUSG00000039480
ENSG00000070731	ENSMUSG00000057286
ENSG00000163209	ENSMUSG00000045539
ENSG00000204303	
ENSG00000184148	ENSMUSG00000045566
ENSG00000110013	ENSMUSG00000001942
