Ensembl Gene ID	Drosophila Ensembl Gene ID
ENSG00000206820	
ENSG00000199094	
ENSG00000200982	
ENSG00000207392	
ENSG00000223111	
ENSG00000212243	
ENSG00000219314	
ENSG00000210502	
ENSG00000219079	
ENSG00000196325	
ENSG00000210480	
ENSG00000215083	
ENSG00000210464	
ENSG00000215250	
ENSG00000201347	
ENSG00000200755	
ENSG00000223273	
ENSG00000201028	
ENSG00000206659	
ENSG00000215199	
ENSG00000205898	
ENSG00000187791	
ENSG00000219030	
ENSG00000218107	
ENSG00000214927	
ENSG00000216754	
ENSG00000218060	
ENSG00000217135	
ENSG00000219404	
ENSG00000214943	
ENSG00000220071	
ENSG00000215208	
ENSG00000215209	
ENSG00000215210	
ENSG00000215267	
ENSG00000218261	
ENSG00000215467	
ENSG00000216264	
ENSG00000205408	
ENSG00000220030	
ENSG00000219971	
ENSG00000215278	
ENSG00000220757	
ENSG00000218947	
ENSG00000216321	
ENSG00000219453	
ENSG00000218512	
ENSG00000214723	
ENSG00000219250	
ENSG00000215221	
ENSG00000215263	
ENSG00000216368	
ENSG00000215265	
ENSG00000217550	
ENSG00000218589	
ENSG00000216290	
ENSG00000215149	
ENSG00000210412	
ENSG00000206161	
ENSG00000223274	
ENSG00000207075	
ENSG00000207134	
ENSG00000223275	
ENSG00000199065	
ENSG00000201035	
ENSG00000200834	
ENSG00000207814	
ENSG00000223276	
ENSG00000223277	
ENSG00000207212	
ENSG00000221682	
ENSG00000207449	
ENSG00000207189	
ENSG00000201279	
ENSG00000212312	
ENSG00000207780	
ENSG00000223278	
ENSG00000172186	
ENSG00000215236	
ENSG00000220583	
ENSG00000215237	
ENSG00000220494	
ENSG00000210374	
ENSG00000186743	
ENSG00000210372	
ENSG00000210363	
ENSG00000210355	
ENSG00000210350	
ENSG00000219619	
ENSG00000210344	
ENSG00000210339	
ENSG00000196258	
ENSG00000215457	
ENSG00000197031	
ENSG00000215480	
ENSG00000215482	
ENSG00000216591	
ENSG00000215284	
ENSG00000219834	
ENSG00000220756	
ENSG00000215486	
ENSG00000215286	
ENSG00000215456	
ENSG00000216360	
ENSG00000198414	
ENSG00000219543	
ENSG00000217538	
ENSG00000173394	
ENSG00000217908	
ENSG00000216915	
ENSG00000217624	
ENSG00000215302	
ENSG00000217803	
ENSG00000216471	
ENSG00000210269	
ENSG00000219877	
ENSG00000215323	
ENSG00000197468	
ENSG00000220267	
ENSG00000210264	
ENSG00000219820	
ENSG00000185296	
ENSG00000215506	
ENSG00000218795	
ENSG00000188399	
ENSG00000219918	
ENSG00000220941	
ENSG00000172297	
ENSG00000219146	
ENSG00000216866	
ENSG00000174678	
ENSG00000218451	
ENSG00000215315	
ENSG00000196847	
ENSG00000216782	
ENSG00000215297	
ENSG00000215496	
ENSG00000219986	
ENSG00000215515	
ENSG00000198397	
ENSG00000198567	
ENSG00000185871	
ENSG00000205964	
ENSG00000215499	
ENSG00000215310	
ENSG00000215311	
ENSG00000198256	
ENSG00000174028	
ENSG00000215313	
ENSG00000218114	
ENSG00000216281	
ENSG00000220014	
ENSG00000220917	
ENSG00000182556	
ENSG00000215493	
ENSG00000198308	
ENSG00000215341	
ENSG00000218865	
ENSG00000216540	
ENSG00000198787	
ENSG00000217617	
ENSG00000215233	
ENSG00000215319	
ENSG00000169549	
ENSG00000218673	
ENSG00000215325	
ENSG00000216544	
ENSG00000220606	
ENSG00000216510	
ENSG00000219031	
ENSG00000219777	
ENSG00000215546	
ENSG00000218089	
ENSG00000187589	
ENSG00000197664	
ENSG00000219992	
ENSG00000215526	
ENSG00000204554	
ENSG00000204556	
ENSG00000216626	
ENSG00000205879	
ENSG00000218921	
ENSG00000215621	
ENSG00000220326	
ENSG00000204658	
ENSG00000177586	
ENSG00000217325	
ENSG00000215553	
ENSG00000196848	
ENSG00000220534	
ENSG00000219712	
ENSG00000220137	
ENSG00000215307	
ENSG00000215357	
ENSG00000169849	
ENSG00000217848	
ENSG00000218374	
ENSG00000181573	
ENSG00000217622	
ENSG00000219738	
ENSG00000218208	
ENSG00000196941	
ENSG00000217224	
ENSG00000215571	
ENSG00000215572	
ENSG00000218757	
ENSG00000217266	
ENSG00000217733	
ENSG00000216863	
ENSG00000140181	
ENSG00000215583	
ENSG00000217998	
ENSG00000219826	
ENSG00000216618	
ENSG00000197382	
ENSG00000220762	
ENSG00000215544	
ENSG00000218006	
ENSG00000217642	
ENSG00000217585	
ENSG00000215550	
ENSG00000218360	
ENSG00000215759	
ENSG00000214310	
ENSG00000216766	
ENSG00000217053	
ENSG00000220463	
ENSG00000216751	
ENSG00000215586	
ENSG00000215589	
ENSG00000178769	
ENSG00000215360	
ENSG00000198290	
ENSG00000218782	
ENSG00000197999	
ENSG00000173357	
ENSG00000198401	
ENSG00000172963	
ENSG00000219913	
ENSG00000215562	
ENSG00000215609	
ENSG00000216676	
ENSG00000207711	
ENSG00000223256	
ENSG00000221445	
ENSG00000223257	
ENSG00000206772	
ENSG00000211570	
ENSG00000209480	
ENSG00000200372	
ENSG00000196383	
ENSG00000216565	
ENSG00000199410	
ENSG00000212273	
ENSG00000206722	
ENSG00000198984	
ENSG00000221436	
ENSG00000199530	
ENSG00000199415	
ENSG00000207510	
ENSG00000204888	
ENSG00000215223	
ENSG00000215575	
ENSG00000182546	
ENSG00000220965	
ENSG00000185390	
ENSG00000218689	
ENSG00000216263	
ENSG00000196134	
ENSG00000220013	
ENSG00000204879	
ENSG00000219751	
ENSG00000215407	
ENSG00000218552	
ENSG00000215715	
ENSG00000218027	
ENSG00000215736	
ENSG00000218614	
ENSG00000215708	
ENSG00000215746	
ENSG00000216352	
ENSG00000215777	
ENSG00000215705	
ENSG00000215722	
ENSG00000215780	
ENSG00000215779	
ENSG00000215606	
ENSG00000217770	
ENSG00000168204	
ENSG00000220628	
ENSG00000216622	
ENSG00000183102	
ENSG00000210196	
ENSG00000210195	
ENSG00000210194	
ENSG00000210191	
ENSG00000210184	
ENSG00000210176	
ENSG00000210174	
ENSG00000210164	
ENSG00000210156	
ENSG00000210154	
ENSG00000210151	
ENSG00000210144	
ENSG00000210140	
ENSG00000210135	
ENSG00000210127	
ENSG00000210117	
ENSG00000210112	
ENSG00000210107	
ENSG00000210100	
ENSG00000209082	
ENSG00000210082	
ENSG00000210077	
ENSG00000211459	
ENSG00000210049	
ENSG00000215710	
ENSG00000215752	
ENSG00000215753	
ENSG00000216295	
ENSG00000211358	
ENSG00000213155	
ENSG00000209313	
ENSG00000213157	
ENSG00000208425	
ENSG00000211177	
ENSG00000209145	
ENSG00000176824	
ENSG00000211441	
ENSG00000181260	
ENSG00000211171	
ENSG00000208260	
ENSG00000208261	
ENSG00000208263	
ENSG00000210483	
ENSG00000203278	
ENSG00000207280	
ENSG00000207719	
ENSG00000223279	
ENSG00000211529	
ENSG00000212029	
ENSG00000199896	
ENSG00000221678	
ENSG00000201010	
ENSG00000199240	
ENSG00000207636	
ENSG00000208268	
ENSG00000208282	
ENSG00000208463	
ENSG00000208289	
ENSG00000208471	
ENSG00000203327	
ENSG00000208490	
ENSG00000209217	
ENSG00000211284	
ENSG00000208521	
ENSG00000218513	
ENSG00000208522	
ENSG00000168777	
ENSG00000211103	
ENSG00000213152	
ENSG00000208309	
ENSG00000208316	
ENSG00000208327	
ENSG00000188905	
ENSG00000218716	
ENSG00000207083	
ENSG00000202082	
ENSG00000208345	
ENSG00000217950	
ENSG00000208352	
ENSG00000208354	
ENSG00000208355	
ENSG00000208359	
ENSG00000208364	
ENSG00000208370	
ENSG00000208371	
ENSG00000222971	
ENSG00000215979	
ENSG00000222770	
ENSG00000207106	
ENSG00000212613	
ENSG00000212473	
ENSG00000200034	
ENSG00000200703	
ENSG00000222771	
ENSG00000207031	
ENSG00000200646	
ENSG00000222772	
ENSG00000211579	
ENSG00000201294	
ENSG00000201405	
ENSG00000201342	
ENSG00000207142	
ENSG00000221484	
ENSG00000222773	
ENSG00000200191	
ENSG00000199803	
ENSG00000210479	
ENSG00000211085	
ENSG00000208269	
ENSG00000208387	
ENSG00000208271	
ENSG00000211041	
ENSG00000208390	
ENSG00000208283	
ENSG00000208399	
ENSG00000208405	
ENSG00000208408	
ENSG00000208410	
ENSG00000208411	
ENSG00000208416	
ENSG00000208418	
ENSG00000208419	
ENSG00000208601	
ENSG00000208603	
ENSG00000208614	
ENSG00000208290	
ENSG00000211362	
ENSG00000185023	
ENSG00000208427	
ENSG00000208433	
ENSG00000211077	
ENSG00000213209	
ENSG00000129973	
ENSG00000208297	
ENSG00000208304	
ENSG00000208307	
ENSG00000208311	
ENSG00000208312	
ENSG00000183122	
ENSG00000221254	
ENSG00000208318	
ENSG00000210407	
ENSG00000211360	
ENSG00000203338	
ENSG00000213879	
ENSG00000208321	
ENSG00000210952	
ENSG00000210358	
ENSG00000208653	
ENSG00000218029	
ENSG00000208656	
ENSG00000211772	
ENSG00000213198	
ENSG00000211767	
ENSG00000211200	
ENSG00000211763	
ENSG00000211197	
ENSG00000211762	
ENSG00000211761	
ENSG00000213247	
ENSG00000211760	
ENSG00000213236	
ENSG00000199472	
ENSG00000208661	
ENSG00000211757	
ENSG00000210352	
ENSG00000208662	
ENSG00000211755	
ENSG00000213239	
ENSG00000208497	
ENSG00000211753	
ENSG00000211752	
ENSG00000208325	
ENSG00000208328	
ENSG00000211750	
ENSG00000211749	
ENSG00000211748	
ENSG00000208508	
ENSG00000211746	
ENSG00000211745	
ENSG00000211744	
ENSG00000212022	
ENSG00000212354	
ENSG00000207857	
ENSG00000200651	
ENSG00000222875	
ENSG00000199303	
ENSG00000211740	
ENSG00000211739	
ENSG00000211732	
ENSG00000208666	
ENSG00000211730	
ENSG00000211728	
ENSG00000211726	
ENSG00000211724	
ENSG00000211723	
ENSG00000211721	
ENSG00000211720	
ENSG00000211715	
ENSG00000211714	
ENSG00000208669	
ENSG00000208673	
ENSG00000211711	
ENSG00000208721	
ENSG00000208726	
ENSG00000210877	
ENSG00000210857	
ENSG00000211705	
ENSG00000213233	
ENSG00000211702	
ENSG00000208329	
ENSG00000208331	
ENSG00000208332	
ENSG00000208336	
ENSG00000208339	
ENSG00000208341	
ENSG00000211142	
ENSG00000211023	
ENSG00000208351	
ENSG00000204772	
ENSG00000208511	
ENSG00000213257	
ENSG00000213260	
ENSG00000213232	
ENSG00000201316	
ENSG00000207625	
ENSG00000201794	
ENSG00000221543	
ENSG00000200112	
ENSG00000221214	
ENSG00000200209	
ENSG00000223280	
ENSG00000207300	
ENSG00000223281	
ENSG00000212187	
ENSG00000200991	
ENSG00000223282	
ENSG00000223283	
ENSG00000199886	
ENSG00000221699	
ENSG00000223284	
ENSG00000223285	
ENSG00000223286	
ENSG00000200786	
ENSG00000206959	
ENSG00000211282	
ENSG00000182000	
ENSG00000169883	
ENSG00000208566	
ENSG00000208569	
ENSG00000208573	
ENSG00000208577	
ENSG00000196682	
ENSG00000187504	
ENSG00000218455	
ENSG00000203288	
ENSG00000212053	
ENSG00000201457	
ENSG00000200887	
ENSG00000212541	
ENSG00000222999	
ENSG00000200807	
ENSG00000219232	
ENSG00000210824	
ENSG00000213256	
ENSG00000213237	
ENSG00000213238	
ENSG00000174995	
ENSG00000210306	
ENSG00000211260	
ENSG00000210192	
ENSG00000213276	
ENSG00000213277	
ENSG00000216366	
ENSG00000208787	
ENSG00000211026	
ENSG00000211247	
ENSG00000210987	
ENSG00000208807	
ENSG00000211021	
ENSG00000208557	
ENSG00000210967	
ENSG00000211009	
ENSG00000211006	
ENSG00000210978	
ENSG00000210975	
ENSG00000210953	
ENSG00000215888	
ENSG00000203293	
ENSG00000203348	
ENSG00000208439	
ENSG00000223177	
ENSG00000223178	
ENSG00000201628	
ENSG00000207275	
ENSG00000207359	
ENSG00000223179	
ENSG00000212502	
ENSG00000199132	
ENSG00000199920	
ENSG00000212156	
ENSG00000200544	
ENSG00000221366	
ENSG00000215968	
ENSG00000199645	
ENSG00000221207	
ENSG00000223180	
ENSG00000207229	
ENSG00000200408	
ENSG00000211217	
ENSG00000211214	
ENSG00000211206	
ENSG00000209095	
ENSG00000183846	
ENSG00000210232	
ENSG00000210948	
ENSG00000177051	
ENSG00000208855	
ENSG00000210152	
ENSG00000178631	
ENSG00000183998	
ENSG00000217472	
ENSG00000201955	
ENSG00000207336	
ENSG00000222662	
ENSG00000220984	
ENSG00000222663	
ENSG00000222664	
ENSG00000202012	
ENSG00000215996	
ENSG00000200538	
ENSG00000221013	
ENSG00000206787	
ENSG00000202183	
ENSG00000222665	
ENSG00000207952	
ENSG00000199285	
ENSG00000221352	
ENSG00000221758	
ENSG00000222666	
ENSG00000211502	
ENSG00000202233	
ENSG00000200480	
ENSG00000210927	
ENSG00000210906	
ENSG00000210902	
ENSG00000197188	
ENSG00000211154	
ENSG00000223125	
ENSG00000221683	
ENSG00000221198	
ENSG00000212626	
ENSG00000206755	
ENSG00000223126	
ENSG00000223127	
ENSG00000202014	
ENSG00000200815	
ENSG00000216171	
ENSG00000223128	
ENSG00000199812	
ENSG00000223129	
ENSG00000207508	
ENSG00000207720	
ENSG00000221723	
ENSG00000221583	
ENSG00000215948	
ENSG00000223130	
ENSG00000221250	
ENSG00000221114	
ENSG00000200893	
ENSG00000202142	
ENSG00000223131	
ENSG00000208343	
ENSG00000185372	
ENSG00000210766	
ENSG00000180771	
ENSG00000218148	
ENSG00000213282	
ENSG00000178715	
ENSG00000210753	
ENSG00000208593	
ENSG00000211105	
ENSG00000208544	
ENSG00000208546	
ENSG00000201204	
ENSG00000222951	
ENSG00000207384	
ENSG00000221346	
ENSG00000199075	
ENSG00000202245	
ENSG00000200913	
ENSG00000199077	
ENSG00000216064	
ENSG00000222952	
ENSG00000199580	
ENSG00000199575	
ENSG00000222953	
ENSG00000210832	
ENSG00000211228	
ENSG00000213043	
ENSG00000210841	
ENSG00000201388	
ENSG00000212084	
ENSG00000206884	
ENSG00000221232	
ENSG00000223315	
ENSG00000200168	
ENSG00000201654	
ENSG00000221640	
ENSG00000223316	
ENSG00000223317	
ENSG00000221627	
ENSG00000223318	
ENSG00000223319	
ENSG00000200091	
ENSG00000223320	
ENSG00000212510	
ENSG00000213301	
ENSG00000210147	
ENSG00000210142	
ENSG00000208549	
ENSG00000218244	
ENSG00000210922	
ENSG00000213278	
ENSG00000208596	
ENSG00000208552	
ENSG00000213280	
ENSG00000211202	
ENSG00000210888	
ENSG00000208896	
ENSG00000209114	
ENSG00000200334	
ENSG00000223221	
ENSG00000221138	
ENSG00000212264	
ENSG00000207962	
ENSG00000212587	
ENSG00000201592	
ENSG00000207199	
ENSG00000200654	
ENSG00000213338	
ENSG00000181514	
ENSG00000201003	
ENSG00000206981	
ENSG00000207293	
ENSG00000200430	
ENSG00000199023	
ENSG00000221795	
ENSG00000223143	
ENSG00000207765	
ENSG00000202537	
ENSG00000207730	
ENSG00000213283	
ENSG00000211158	
ENSG00000218625	
ENSG00000210972	
ENSG00000210966	
ENSG00000220389	
ENSG00000177946	
ENSG00000208917	
ENSG00000222848	
ENSG00000212571	
ENSG00000215921	
ENSG00000200152	
ENSG00000207820	
ENSG00000204641	
ENSG00000210670	
ENSG00000210663	
ENSG00000210658	
ENSG00000210654	
ENSG00000213291	
ENSG00000208597	
ENSG00000213235	
ENSG00000209126	
ENSG00000210610	
ENSG00000216369	
ENSG00000213330	
ENSG00000210098	
ENSG00000211141	
ENSG00000221351	
ENSG00000199979	
ENSG00000201168	
ENSG00000211117	
ENSG00000214141	
ENSG00000208379	
ENSG00000210067	
ENSG00000206605	
ENSG00000212431	
ENSG00000212366	
ENSG00000221400	
ENSG00000201641	
ENSG00000207306	
ENSG00000221807	
ENSG00000222967	
ENSG00000221499	
ENSG00000218558	
ENSG00000213310	
ENSG00000208432	
ENSG00000210598	
ENSG00000213309	
ENSG00000210594	
ENSG00000213305	
ENSG00000213243	
ENSG00000210588	
ENSG00000213312	
ENSG00000213313	
ENSG00000210842	
ENSG00000208924	
ENSG00000203361	
ENSG00000213331	
ENSG00000203363	
ENSG00000185005	
ENSG00000200351	
ENSG00000207965	
ENSG00000201016	
ENSG00000223049	
ENSG00000223050	
ENSG00000187738	
ENSG00000213249	
ENSG00000213250	
ENSG00000210563	
ENSG00000210558	
ENSG00000210554	
ENSG00000210551	
ENSG00000210533	
ENSG00000210044	
ENSG00000208676	
ENSG00000218946	
ENSG00000186110	
ENSG00000210530	
ENSG00000203644	
ENSG00000208938	
ENSG00000210918	
ENSG00000210913	
ENSG00000210901	
ENSG00000182228	
ENSG00000217881	
ENSG00000215014	
ENSG00000210846	
ENSG00000219674	
ENSG00000208605	
ENSG00000210683	
ENSG00000203353	
ENSG00000210489	
ENSG00000208684	
ENSG00000216017	
ENSG00000223158	
ENSG00000223159	
ENSG00000201622	
ENSG00000221130	
ENSG00000201165	
ENSG00000221221	
ENSG00000207196	
ENSG00000223160	
ENSG00000200421	
ENSG00000202472	
ENSG00000215920	
ENSG00000200278	
ENSG00000207846	
ENSG00000223161	
ENSG00000221774	
ENSG00000212558	
ENSG00000201613	
ENSG00000206848	
ENSG00000199260	
ENSG00000207167	
ENSG00000216049	
ENSG00000223162	
ENSG00000207462	
ENSG00000223163	
ENSG00000199395	
ENSG00000202406	
ENSG00000202070	
ENSG00000212367	
ENSG00000201704	
ENSG00000223164	
ENSG00000223165	
ENSG00000211537	
ENSG00000223166	
ENSG00000200897	
ENSG00000206663	
ENSG00000200976	
ENSG00000221802	
ENSG00000202523	
ENSG00000221504	
ENSG00000223167	
ENSG00000223168	
ENSG00000199929	
ENSG00000221718	
ENSG00000199552	
ENSG00000223169	
ENSG00000206711	
ENSG00000223170	
ENSG00000200314	
ENSG00000223171	
ENSG00000223172	
ENSG00000201711	
ENSG00000223173	
ENSG00000205071	
ENSG00000208473	
ENSG00000208691	
ENSG00000213350	
ENSG00000210661	
ENSG00000210784	
ENSG00000208694	
ENSG00000208697	
ENSG00000208703	
ENSG00000211075	
ENSG00000208962	
ENSG00000207026	
ENSG00000206697	
ENSG00000189119	
ENSG00000216922	
ENSG00000211636	
ENSG00000211633	
ENSG00000211632	
ENSG00000211631	
ENSG00000204721	
ENSG00000211629	
ENSG00000211628	
ENSG00000178894	
ENSG00000211627	
ENSG00000207339	
ENSG00000223002	
ENSG00000200084	
ENSG00000223003	
ENSG00000202268	
ENSG00000211625	
ENSG00000211624	
ENSG00000211623	
ENSG00000168561	
ENSG00000210395	
ENSG00000211622	
ENSG00000171579	
ENSG00000208622	
ENSG00000219943	
ENSG00000211620	
ENSG00000208483	
ENSG00000211614	
ENSG00000211612	
ENSG00000211611	
ENSG00000177074	
ENSG00000211607	
ENSG00000211606	
ENSG00000208498	
ENSG00000211603	
ENSG00000216115	
ENSG00000206603	
ENSG00000210743	
ENSG00000209961	
ENSG00000211598	
ENSG00000210380	
ENSG00000210609	
ENSG00000208378	
ENSG00000213272	
ENSG00000213391	
ENSG00000210066	
ENSG00000211597	
ENSG00000210735	
ENSG00000211595	
ENSG00000211594	
ENSG00000210062	
ENSG00000211593	
ENSG00000208381	
ENSG00000210934	
ENSG00000213370	
ENSG00000223246	
ENSG00000223247	
ENSG00000207926	
ENSG00000207249	
ENSG00000221783	
ENSG00000210055	
ENSG00000210555	
ENSG00000203356	
ENSG00000188646	
ENSG00000210684	
ENSG00000220742	
ENSG00000208746	
ENSG00000208749	
ENSG00000212535	
ENSG00000202111	
ENSG00000202442	
ENSG00000223308	
ENSG00000199386	
ENSG00000200674	
ENSG00000199990	
ENSG00000212247	
ENSG00000221597	
ENSG00000201527	
ENSG00000200853	
ENSG00000206712	
ENSG00000200218	
ENSG00000201998	
ENSG00000216070	
ENSG00000201609	
ENSG00000212306	
ENSG00000202533	
ENSG00000212241	
ENSG00000207361	
ENSG00000209042	
ENSG00000208745	
ENSG00000213376	
ENSG00000208751	
ENSG00000203323	
ENSG00000213361	
ENSG00000209285	
ENSG00000203645	
ENSG00000208555	
ENSG00000180518	
ENSG00000210990	
ENSG00000213362	
ENSG00000208394	
ENSG00000208401	
ENSG00000210046	
ENSG00000222717	
ENSG00000206621	
ENSG00000201351	
ENSG00000207776	
ENSG00000200709	
ENSG00000215931	
ENSG00000201047	
ENSG00000206931	
ENSG00000200547	
ENSG00000207016	
ENSG00000221100	
ENSG00000222718	
ENSG00000222719	
ENSG00000202008	
ENSG00000222720	
ENSG00000222721	
ENSG00000207874	
ENSG00000221258	
ENSG00000221417	
ENSG00000212525	
ENSG00000222722	
ENSG00000207507	
ENSG00000222723	
ENSG00000199837	
ENSG00000206750	
ENSG00000212007	
ENSG00000207795	
ENSG00000179368	
ENSG00000208563	
ENSG00000208568	
ENSG00000209255	
ENSG00000208587	
ENSG00000208591	
ENSG00000208393	
ENSG00000208398	
ENSG00000208400	
ENSG00000203311	
ENSG00000213386	
ENSG00000208757	
ENSG00000208761	
ENSG00000209921	
ENSG00000170095	
ENSG00000210864	
ENSG00000210858	
ENSG00000210850	
ENSG00000210844	
ENSG00000210827	
ENSG00000213288	
ENSG00000208618	
ENSG00000177803	
ENSG00000208623	
ENSG00000208630	
ENSG00000172846	
ENSG00000208632	
ENSG00000208635	
ENSG00000208638	
ENSG00000220497	
ENSG00000210295	
ENSG00000210014	
ENSG00000213393	
ENSG00000208431	
ENSG00000210788	
ENSG00000203776	
ENSG00000198751	
ENSG00000208777	
ENSG00000213399	
ENSG00000213400	
ENSG00000208827	
ENSG00000177848	
ENSG00000212303	
ENSG00000223174	
ENSG00000221059	
ENSG00000200465	
ENSG00000203360	
ENSG00000213308	
ENSG00000208846	
ENSG00000208854	
ENSG00000208871	
ENSG00000208699	
ENSG00000208877	
ENSG00000208715	
ENSG00000203402	
ENSG00000208720	
ENSG00000208730	
ENSG00000189245	
ENSG00000208731	
ENSG00000208741	
ENSG00000208743	
ENSG00000208744	
ENSG00000208750	
ENSG00000208753	
ENSG00000210937	
ENSG00000208484	
ENSG00000215925	
ENSG00000221679	
ENSG00000199374	
ENSG00000222677	
ENSG00000208499	
ENSG00000208894	
ENSG00000208441	
ENSG00000208916	
ENSG00000208531	
ENSG00000213318	
ENSG00000208453	
ENSG00000208808	
ENSG00000203380	
ENSG00000203381	
ENSG00000203382	
ENSG00000203383	
ENSG00000208533	
ENSG00000208456	
ENSG00000208467	
ENSG00000210010	
ENSG00000209046	
ENSG00000203384	
ENSG00000210543	
ENSG00000221741	
ENSG00000211542	
ENSG00000222820	
ENSG00000222821	
ENSG00000201793	
ENSG00000220997	
ENSG00000200840	
ENSG00000208035	
ENSG00000221429	
ENSG00000207194	
ENSG00000222822	
ENSG00000221547	
ENSG00000212204	
ENSG00000222823	
ENSG00000200115	
ENSG00000221644	
ENSG00000222824	
ENSG00000207185	
ENSG00000199248	
ENSG00000212499	
ENSG00000200391	
ENSG00000206713	
ENSG00000222825	
ENSG00000201464	
ENSG00000222826	
ENSG00000199461	
ENSG00000222827	
ENSG00000221517	
ENSG00000207830	
ENSG00000222828	
ENSG00000208481	
ENSG00000208485	
ENSG00000184543	
ENSG00000210754	
ENSG00000208559	
ENSG00000207292	
ENSG00000199516	
ENSG00000223156	
ENSG00000200184	
ENSG00000221720	
ENSG00000221404	
ENSG00000211554	
ENSG00000201217	
ENSG00000212076	
ENSG00000207223	
ENSG00000216083	
ENSG00000199598	
ENSG00000210241	
ENSG00000210235	
ENSG00000208779	
ENSG00000213406	
ENSG00000207200	
ENSG00000207939	
ENSG00000200997	
ENSG00000207777	
ENSG00000200141	
ENSG00000212290	
ENSG00000207220	
ENSG00000212482	
ENSG00000222747	
ENSG00000206690	
ENSG00000222748	
ENSG00000222749	
ENSG00000201598	
ENSG00000206799	
ENSG00000201727	
ENSG00000220698	
ENSG00000210930	
ENSG00000186384	
ENSG00000213344	
ENSG00000208513	
ENSG00000210571	
ENSG00000208788	
ENSG00000208790	
ENSG00000213414	
ENSG00000208793	
ENSG00000209054	
ENSG00000209021	
ENSG00000209791	
ENSG00000213352	
ENSG00000207461	
ENSG00000201741	
ENSG00000223290	
ENSG00000221151	
ENSG00000202191	
ENSG00000201245	
ENSG00000212094	
ENSG00000223291	
ENSG00000223292	
ENSG00000196797	
ENSG00000180193	
ENSG00000196360	
ENSG00000213384	
ENSG00000209763	
ENSG00000208821	
ENSG00000207739	
ENSG00000223015	
ENSG00000223016	
ENSG00000221573	
ENSG00000223017	
ENSG00000202431	
ENSG00000221290	
ENSG00000212089	
ENSG00000208023	
ENSG00000203392	
ENSG00000202099	
ENSG00000207234	
ENSG00000221304	
ENSG00000221188	
ENSG00000222730	
ENSG00000201033	
ENSG00000207987	
ENSG00000201649	
ENSG00000207433	
ENSG00000222731	
ENSG00000207807	
ENSG00000200860	
ENSG00000222732	
ENSG00000221689	
ENSG00000221020	
ENSG00000199432	
ENSG00000222733	
ENSG00000202017	
ENSG00000221574	
ENSG00000222734	
ENSG00000200008	
ENSG00000201078	
ENSG00000206784	
ENSG00000189370	
ENSG00000208575	
ENSG00000200935	
ENSG00000208659	
ENSG00000210512	
ENSG00000213368	
ENSG00000209983	
ENSG00000217845	
ENSG00000210504	
ENSG00000210429	
ENSG00000208848	
ENSG00000208853	
ENSG00000208943	
ENSG00000209969	
ENSG00000209966	
ENSG00000209962	
ENSG00000209958	
ENSG00000209241	
ENSG00000208675	
ENSG00000177736	
ENSG00000213433	
ENSG00000208606	
ENSG00000208610	
ENSG00000186773	
ENSG00000203386	
ENSG00000203387	
ENSG00000208712	
ENSG00000208872	
ENSG00000213468	
ENSG00000203953	
ENSG00000208876	
ENSG00000210646	
ENSG00000216700	
ENSG00000219406	
ENSG00000208950	
ENSG00000210656	
ENSG00000208887	
ENSG00000208890	
ENSG00000208895	
ENSG00000208900	
ENSG00000208980	
ENSG00000208910	
ENSG00000210878	
ENSG00000210869	
ENSG00000177665	
ENSG00000208918	
ENSG00000213438	
ENSG00000208624	
ENSG00000211437	
ENSG00000197486	
ENSG00000208953	
ENSG00000179967	
ENSG00000208963	
ENSG00000210102	
ENSG00000209703	
ENSG00000209680	
ENSG00000208919	
ENSG00000208967	
ENSG00000196691	
ENSG00000210095	
ENSG00000203389	
ENSG00000213448	
ENSG00000209007	
ENSG00000210534	
ENSG00000209148	
ENSG00000207259	
ENSG00000221099	
ENSG00000202337	
ENSG00000199157	
ENSG00000207633	
ENSG00000207429	
ENSG00000212628	
ENSG00000222928	
ENSG00000208014	
ENSG00000207201	
ENSG00000201672	
ENSG00000213478	
ENSG00000200174	
ENSG00000210613	
ENSG00000208633	
ENSG00000208889	
ENSG00000209305	
ENSG00000208637	
ENSG00000209677	
ENSG00000211551	
ENSG00000207698	
ENSG00000223237	
ENSG00000199784	
ENSG00000212014	
ENSG00000223238	
ENSG00000208033	
ENSG00000221103	
ENSG00000211423	
ENSG00000211420	
ENSG00000211418	
ENSG00000211404	
ENSG00000211402	
ENSG00000210606	
ENSG00000207349	
ENSG00000206950	
ENSG00000201151	
ENSG00000201176	
ENSG00000199851	
ENSG00000200888	
ENSG00000199272	
ENSG00000202200	
ENSG00000208732	
ENSG00000210848	
ENSG00000210840	
ENSG00000210603	
ENSG00000203394	
ENSG00000213467	
ENSG00000213455	
ENSG00000208899	
ENSG00000208930	
ENSG00000210375	
ENSG00000119838	
ENSG00000175827	
ENSG00000213464	
ENSG00000198957	
ENSG00000206653	
ENSG00000223314	
ENSG00000207989	
ENSG00000215966	
ENSG00000207929	
ENSG00000221728	
ENSG00000221338	
ENSG00000201378	
ENSG00000206596	
ENSG00000201665	
ENSG00000207282	
ENSG00000207160	
ENSG00000207941	
ENSG00000208740	
ENSG00000208735	
ENSG00000208738	
ENSG00000208926	
ENSG00000208927	
ENSG00000179101	
ENSG00000221216	
ENSG00000223184	
ENSG00000223185	
ENSG00000199792	
ENSG00000209133	
ENSG00000209225	
ENSG00000203341	
ENSG00000203342	
