Ensembl Gene ID	Cow Ensembl Gene ID
ENSG00000208568	
ENSG00000209255	
ENSG00000208587	
ENSG00000208591	
ENSG00000208393	
ENSG00000208398	
ENSG00000208400	
ENSG00000203311	
ENSG00000213386	
ENSG00000208757	
ENSG00000208761	
ENSG00000209921	
ENSG00000170095	
ENSG00000210864	
ENSG00000210858	
ENSG00000210850	
ENSG00000210844	
ENSG00000210827	
ENSG00000213288	
ENSG00000208618	
ENSG00000177803	
ENSG00000208623	
ENSG00000208630	
ENSG00000172846	
ENSG00000208632	
ENSG00000208635	
ENSG00000208638	
ENSG00000220497	
ENSG00000210295	
ENSG00000210014	
ENSG00000213393	
ENSG00000208431	
ENSG00000210788	
ENSG00000203776	
ENSG00000198751	
ENSG00000208777	
ENSG00000213399	
ENSG00000213400	
ENSG00000208827	
ENSG00000177848	
ENSG00000212303	
ENSG00000223174	
ENSG00000221059	
ENSG00000200465	
ENSG00000203360	
ENSG00000213308	
ENSG00000208846	
ENSG00000208854	
ENSG00000208871	
ENSG00000208699	
ENSG00000208877	
ENSG00000208715	
ENSG00000203402	
ENSG00000208720	
ENSG00000208730	
ENSG00000189245	
ENSG00000208731	
ENSG00000208741	
ENSG00000208743	
ENSG00000208744	
ENSG00000208750	
ENSG00000208753	
ENSG00000210937	
ENSG00000208484	
ENSG00000215925	
ENSG00000221679	
ENSG00000199374	
ENSG00000222677	
ENSG00000208499	
ENSG00000208894	
ENSG00000208441	
ENSG00000208916	
ENSG00000208531	
ENSG00000213318	
ENSG00000208453	
ENSG00000208808	
ENSG00000203380	
ENSG00000203381	
ENSG00000203382	
ENSG00000203383	
ENSG00000208533	
ENSG00000208456	
ENSG00000208467	
ENSG00000210010	
ENSG00000209046	
ENSG00000203384	
ENSG00000210543	
ENSG00000221741	
ENSG00000211542	
ENSG00000222820	
ENSG00000222821	
ENSG00000201793	
ENSG00000220997	
ENSG00000200840	
ENSG00000208035	
ENSG00000221429	
ENSG00000207194	
ENSG00000222822	
ENSG00000221547	
ENSG00000212204	
ENSG00000222823	
ENSG00000200115	
ENSG00000221644	
ENSG00000222824	
ENSG00000207185	
ENSG00000199248	
ENSG00000212499	
ENSG00000200391	
ENSG00000206713	
ENSG00000222825	
ENSG00000201464	
ENSG00000222826	
ENSG00000199461	
ENSG00000222827	
ENSG00000221517	
ENSG00000207830	
ENSG00000222828	
ENSG00000208481	
ENSG00000208485	
ENSG00000184543	
ENSG00000210754	
ENSG00000208559	
ENSG00000207292	
ENSG00000199516	
ENSG00000223156	
ENSG00000200184	
ENSG00000221720	
ENSG00000221404	
ENSG00000211554	
ENSG00000201217	
ENSG00000212076	
ENSG00000207223	
ENSG00000216083	
ENSG00000199598	
ENSG00000210241	
ENSG00000210235	
ENSG00000208779	
ENSG00000213406	
ENSG00000207200	
ENSG00000207939	
ENSG00000200997	
ENSG00000207777	
ENSG00000200141	
ENSG00000212290	
ENSG00000207220	
ENSG00000212482	
ENSG00000222747	
ENSG00000206690	
ENSG00000222748	
ENSG00000222749	
ENSG00000201598	
ENSG00000206799	
ENSG00000201727	
ENSG00000220698	
ENSG00000210930	
ENSG00000186384	
ENSG00000213344	
ENSG00000208513	
ENSG00000210571	
ENSG00000208788	
ENSG00000208790	
ENSG00000213414	
ENSG00000208793	
ENSG00000209054	
ENSG00000209021	
ENSG00000209791	
ENSG00000213352	
ENSG00000207461	
ENSG00000201741	
ENSG00000223290	
ENSG00000221151	
ENSG00000202191	
ENSG00000201245	
ENSG00000212094	
ENSG00000223291	
ENSG00000223292	
ENSG00000196797	
ENSG00000180193	
ENSG00000196360	
ENSG00000213384	
ENSG00000209763	
ENSG00000208821	
ENSG00000207739	
ENSG00000223015	
ENSG00000223016	
ENSG00000221573	
ENSG00000223017	
ENSG00000202431	
ENSG00000221290	
ENSG00000212089	
ENSG00000208023	
ENSG00000203392	
ENSG00000202099	
ENSG00000207234	
ENSG00000221304	
ENSG00000221188	
ENSG00000222730	
ENSG00000201033	
ENSG00000207987	
ENSG00000201649	
ENSG00000207433	
ENSG00000222731	
ENSG00000207807	
ENSG00000200860	
ENSG00000222732	
ENSG00000221689	
ENSG00000221020	
ENSG00000199432	
ENSG00000222733	
ENSG00000202017	
ENSG00000221574	
ENSG00000222734	
ENSG00000200008	
ENSG00000201078	
ENSG00000206784	
ENSG00000189370	
ENSG00000208575	
ENSG00000200935	
ENSG00000208659	
ENSG00000210512	
ENSG00000213368	
ENSG00000209983	
ENSG00000217845	
ENSG00000210504	
ENSG00000210429	
ENSG00000208848	
ENSG00000208853	
ENSG00000208943	
ENSG00000209969	
ENSG00000209966	
ENSG00000209962	
ENSG00000209958	
ENSG00000209241	
ENSG00000208675	
ENSG00000177736	
ENSG00000213433	
ENSG00000208606	
ENSG00000208610	
ENSG00000186773	
ENSG00000203386	
ENSG00000203387	
ENSG00000208712	
ENSG00000208872	
ENSG00000213468	
ENSG00000203953	
ENSG00000208876	
ENSG00000210646	
ENSG00000216700	
ENSG00000219406	
ENSG00000208950	
ENSG00000210656	
ENSG00000208887	
ENSG00000208890	
ENSG00000208895	
ENSG00000208900	
ENSG00000208980	
ENSG00000208910	
ENSG00000210878	
ENSG00000210869	
ENSG00000177665	
ENSG00000208918	
ENSG00000213438	
ENSG00000208624	
ENSG00000211437	
ENSG00000197486	
ENSG00000208953	
ENSG00000179967	
ENSG00000208963	
ENSG00000210102	
ENSG00000209703	
ENSG00000209680	
ENSG00000208919	
ENSG00000208967	
ENSG00000196691	
ENSG00000210095	
ENSG00000203389	
ENSG00000213448	
ENSG00000209007	
ENSG00000210534	
ENSG00000209148	
ENSG00000207259	
ENSG00000221099	
ENSG00000202337	
ENSG00000199157	
ENSG00000207633	
ENSG00000207429	
ENSG00000212628	
ENSG00000222928	
ENSG00000208014	
ENSG00000207201	
ENSG00000201672	
ENSG00000213478	
ENSG00000200174	
ENSG00000210613	
ENSG00000208633	
ENSG00000208889	
ENSG00000209305	
ENSG00000208637	
ENSG00000209677	
ENSG00000211551	
ENSG00000207698	
ENSG00000223237	
ENSG00000199784	
ENSG00000212014	
ENSG00000223238	
ENSG00000208033	
ENSG00000221103	
ENSG00000211423	
ENSG00000211420	
ENSG00000211418	
ENSG00000211404	
ENSG00000211402	
ENSG00000210606	
ENSG00000207349	
ENSG00000206950	
ENSG00000201151	
ENSG00000201176	
ENSG00000199851	
ENSG00000200888	
ENSG00000199272	
ENSG00000202200	
ENSG00000208732	
ENSG00000210848	
ENSG00000210840	
ENSG00000210603	
ENSG00000203394	
ENSG00000213467	
ENSG00000213455	
ENSG00000208899	
ENSG00000208930	
ENSG00000210375	
ENSG00000119838	
ENSG00000175827	
ENSG00000213464	
ENSG00000198957	
ENSG00000206653	
ENSG00000223314	
ENSG00000207989	
ENSG00000215966	
ENSG00000207929	
ENSG00000221728	
ENSG00000221338	
ENSG00000201378	
ENSG00000206596	
ENSG00000201665	
ENSG00000207282	
ENSG00000207160	
ENSG00000207941	
ENSG00000208740	
ENSG00000208735	
ENSG00000208738	
ENSG00000208926	
ENSG00000208927	
ENSG00000179101	
ENSG00000221216	
ENSG00000223184	
ENSG00000223185	
ENSG00000199792	
ENSG00000209133	
ENSG00000209225	
ENSG00000203341	
ENSG00000203342	
ENSG00000210532	
ENSG00000213497	
ENSG00000213498	
ENSG00000211317	
ENSG00000173683	
ENSG00000208936	
ENSG00000220387	
ENSG00000213486	
ENSG00000211303	
ENSG00000208765	
ENSG00000208769	
ENSG00000207342	
ENSG00000223323	
ENSG00000206962	
ENSG00000207081	
ENSG00000223324	
ENSG00000223325	
ENSG00000200060	
ENSG00000207168	
ENSG00000199349	
ENSG00000221008	
ENSG00000211553	
ENSG00000199466	
ENSG00000223326	
ENSG00000208955	
ENSG00000215228	
ENSG00000208968	
ENSG00000208971	
ENSG00000209144	
ENSG00000208688	
ENSG00000198896	
ENSG00000211266	
ENSG00000198660	
ENSG00000178510	
ENSG00000220743	
ENSG00000210438	
ENSG00000210782	
ENSG00000213480	
ENSG00000217407	
ENSG00000209306	
ENSG00000213495	
ENSG00000209290	
ENSG00000213442	
ENSG00000211246	
ENSG00000187684	
ENSG00000213487	
ENSG00000204041	
ENSG00000211199	
ENSG00000211183	
ENSG00000213483	
ENSG00000206913	
ENSG00000216058	
ENSG00000211520	
ENSG00000221739	
ENSG00000206620	
ENSG00000222617	
ENSG00000206995	
ENSG00000209919	
ENSG00000209232	
ENSG00000211164	
ENSG00000178863	
ENSG00000211132	
ENSG00000211079	
ENSG00000196454	
ENSG00000211042	
ENSG00000209196	
ENSG00000209915	
ENSG00000186172	
ENSG00000211033	
ENSG00000213492	
ENSG00000209156	
ENSG00000209247	
ENSG00000209127	
ENSG00000210466	
ENSG00000210457	
ENSG00000209239	
ENSG00000223067	
ENSG00000206977	
ENSG00000223068	
ENSG00000223069	
ENSG00000213456	
ENSG00000210995	
ENSG00000213513	
ENSG00000213514	
ENSG00000204108	
ENSG00000203344	
ENSG00000217401	
ENSG00000210737	
ENSG00000208798	
ENSG00000208803	
ENSG00000138338	
ENSG00000210733	
ENSG00000198592	
ENSG00000208724	
ENSG00000213526	
ENSG00000188258	
ENSG00000209629	
ENSG00000209176	
ENSG00000211439	
ENSG00000200442	
ENSG00000206656	
ENSG00000221389	
ENSG00000222926	
ENSG00000222927	
ENSG00000221696	
ENSG00000188612	
ENSG00000213510	
ENSG00000210362	
ENSG00000196732	
ENSG00000209834	
ENSG00000209828	
ENSG00000177839	
ENSG00000213098	
ENSG00000209802	
ENSG00000208843	
ENSG00000210356	
ENSG00000213099	
ENSG00000211390	
ENSG00000211590	
ENSG00000207116	
ENSG00000202487	
ENSG00000206627	
ENSG00000222882	
ENSG00000207942	
ENSG00000221175	
ENSG00000222883	
ENSG00000207047	
ENSG00000201807	
ENSG00000222884	
ENSG00000222885	
ENSG00000207519	
ENSG00000222886	
ENSG00000200114	
ENSG00000199594	
ENSG00000222887	
ENSG00000199731	
ENSG00000216007	
ENSG00000222888	
ENSG00000222889	
ENSG00000222890	
ENSG00000200132	
ENSG00000221037	
ENSG00000208034	
ENSG00000220293	
ENSG00000213102	
ENSG00000203408	
ENSG00000213451	
ENSG00000203647	
ENSG00000203648	
ENSG00000209608	
ENSG00000211979	
ENSG00000213500	
ENSG00000211978	
ENSG00000213124	
ENSG00000211977	
ENSG00000211976	
ENSG00000215939	
ENSG00000200851	
ENSG00000199865	
ENSG00000207244	
ENSG00000206686	
ENSG00000221495	
ENSG00000221766	
ENSG00000211974	
ENSG00000210720	
ENSG00000213437	
ENSG00000210406	
ENSG00000196355	
ENSG00000207307	
ENSG00000210394	
ENSG00000211416	
ENSG00000209033	
ENSG00000211972	
ENSG00000213125	
ENSG00000209282	
ENSG00000211970	
ENSG00000211969	
ENSG00000211965	
ENSG00000211963	
ENSG00000209214	
ENSG00000209158	
ENSG00000211961	
ENSG00000209304	
ENSG00000211959	
ENSG00000211958	
ENSG00000179418	
ENSG00000211955	
ENSG00000211954	
ENSG00000209318	
ENSG00000211950	
ENSG00000211949	
ENSG00000211948	
ENSG00000211947	
ENSG00000211946	
ENSG00000211945	
ENSG00000211944	
ENSG00000211943	
ENSG00000220072	
ENSG00000211941	
ENSG00000211940	
ENSG00000210298	
ENSG00000211937	
ENSG00000210887	
ENSG00000211934	
ENSG00000208893	
ENSG00000209789	
ENSG00000181093	
ENSG00000211931	
ENSG00000211928	
ENSG00000211923	
ENSG00000211922	
ENSG00000213524	
ENSG00000211919	
ENSG00000211918	
ENSG00000211912	
ENSG00000211911	
ENSG00000211910	
ENSG00000211908	
ENSG00000211906	
ENSG00000218392	
ENSG00000211905	
ENSG00000211314	
ENSG00000211903	
ENSG00000211308	
ENSG00000211298	
ENSG00000121495	
ENSG00000176378	
ENSG00000219942	
ENSG00000209787	
ENSG00000197029	
ENSG00000146736	
ENSG00000209221	
ENSG00000209163	
ENSG00000211902	
ENSG00000213530	
ENSG00000210361	
ENSG00000216425	
ENSG00000211900	
ENSG00000210262	
ENSG00000211899	
ENSG00000208841	
ENSG00000211898	
ENSG00000211283	
ENSG00000223000	
ENSG00000206650	
ENSG00000199701	
ENSG00000202356	
ENSG00000206864	
ENSG00000207025	
ENSG00000206633	
ENSG00000200874	
ENSG00000212135	
ENSG00000211278	
ENSG00000210238	
ENSG00000210229	
ENSG00000209220	
ENSG00000209303	
ENSG00000211897	
ENSG00000183545	
ENSG00000210314	
ENSG00000213140	
ENSG00000211894	
ENSG00000210205	
ENSG00000211893	
ENSG00000210301	
ENSG00000211892	
ENSG00000213569	
ENSG00000209130	
ENSG00000209287	
ENSG00000211891	
ENSG00000211890	
ENSG00000212646	
ENSG00000208783	
ENSG00000207460	
ENSG00000221730	
ENSG00000202157	
ENSG00000209138	
ENSG00000210651	
ENSG00000210647	
ENSG00000213509	
ENSG00000209993	
ENSG00000209987	
ENSG00000211273	
ENSG00000210169	
ENSG00000208799	
ENSG00000215520	
ENSG00000213539	
ENSG00000203650	
ENSG00000213538	
ENSG00000209784	
ENSG00000200013	
ENSG00000223289	
ENSG00000200750	
ENSG00000200693	
ENSG00000203297	
ENSG00000223239	
ENSG00000207744	
ENSG00000207767	
ENSG00000210810	
ENSG00000221735	
ENSG00000199053	
ENSG00000223193	
ENSG00000201821	
ENSG00000200448	
ENSG00000199348	
ENSG00000207737	
ENSG00000200444	
ENSG00000212042	
ENSG00000221115	
ENSG00000223175	
ENSG00000101819	
ENSG00000197830	
ENSG00000209589	
ENSG00000209568	
ENSG00000197470	
ENSG00000208445	
ENSG00000210259	
ENSG00000209296	
ENSG00000197473	
ENSG00000178082	
ENSG00000211290	
ENSG00000180284	
ENSG00000209256	
ENSG00000213549	
ENSG00000209275	
ENSG00000213556	
ENSG00000210308	
ENSG00000223057	
ENSG00000221191	
ENSG00000221736	
ENSG00000200241	
ENSG00000199480	
ENSG00000223058	
ENSG00000222812	
ENSG00000222813	
ENSG00000206980	
ENSG00000201501	
ENSG00000201847	
ENSG00000201843	
ENSG00000207558	
ENSG00000222814	
ENSG00000221147	
ENSG00000206807	
ENSG00000199262	
ENSG00000201324	
ENSG00000201942	
ENSG00000203414	
ENSG00000208988	
ENSG00000208991	
ENSG00000208993	
ENSG00000208995	
ENSG00000209299	
ENSG00000209002	
ENSG00000177672	
ENSG00000210751	
ENSG00000176318	
ENSG00000203486	
ENSG00000203473	
ENSG00000203416	
ENSG00000210247	
ENSG00000210227	
ENSG00000210225	
ENSG00000210222	
ENSG00000210209	
ENSG00000217484	
ENSG00000209013	
ENSG00000209228	
ENSG00000109238	
ENSG00000119826	
ENSG00000219386	
ENSG00000221163	
ENSG00000207594	
ENSG00000221358	
ENSG00000199944	
ENSG00000207690	
ENSG00000207045	
ENSG00000222990	
ENSG00000221336	
ENSG00000211990	
ENSG00000201931	
ENSG00000222991	
ENSG00000200789	
ENSG00000201894	
ENSG00000207649	
ENSG00000222992	
ENSG00000215942	
ENSG00000222993	
ENSG00000199849	
ENSG00000207797	
ENSG00000221005	
ENSG00000221538	
ENSG00000199291	
ENSG00000201085	
ENSG00000207467	
ENSG00000207613	
ENSG00000206738	
ENSG00000222994	
ENSG00000222995	
ENSG00000201860	
ENSG00000207563	
ENSG00000212402	
ENSG00000201612	
ENSG00000222996	
ENSG00000222997	
ENSG00000200495	
ENSG00000207500	
ENSG00000207303	
ENSG00000200320	
ENSG00000207341	
ENSG00000221236	
ENSG00000207159	
ENSG00000212588	
ENSG00000221243	
ENSG00000207206	
ENSG00000199361	
ENSG00000221125	
ENSG00000209320	
ENSG00000213573	
ENSG00000211269	
ENSG00000213172	
ENSG00000208861	
ENSG00000211168	
ENSG00000207086	
ENSG00000221340	
ENSG00000199289	
ENSG00000212342	
ENSG00000206971	
ENSG00000223010	
ENSG00000223011	
ENSG00000201067	
ENSG00000207866	
ENSG00000223012	
ENSG00000223013	
ENSG00000207552	
ENSG00000221630	
ENSG00000212413	
ENSG00000200820	
ENSG00000208888	
ENSG00000213553	
ENSG00000223217	
ENSG00000223218	
ENSG00000223219	
ENSG00000211544	
ENSG00000199364	
ENSG00000206878	
ENSG00000201830	
ENSG00000201869	
ENSG00000221562	
ENSG00000221749	
ENSG00000223220	
ENSG00000200021	
ENSG00000206611	
ENSG00000221641	
ENSG00000200785	
ENSG00000207839	
ENSG00000202386	
ENSG00000199069	
ENSG00000200332	
ENSG00000208313	
ENSG00000201157	
ENSG00000199791	
ENSG00000200630	
ENSG00000199350	
ENSG00000199900	
ENSG00000222764	
ENSG00000199398	
ENSG00000201668	
ENSG00000202248	
ENSG00000222765	
ENSG00000187904	
ENSG00000213594	
ENSG00000208449	
ENSG00000210289	
ENSG00000179031	
ENSG00000187899	
ENSG00000210272	
ENSG00000198938	ENSBTAG00000043560
ENSG00000198938	ENSBTAG00000031650
ENSG00000198899	ENSBTAG00000043584
ENSG00000198886	ENSBTAG00000043577
ENSG00000209530	
ENSG00000157819	
ENSG00000209524	
ENSG00000209511	
ENSG00000217371	
ENSG00000210236	
ENSG00000209309	
ENSG00000198348	
ENSG00000201264	
ENSG00000206872	
ENSG00000207114	
ENSG00000216125	
ENSG00000207628	
ENSG00000222667	
ENSG00000206900	
ENSG00000223080	
ENSG00000207740	
ENSG00000201153	
ENSG00000201042	
ENSG00000221769	
ENSG00000222829	
ENSG00000206915	
ENSG00000207268	
ENSG00000223183	
ENSG00000200235	
ENSG00000222016	ENSBTAG00000007136
ENSG00000222010	ENSBTAG00000007136
ENSG00000222029	
ENSG00000222045	ENSBTAG00000007136
ENSG00000206693	
ENSG00000221848	ENSBTAG00000013536
ENSG00000222043	ENSBTAG00000019255
ENSG00000221325	
ENSG00000199071	
ENSG00000202041	
ENSG00000222917	
ENSG00000206730	
ENSG00000200543	
ENSG00000221373	
ENSG00000202000	
ENSG00000208458	
ENSG00000221806	
ENSG00000210069	
ENSG00000213621	
ENSG00000199634	
ENSG00000210206	
ENSG00000211150	
ENSG00000175137	ENSBTAG00000002645
ENSG00000171161	
ENSG00000171163	ENSBTAG00000021115
ENSG00000185220	ENSBTAG00000019814
ENSG00000177151	ENSBTAG00000034743
ENSG00000187701	ENSBTAG00000030719
ENSG00000189181	
ENSG00000184022	
ENSG00000183130	ENSBTAG00000003551
ENSG00000188558	ENSBTAG00000027768
ENSG00000182783	ENSBTAG00000038564
ENSG00000183310	ENSBTAG00000030714
ENSG00000196240	ENSBTAG00000034743
ENSG00000196539	ENSBTAG00000030714
ENSG00000203661	ENSBTAG00000038564
ENSG00000209049	
ENSG00000196944	ENSBTAG00000038564
ENSG00000198104	
ENSG00000175143	ENSBTAG00000024653
ENSG00000177201	
ENSG00000177186	ENSBTAG00000009497
ENSG00000177174	
ENSG00000177233	ENSBTAG00000009497
ENSG00000171180	ENSBTAG00000030722
ENSG00000177212	
ENSG00000207751	
ENSG00000198128	ENSBTAG00000022690
ENSG00000198128	ENSBTAG00000030728
ENSG00000198128	ENSBTAG00000030727
ENSG00000198128	ENSBTAG00000034946
ENSG00000198128	ENSBTAG00000030725
ENSG00000196071	ENSBTAG00000013691
ENSG00000162727	ENSBTAG00000009497
ENSG00000198601	ENSBTAG00000009497
ENSG00000179926	
ENSG00000197454	ENSBTAG00000022690
ENSG00000197454	ENSBTAG00000030728
ENSG00000197454	ENSBTAG00000030727
ENSG00000197454	ENSBTAG00000034946
ENSG00000197454	ENSBTAG00000030725
ENSG00000203663	ENSBTAG00000022690
ENSG00000203663	ENSBTAG00000030728
ENSG00000203663	ENSBTAG00000030727
ENSG00000203663	ENSBTAG00000034946
ENSG00000203663	ENSBTAG00000030725
ENSG00000196936	ENSBTAG00000022690
ENSG00000196936	ENSBTAG00000030728
ENSG00000196936	ENSBTAG00000030727
ENSG00000196936	ENSBTAG00000034946
ENSG00000196936	ENSBTAG00000030725
ENSG00000187080	ENSBTAG00000007557
ENSG00000177462	ENSBTAG00000025293
ENSG00000177462	ENSBTAG00000039797
ENSG00000177275	ENSBTAG00000040033
ENSG00000197591	ENSBTAG00000017725
ENSG00000162722	ENSBTAG00000007470
ENSG00000209210	
ENSG00000209165	
ENSG00000169214	ENSBTAG00000031412
ENSG00000198118	
ENSG00000153230	
ENSG00000221888	
ENSG00000196772	
ENSG00000177476	ENSBTAG00000027911
ENSG00000197437	
ENSG00000209487	
ENSG00000196242	ENSBTAG00000037593
ENSG00000196242	ENSBTAG00000040225
ENSG00000177489	ENSBTAG00000039930
ENSG00000210033	
ENSG00000162711	ENSBTAG00000001273
ENSG00000177535	ENSBTAG00000039422
ENSG00000203664	
ENSG00000169224	
ENSG00000188295	
ENSG00000221953	
ENSG00000196418	ENSBTAG00000040153
ENSG00000197617	
ENSG00000162714	ENSBTAG00000038284
ENSG00000203371	
ENSG00000162852	ENSBTAG00000000511
ENSG00000143653	ENSBTAG00000003804
ENSG00000153207	ENSBTAG00000013949
ENSG00000197472	ENSBTAG00000030444
ENSG00000135747	
ENSG00000185420	ENSBTAG00000033180
ENSG00000162851	ENSBTAG00000000072
ENSG00000203666	ENSBTAG00000024555
ENSG00000162849	ENSBTAG00000012715
ENSG00000203667	ENSBTAG00000033136
ENSG00000188206	
ENSG00000153187	ENSBTAG00000007606
ENSG00000210177	
ENSG00000210173	
ENSG00000179397	ENSBTAG00000044066
ENSG00000121644	ENSBTAG00000001478
ENSG00000215797	
ENSG00000179456	ENSBTAG00000000385
ENSG00000173728	ENSBTAG00000033127
ENSG00000035687	ENSBTAG00000013885
ENSG00000117020	ENSBTAG00000017788
ENSG00000211120	
ENSG00000215799	
ENSG00000143702	ENSBTAG00000007566
ENSG00000054282	ENSBTAG00000017775
ENSG00000162843	ENSBTAG00000005200
ENSG00000174371	ENSBTAG00000009396
ENSG00000197769	ENSBTAG00000012462
ENSG00000180287	ENSBTAG00000033056
ENSG00000091483	ENSBTAG00000021688
ENSG00000117009	ENSBTAG00000014439
ENSG00000054277	ENSBTAG00000044030
ENSG00000203668	ENSBTAG00000010803
ENSG00000180875	
ENSG00000182901	ENSBTAG00000005410
ENSG00000133019	ENSBTAG00000008059
ENSG00000155816	ENSBTAG00000025021
ENSG00000155816	ENSBTAG00000017385
ENSG00000212915	
ENSG00000162840	
ENSG00000198626	ENSBTAG00000022886
ENSG00000116996	ENSBTAG00000026085
ENSG00000215808	
ENSG00000119285	ENSBTAG00000044100
ENSG00000119285	ENSBTAG00000013546
ENSG00000077522	ENSBTAG00000009696
ENSG00000116984	ENSBTAG00000012251
ENSG00000209069	
ENSG00000086619	ENSBTAG00000034633
ENSG00000186197	ENSBTAG00000044197
ENSG00000215809	ENSBTAG00000013411
ENSG00000116977	ENSBTAG00000013544
ENSG00000116962	ENSBTAG00000007244
ENSG00000077585	ENSBTAG00000000830
ENSG00000152904	ENSBTAG00000013068
ENSG00000116957	ENSBTAG00000013735
ENSG00000162885	ENSBTAG00000013750
ENSG00000168243	ENSBTAG00000002908
ENSG00000143669	ENSBTAG00000016804
ENSG00000173726	ENSBTAG00000000562
ENSG00000188739	ENSBTAG00000000221
ENSG00000054267	ENSBTAG00000000222
ENSG00000059588	ENSBTAG00000004517
ENSG00000168264	
ENSG00000213601	
ENSG00000183780	ENSBTAG00000020361
ENSG00000168275	ENSBTAG00000014148
ENSG00000135778	ENSBTAG00000013935
ENSG00000135749	ENSBTAG00000000535
ENSG00000143674	ENSBTAG00000021183
ENSG00000135750	ENSBTAG00000004515
ENSG00000162946	ENSBTAG00000044134
ENSG00000116991	ENSBTAG00000000942
ENSG00000212916	ENSBTAG00000012566
ENSG00000135766	ENSBTAG00000010500
ENSG00000116918	ENSBTAG00000039997
ENSG00000116918	ENSBTAG00000039988
ENSG00000152575	
ENSG00000116903	ENSBTAG00000006111
ENSG00000010072	ENSBTAG00000006112
ENSG00000182118	ENSBTAG00000023073
ENSG00000119283	
ENSG00000143633	ENSBTAG00000010765
ENSG00000116906	ENSBTAG00000010773
ENSG00000119280	ENSBTAG00000023074
ENSG00000143643	ENSBTAG00000010367
ENSG00000173409	ENSBTAG00000021822
ENSG00000135744	ENSBTAG00000012393
ENSG00000135773	
ENSG00000143641	ENSBTAG00000004870
ENSG00000177614	ENSBTAG00000027205
ENSG00000135775	ENSBTAG00000020314
ENSG00000135776	ENSBTAG00000017053
ENSG00000135801	ENSBTAG00000034225
ENSG00000135801	ENSBTAG00000021126
ENSG00000135763	ENSBTAG00000010180
ENSG00000223074	
ENSG00000154429	ENSBTAG00000000079
ENSG00000143632	
ENSG00000069248	ENSBTAG00000004965
ENSG00000177800	
ENSG00000168118	ENSBTAG00000018857
ENSG00000213029	
ENSG00000181218	ENSBTAG00000031468
ENSG00000196890	ENSBTAG00000034901
ENSG00000168159	ENSBTAG00000019667
ENSG00000215811	
ENSG00000116574	ENSBTAG00000018691
ENSG00000154370	ENSBTAG00000039246
ENSG00000162931	ENSBTAG00000018673
ENSG00000168148	ENSBTAG00000034898
ENSG00000154358	
ENSG00000143774	ENSBTAG00000014775
ENSG00000198835	ENSBTAG00000014916
ENSG00000203684	
ENSG00000181873	ENSBTAG00000014918
ENSG00000162913	
ENSG00000209630	
ENSG00000208469	
ENSG00000143816	ENSBTAG00000020267
ENSG00000154342	ENSBTAG00000039397
ENSG00000143761	ENSBTAG00000007725
ENSG00000143793	ENSBTAG00000020720
ENSG00000162910	ENSBTAG00000020721
ENSG00000215812	
ENSG00000081692	ENSBTAG00000004191
ENSG00000143740	ENSBTAG00000004188
ENSG00000185888	ENSBTAG00000013977
ENSG00000163050	ENSBTAG00000021880
ENSG00000143776	ENSBTAG00000022777
ENSG00000181450	ENSBTAG00000030444
ENSG00000143801	ENSBTAG00000013197
ENSG00000218327	
ENSG00000203685	ENSBTAG00000024560
ENSG00000143772	ENSBTAG00000019339
ENSG00000182827	ENSBTAG00000013128
ENSG00000185155	ENSBTAG00000002139
ENSG00000183814	ENSBTAG00000033267
ENSG00000143799	ENSBTAG00000000837
ENSG00000143811	ENSBTAG00000005835
ENSG00000143768	ENSBTAG00000002855
ENSG00000143768	ENSBTAG00000037896
ENSG00000143751	ENSBTAG00000012787
ENSG00000163041	
ENSG00000196187	ENSBTAG00000002854
ENSG00000143787	ENSBTAG00000002855
ENSG00000143787	ENSBTAG00000037896
ENSG00000154380	ENSBTAG00000016185
ENSG00000143742	ENSBTAG00000033322
ENSG00000143819	ENSBTAG00000000140
ENSG00000143815	ENSBTAG00000008453
ENSG00000203691	
ENSG00000203694	
ENSG00000203693	
ENSG00000185842	ENSBTAG00000008449
ENSG00000209815	
ENSG00000143771	ENSBTAG00000019471
ENSG00000162923	ENSBTAG00000011785
ENSG00000143786	ENSBTAG00000044171
ENSG00000173419	ENSBTAG00000044199
ENSG00000143756	ENSBTAG00000019538
ENSG00000143753	ENSBTAG00000012705
ENSG00000143748	ENSBTAG00000006718
ENSG00000143514	ENSBTAG00000012781
ENSG00000185495	
ENSG00000178395	ENSBTAG00000006704
ENSG00000203697	ENSBTAG00000003600
ENSG00000162909	ENSBTAG00000012778
ENSG00000209811	
ENSG00000211424	
ENSG00000187554	ENSBTAG00000000477
ENSG00000143502	ENSBTAG00000020989
ENSG00000186063	ENSBTAG00000007593
ENSG00000162819	ENSBTAG00000007595
ENSG00000197520	
ENSG00000154309	ENSBTAG00000013463
ENSG00000197644	
ENSG00000143498	ENSBTAG00000013483
ENSG00000154305	ENSBTAG00000018824
ENSG00000136630	ENSBTAG00000014560
ENSG00000143507	ENSBTAG00000001729
ENSG00000143512	ENSBTAG00000017561
ENSG00000223096	
ENSG00000223097	
ENSG00000117791	
ENSG00000186205	ENSBTAG00000016277
ENSG00000116141	ENSBTAG00000010460
ENSG00000116141	ENSBTAG00000000628
ENSG00000162817	ENSBTAG00000006403
ENSG00000211419	
ENSG00000162813	ENSBTAG00000004064
ENSG00000067704	ENSBTAG00000012582
ENSG00000118873	ENSBTAG00000012585
