Ensembl Gene ID	Dog Ensembl Gene ID
ENSG00000208790	
ENSG00000208788	
ENSG00000204607	
ENSG00000210571	
ENSG00000210581	
ENSG00000208513	
ENSG00000213344	
ENSG00000208572	
ENSG00000213343	
ENSG00000209302	
ENSG00000209191	
ENSG00000186384	
ENSG00000210930	
ENSG00000174082	
ENSG00000196095	
ENSG00000208507	
ENSG00000210604	
ENSG00000213406	
ENSG00000210931	
ENSG00000208779	
ENSG00000210235	
ENSG00000209249	
ENSG00000209257	
ENSG00000213371	
ENSG00000210608	
ENSG00000210241	
ENSG00000213396	
ENSG00000208559	
ENSG00000198827	
ENSG00000209222	
ENSG00000213364	
ENSG00000209172	
ENSG00000208819	
ENSG00000210754	
ENSG00000184543	
ENSG00000208485	
ENSG00000208481	
ENSG00000134598	
ENSG00000213394	
ENSG00000208542	
ENSG00000208538	
ENSG00000208536	
ENSG00000210543	
ENSG00000203385	
ENSG00000203384	
ENSG00000209046	
ENSG00000210010	
ENSG00000208477	
ENSG00000208467	
ENSG00000208461	
ENSG00000213403	
ENSG00000208456	
ENSG00000208533	
ENSG00000203383	
ENSG00000203382	
ENSG00000203381	
ENSG00000203380	
ENSG00000208808	
ENSG00000208804	
ENSG00000208453	
ENSG00000213318	
ENSG00000209178	
ENSG00000208531	
ENSG00000208916	
ENSG00000208517	
ENSG00000208913	
ENSG00000208911	
ENSG00000208510	
ENSG00000213423	
ENSG00000208441	
ENSG00000208903	
ENSG00000208894	
ENSG00000208499	
ENSG00000210773	
ENSG00000208486	
ENSG00000210780	
ENSG00000208484	
ENSG00000208480	
ENSG00000208479	
ENSG00000208472	
ENSG00000210937	
ENSG00000213385	
ENSG00000208753	
ENSG00000208750	
ENSG00000208748	
ENSG00000208747	
ENSG00000208744	
ENSG00000208743	
ENSG00000208741	
ENSG00000208739	
ENSG00000208731	
ENSG00000208730	
ENSG00000208720	
ENSG00000203402	
ENSG00000208715	
ENSG00000208710	
ENSG00000208877	
ENSG00000208700	
ENSG00000208699	
ENSG00000208690	
ENSG00000208685	
ENSG00000208871	
ENSG00000208854	
ENSG00000208850	
ENSG00000208846	
ENSG00000210774	
ENSG00000208842	
ENSG00000213308	
ENSG00000208838	
ENSG00000208837	
ENSG00000208834	
ENSG00000179263	
ENSG00000203360	
ENSG00000213307	
ENSG00000203986	
ENSG00000177848	
ENSG00000208781	
ENSG00000209881	
ENSG00000209890	
ENSG00000208827	
ENSG00000213400	
ENSG00000213399	
ENSG00000208777	
ENSG00000187534	
ENSG00000198751	
ENSG00000203776	
ENSG00000210788	
ENSG00000176970	
ENSG00000208406	
ENSG00000208809	
ENSG00000208431	
ENSG00000213393	
ENSG00000210014	
ENSG00000210295	
ENSG00000208796	
ENSG00000208638	
ENSG00000208635	
ENSG00000208632	
ENSG00000172846	
ENSG00000213365	
ENSG00000208630	
ENSG00000208623	
ENSG00000177803	
ENSG00000208618	
ENSG00000213288	
ENSG00000210827	
ENSG00000210844	
ENSG00000210850	
ENSG00000210858	
ENSG00000210864	
ENSG00000170095	
ENSG00000209921	
ENSG00000208761	
ENSG00000208757	
ENSG00000208754	
ENSG00000213386	
ENSG00000208775	
ENSG00000203311	
ENSG00000208400	
ENSG00000208398	
ENSG00000208393	
ENSG00000208591	
ENSG00000208587	
ENSG00000208582	
ENSG00000213383	
ENSG00000209255	
ENSG00000208568	
ENSG00000208563	
ENSG00000179368	
ENSG00000210046	
ENSG00000208401	
ENSG00000208394	
ENSG00000213362	
ENSG00000210990	
ENSG00000180518	
ENSG00000209279	
ENSG00000209931	
ENSG00000208555	
ENSG00000213292	
ENSG00000203645	
ENSG00000209285	
ENSG00000213361	
ENSG00000203323	
ENSG00000208751	
ENSG00000213376	
ENSG00000208745	
ENSG00000180494	
ENSG00000180477	
ENSG00000213279	
ENSG00000208388	
ENSG00000208386	
ENSG00000210817	
ENSG00000210818	
ENSG00000213275	
ENSG00000208752	
ENSG00000213375	
ENSG00000211003	
ENSG00000208749	
ENSG00000208746	
ENSG00000174486	
ENSG00000210684	
ENSG00000208523	
ENSG00000180632	
ENSG00000188646	
ENSG00000210718	
ENSG00000208734	
ENSG00000203356	
ENSG00000210555	
ENSG00000210055	
ENSG00000208520	
ENSG00000218283	
ENSG00000213370	
ENSG00000208728	
ENSG00000203355	
ENSG00000210934	
ENSG00000208381	
ENSG00000211592	
ENSG00000211593	
ENSG00000210062	
ENSG00000211594	
ENSG00000210725	
ENSG00000211595	
ENSG00000210735	
ENSG00000211596	
ENSG00000213050	
ENSG00000211597	
ENSG00000210066	
ENSG00000211047	
ENSG00000211049	
ENSG00000217889	
ENSG00000213391	
ENSG00000213272	
ENSG00000208378	
ENSG00000210609	
ENSG00000208515	
ENSG00000210627	
ENSG00000208718	
ENSG00000186995	
ENSG00000198048	
ENSG00000210380	
ENSG00000211072	
ENSG00000210384	
ENSG00000211598	
ENSG00000209961	
ENSG00000211599	
ENSG00000210743	
ENSG00000213271	
ENSG00000211600	
ENSG00000211601	
ENSG00000211602	
ENSG00000211603	
ENSG00000211604	
ENSG00000208498	
ENSG00000211605	
ENSG00000211606	
ENSG00000211607	
ENSG00000210752	
ENSG00000211608	
ENSG00000177074	
ENSG00000211609	
ENSG00000211610	
ENSG00000213049	
ENSG00000211611	
ENSG00000211612	
ENSG00000211613	
ENSG00000211614	
ENSG00000211615	
ENSG00000211616	
ENSG00000211617	
ENSG00000211618	
ENSG00000210772	
ENSG00000208491	
ENSG00000208488	
ENSG00000211619	
ENSG00000208483	
ENSG00000211620	
ENSG00000219943	
ENSG00000185162	
ENSG00000208622	
ENSG00000211621	
ENSG00000171579	
ENSG00000211622	
ENSG00000210395	
ENSG00000168561	
ENSG00000213333	
ENSG00000179191	
ENSG00000211623	
ENSG00000211624	
ENSG00000211625	
ENSG00000211626	
ENSG00000203357	
ENSG00000211627	
ENSG00000178894	
ENSG00000211628	
ENSG00000211629	
ENSG00000211630	
ENSG00000204721	
ENSG00000211631	
ENSG00000211632	
ENSG00000211633	
ENSG00000211634	
ENSG00000211635	
ENSG00000208982	
ENSG00000211636	
ENSG00000213356	
ENSG00000188063	
ENSG00000198710	
ENSG00000213355	
ENSG00000189119	
ENSG00000208962	
ENSG00000213335	
ENSG00000211075	
ENSG00000208703	
ENSG00000208697	
ENSG00000208694	
ENSG00000208689	
ENSG00000210781	
ENSG00000210784	
ENSG00000213270	
ENSG00000210661	
ENSG00000213350	
ENSG00000208706	
ENSG00000208701	
ENSG00000208691	
ENSG00000208679	
ENSG00000208671	
ENSG00000208473	
ENSG00000213268	
ENSG00000208468	
ENSG00000164302	
ENSG00000205071	
ENSG00000213267	
ENSG00000208668	
ENSG00000210797	
ENSG00000208684	
ENSG00000208683	
ENSG00000210489	
ENSG00000210946	
ENSG00000210830	
ENSG00000208464	
ENSG00000203353	
ENSG00000210683	
ENSG00000208605	
ENSG00000210846	
ENSG00000215014	
ENSG00000208645	
ENSG00000208641	
ENSG00000182228	
ENSG00000208944	
ENSG00000210901	
ENSG00000210913	
ENSG00000210918	
ENSG00000208938	
ENSG00000203644	
ENSG00000210530	
ENSG00000210705	
ENSG00000208934	
ENSG00000186110	
ENSG00000203365	
ENSG00000208634	
ENSG00000210938	
ENSG00000208682	
ENSG00000210951	
ENSG00000208680	
ENSG00000184550	
ENSG00000208676	
ENSG00000210044	
ENSG00000210533	
ENSG00000210551	
ENSG00000210554	
ENSG00000210558	
ENSG00000210563	
ENSG00000210566	
ENSG00000210568	
ENSG00000210956	
ENSG00000213250	
ENSG00000210963	
ENSG00000213249	
ENSG00000187738	
ENSG00000213311	
ENSG00000188904	
ENSG00000211091	
ENSG00000211093	
ENSG00000185005	
ENSG00000213332	
ENSG00000210837	
ENSG00000203364	
ENSG00000203363	
ENSG00000203362	
ENSG00000213331	
ENSG00000203361	
ENSG00000208924	
ENSG00000210842	
ENSG00000213313	
ENSG00000213312	
ENSG00000210588	
ENSG00000213243	
ENSG00000213305	
ENSG00000210594	
ENSG00000213309	
ENSG00000210598	
ENSG00000208432	
ENSG00000213310	
ENSG00000208616	
ENSG00000210093	
ENSG00000210067	
ENSG00000208379	
ENSG00000214141	
ENSG00000204087	
ENSG00000174556	
ENSG00000216285	
ENSG00000211117	
ENSG00000208373	
ENSG00000213302	
ENSG00000213264	
ENSG00000213328	
ENSG00000211141	
ENSG00000210098	
ENSG00000197180	
ENSG00000213330	
ENSG00000216369	
ENSG00000210610	
ENSG00000213296	
ENSG00000209126	
ENSG00000210623	
ENSG00000213235	
ENSG00000177050	
ENSG00000213327	
ENSG00000197882	
ENSG00000211051	
ENSG00000208597	
ENSG00000213326	
ENSG00000213291	
ENSG00000178957	
ENSG00000213287	
ENSG00000210654	
ENSG00000210658	
ENSG00000210663	
ENSG00000210670	
ENSG00000204641	
ENSG00000210710	
ENSG00000176761	
ENSG00000213319	
ENSG00000208917	
ENSG00000197692	
ENSG00000177946	
ENSG00000208906	
ENSG00000208588	
ENSG00000213286	
ENSG00000210966	
ENSG00000210972	
ENSG00000210713	
ENSG00000211158	
ENSG00000213284	
ENSG00000213283	
ENSG00000205716	
ENSG00000181514	
ENSG00000213338	
ENSG00000213306	
ENSG00000209114	
ENSG00000208896	
ENSG00000210888	
ENSG00000211202	
ENSG00000213280	
ENSG00000208561	
ENSG00000219445	
ENSG00000208552	
ENSG00000208596	
ENSG00000208658	
ENSG00000210746	
ENSG00000213278	
ENSG00000210922	
ENSG00000208549	
ENSG00000210142	
ENSG00000210147	
ENSG00000213301	
ENSG00000213043	
ENSG00000211223	
ENSG00000211228	
ENSG00000210832	
ENSG00000208546	
ENSG00000208544	
ENSG00000211105	
ENSG00000210925	
ENSG00000208593	
ENSG00000210753	
ENSG00000178715	
ENSG00000179093	
ENSG00000203359	
ENSG00000213295	
ENSG00000165111	
ENSG00000213282	
ENSG00000208346	
ENSG00000180771	
ENSG00000210766	
ENSG00000185372	
ENSG00000208343	
ENSG00000203358	
ENSG00000211154	
ENSG00000210880	
ENSG00000197188	
ENSG00000208590	
ENSG00000210902	
ENSG00000210906	
ENSG00000210910	
ENSG00000210927	
ENSG00000208482	
ENSG00000208474	
ENSG00000203643	
ENSG00000208333	
ENSG00000213285	
ENSG00000208873	
ENSG00000183998	
ENSG00000178631	
ENSG00000210935	
ENSG00000210152	
ENSG00000208855	
ENSG00000208562	
ENSG00000177051	
ENSG00000210948	
ENSG00000210232	
ENSG00000183846	
ENSG00000198834	
ENSG00000211187	
ENSG00000209095	
ENSG00000211206	
ENSG00000211214	
ENSG00000211217	
ENSG00000211222	
ENSG00000213261	
ENSG00000172400	
ENSG00000196309	
ENSG00000208840	
ENSG00000198143	
ENSG00000208443	
ENSG00000208439	
ENSG00000203348	
ENSG00000210944	
ENSG00000203347	
ENSG00000203293	
ENSG00000213987	
ENSG00000210279	
ENSG00000210953	
ENSG00000210955	
ENSG00000210962	
ENSG00000210975	
ENSG00000210978	
ENSG00000210984	
ENSG00000210991	
ENSG00000210998	
ENSG00000211004	
ENSG00000211006	
ENSG00000211009	
ENSG00000210967	
ENSG00000208557	
ENSG00000209098	
ENSG00000208643	
ENSG00000211021	
ENSG00000176868	
ENSG00000210281	
ENSG00000208807	
ENSG00000210987	
ENSG00000211247	
ENSG00000181814	
ENSG00000211026	
ENSG00000208787	
ENSG00000213277	
ENSG00000213276	
ENSG00000210172	
ENSG00000210186	
ENSG00000208535	
ENSG00000213252	
ENSG00000210192	
ENSG00000211260	
ENSG00000210306	
ENSG00000174995	
ENSG00000208424	
ENSG00000213238	
ENSG00000213237	
ENSG00000213256	
ENSG00000208395	
ENSG00000210824	
ENSG00000203288	
ENSG00000203334	
ENSG00000208621	
ENSG00000208514	
ENSG00000208615	
ENSG00000208611	
ENSG00000213216	
ENSG00000211275	
ENSG00000187504	
ENSG00000196682	
ENSG00000208598	
ENSG00000208594	
ENSG00000208589	
ENSG00000208585	
ENSG00000196205	
ENSG00000208577	
ENSG00000208573	
ENSG00000208569	
ENSG00000208566	
ENSG00000208565	
ENSG00000208760	
ENSG00000213035	
ENSG00000169883	
ENSG00000182000	
ENSG00000211282	
ENSG00000208756	
ENSG00000213232	
ENSG00000213260	
ENSG00000213257	
ENSG00000211113	
ENSG00000208511	
ENSG00000204772	
ENSG00000208551	
ENSG00000208367	
ENSG00000208363	
ENSG00000208351	
ENSG00000211023	
ENSG00000211142	
ENSG00000208545	
ENSG00000181676	
ENSG00000208341	
ENSG00000208339	
ENSG00000208336	
ENSG00000208334	
ENSG00000208332	
ENSG00000208331	
ENSG00000208329	
ENSG00000210853	
ENSG00000213234	
ENSG00000211702	
ENSG00000213233	
ENSG00000211703	
ENSG00000211704	
ENSG00000211166	
ENSG00000197862	
ENSG00000211705	
ENSG00000210857	
ENSG00000210877	
ENSG00000211706	
ENSG00000211707	
ENSG00000211708	
ENSG00000211709	
ENSG00000208726	
ENSG00000211710	
ENSG00000208721	
ENSG00000208713	
ENSG00000208541	
ENSG00000208539	
ENSG00000211234	
ENSG00000211711	
ENSG00000209093	
ENSG00000211712	
ENSG00000208673	
ENSG00000208669	
ENSG00000211713	
ENSG00000211714	
ENSG00000211715	
ENSG00000211716	
ENSG00000179640	
ENSG00000211717	
ENSG00000211718	
ENSG00000211719	
ENSG00000211720	
ENSG00000211721	
ENSG00000211722	
ENSG00000211723	
ENSG00000208534	
ENSG00000211178	
ENSG00000211724	
ENSG00000208529	
ENSG00000211180	
ENSG00000208526	
ENSG00000208524	
ENSG00000179724	
ENSG00000211725	
ENSG00000211726	
ENSG00000211727	
ENSG00000211728	
ENSG00000211729	
ENSG00000211730	
ENSG00000208666	
ENSG00000211731	
ENSG00000211732	
ENSG00000211733	
ENSG00000211734	
ENSG00000211735	
ENSG00000211736	
ENSG00000211737	
ENSG00000211738	
ENSG00000211739	
ENSG00000211740	
ENSG00000211741	
ENSG00000211742	
ENSG00000211743	
ENSG00000211744	
ENSG00000211745	
ENSG00000211267	
ENSG00000211746	
ENSG00000211274	
ENSG00000211277	
ENSG00000211053	
ENSG00000211747	
ENSG00000208508	
ENSG00000211748	
ENSG00000211749	
ENSG00000211750	
ENSG00000208328	
ENSG00000208325	
ENSG00000211751	
ENSG00000211752	
ENSG00000211753	
ENSG00000208497	
ENSG00000213239	
ENSG00000211287	
ENSG00000211294	
ENSG00000211754	
ENSG00000211755	
ENSG00000211756	
ENSG00000208662	
ENSG00000210352	
ENSG00000211757	
ENSG00000208489	
ENSG00000208661	
ENSG00000211758	
ENSG00000213236	
ENSG00000211759	
ENSG00000211760	
ENSG00000213247	
ENSG00000211761	
ENSG00000211762	
ENSG00000211197	
ENSG00000211763	
ENSG00000211764	
ENSG00000211200	
ENSG00000211210	
ENSG00000211765	
ENSG00000211766	
ENSG00000211767	
ENSG00000213198	
ENSG00000211768	
ENSG00000211769	
ENSG00000211770	
ENSG00000211771	
ENSG00000211772	
ENSG00000211773	
ENSG00000208656	
ENSG00000218029	
ENSG00000208653	
ENSG00000210358	
ENSG00000211344	
ENSG00000210940	
ENSG00000210952	
ENSG00000210961	
ENSG00000211357	
ENSG00000211363	
ENSG00000208457	
ENSG00000179487	
ENSG00000208321	
ENSG00000208319	
ENSG00000213879	
ENSG00000203339	
ENSG00000203338	
ENSG00000211360	
ENSG00000208651	
ENSG00000210407	
ENSG00000208318	
ENSG00000208315	
ENSG00000203337	
ENSG00000176366	
ENSG00000183122	
ENSG00000208312	
ENSG00000208311	
ENSG00000208626	
ENSG00000208307	
ENSG00000210472	
ENSG00000208304	
ENSG00000208301	
ENSG00000208297	
ENSG00000213210	
ENSG00000129973	
ENSG00000208625	
ENSG00000213209	
ENSG00000211077	
ENSG00000208433	
ENSG00000208427	
ENSG00000185023	
ENSG00000208423	
ENSG00000211362	
ENSG00000213211	
ENSG00000208293	
ENSG00000208292	
ENSG00000208290	
ENSG00000211027	
ENSG00000211087	
ENSG00000208614	
ENSG00000213228	
ENSG00000208613	
ENSG00000208609	
ENSG00000208603	
ENSG00000208601	
ENSG00000213225	
ENSG00000208599	
ENSG00000185790	
ENSG00000208422	
ENSG00000208420	
ENSG00000208419	
ENSG00000208418	
ENSG00000208417	
ENSG00000208416	
ENSG00000208411	
ENSG00000208410	
ENSG00000208408	
ENSG00000208405	
ENSG00000208399	
ENSG00000208397	
ENSG00000208396	
ENSG00000208283	
ENSG00000208391	
ENSG00000208390	
ENSG00000211041	
ENSG00000211058	
ENSG00000211066	
ENSG00000213227	
ENSG00000208278	
ENSG00000208277	
ENSG00000213156	
ENSG00000208274	
ENSG00000204445	
ENSG00000208271	
ENSG00000208387	
ENSG00000204443	
ENSG00000208269	
ENSG00000211085	
ENSG00000213205	
ENSG00000210479	
ENSG00000177590	
ENSG00000211405	
ENSG00000211409	
ENSG00000209022	
ENSG00000179843	
ENSG00000208374	
ENSG00000208372	
ENSG00000208371	
ENSG00000208370	
ENSG00000208369	
ENSG00000208365	
ENSG00000208364	
ENSG00000208361	
ENSG00000208360	
ENSG00000208359	
ENSG00000208355	
ENSG00000208354	
ENSG00000208352	
ENSG00000208350	
ENSG00000208349	
ENSG00000217950	
ENSG00000173284	
ENSG00000213178	
ENSG00000184531	
ENSG00000208345	
ENSG00000213222	
ENSG00000188905	
ENSG00000208327	
ENSG00000208316	
ENSG00000208309	
ENSG00000213152	
ENSG00000211103	
ENSG00000168777	
ENSG00000213174	
ENSG00000208537	
ENSG00000211421	
ENSG00000211435	
ENSG00000208522	
ENSG00000203279	
ENSG00000205433	
ENSG00000211276	
ENSG00000211279	
ENSG00000208521	
ENSG00000211284	
ENSG00000211315	
ENSG00000197300	
ENSG00000208518	
ENSG00000209274	
ENSG00000188309	
ENSG00000209217	
ENSG00000203275	
ENSG00000213169	
ENSG00000181399	
ENSG00000208500	
ENSG00000208490	
ENSG00000203327	
ENSG00000208471	
ENSG00000203635	
ENSG00000208291	
ENSG00000208289	
ENSG00000208287	
ENSG00000208286	
ENSG00000208285	
ENSG00000208463	
ENSG00000208284	
ENSG00000208282	
ENSG00000208281	
ENSG00000208280	
ENSG00000208279	
ENSG00000208276	
ENSG00000208460	
ENSG00000208268	
ENSG00000211119	
ENSG00000203278	
ENSG00000178029	
ENSG00000211126	
ENSG00000210483	
ENSG00000208270	
ENSG00000208266	
ENSG00000208257	
ENSG00000208265	
ENSG00000208254	
ENSG00000208263	
ENSG00000208261	
ENSG00000208260	
ENSG00000208259	
ENSG00000208258	
ENSG00000211165	
ENSG00000211425	
ENSG00000208256	
ENSG00000211171	
ENSG00000208255	
ENSG00000181260	
ENSG00000213777	
ENSG00000213188	
ENSG00000213212	
ENSG00000209153	
ENSG00000211441	
ENSG00000209253	
ENSG00000209195	
ENSG00000209295	
ENSG00000176824	
ENSG00000208251	
ENSG00000208447	
ENSG00000213165	
ENSG00000197815	
ENSG00000203274	
ENSG00000211330	
ENSG00000211339	
ENSG00000208446	
ENSG00000209145	
ENSG00000209286	
ENSG00000209300	
ENSG00000211177	
ENSG00000208247	
ENSG00000209206	
ENSG00000213187	
ENSG00000208246	
ENSG00000203634	
ENSG00000213158	
ENSG00000218198	
ENSG00000209149	
ENSG00000209311	
ENSG00000208425	
ENSG00000213157	
ENSG00000209248	
ENSG00000203335	
ENSG00000209313	
ENSG00000208244	
ENSG00000213201	
ENSG00000213183	
ENSG00000208414	
ENSG00000213155	
ENSG00000208242	
ENSG00000211181	
ENSG00000209188	
ENSG00000220842	
ENSG00000185932	
ENSG00000213144	
ENSG00000168768	
ENSG00000204015	
ENSG00000208403	
ENSG00000211358	
ENSG00000213197	
ENSG00000211374	
ENSG00000211380	
ENSG00000198801	
ENSG00000211393	
ENSG00000208385	
ENSG00000208241	
ENSG00000208240	
ENSG00000208239	
ENSG00000208237	
ENSG00000208236	
ENSG00000208235	
ENSG00000208233	
ENSG00000208229	
ENSG00000208228	
ENSG00000211401	
ENSG00000213184	
ENSG00000209219	
ENSG00000208245	
ENSG00000177117	
ENSG00000208243	
ENSG00000208227	
ENSG00000208225	
ENSG00000198928	
ENSG00000213194	
ENSG00000213177	
ENSG00000208234	
ENSG00000210528	
ENSG00000203280	
ENSG00000210557	
ENSG00000208224	
ENSG00000213182	
ENSG00000213181	
ENSG00000209190	
ENSG00000208222	
ENSG00000210578	
ENSG00000209227	
ENSG00000203322	
ENSG00000208221	
ENSG00000213189	
ENSG00000209168	
ENSG00000209314	
ENSG00000213137	
ENSG00000174074	
ENSG00000210345	
ENSG00000209004	
ENSG00000203306	
ENSG00000211442	
ENSG00000209174	
ENSG00000210388	
ENSG00000208945	
ENSG00000208942	
ENSG00000208218	
ENSG00000208217	
ENSG00000210389	
ENSG00000214985	
ENSG00000203285	
ENSG00000203284	
ENSG00000213167	
ENSG00000203282	
ENSG00000203281	
ENSG00000210622	
ENSG00000213735	
ENSG00000174470	
ENSG00000208216	
ENSG00000208932	
ENSG00000209162	
ENSG00000203273	
ENSG00000209216	
ENSG00000213018	
ENSG00000208922	
ENSG00000209258	
ENSG00000210628	
ENSG00000213017	
ENSG00000197739	
ENSG00000209272	
ENSG00000208214	
ENSG00000208213	
ENSG00000208908	
ENSG00000211162	
ENSG00000211170	
ENSG00000203326	
ENSG00000208901	
ENSG00000210410	
ENSG00000210416	
ENSG00000210435	
ENSG00000210660	
ENSG00000209155	
ENSG00000210605	
ENSG00000211172	
ENSG00000208382	
ENSG00000210693	
ENSG00000202613	
ENSG00000211174	
ENSG00000211176	
ENSG00000213180	
ENSG00000211193	
ENSG00000211205	
ENSG00000209294	
ENSG00000166080	
ENSG00000213179	
ENSG00000208376	
ENSG00000210686	
ENSG00000208211	
ENSG00000208210	
ENSG00000208208	
ENSG00000208207	
ENSG00000208206	
ENSG00000211249	
ENSG00000213170	
ENSG00000188722	
ENSG00000215565	
ENSG00000209189	
ENSG00000209136	
ENSG00000175730	
ENSG00000208884	
ENSG00000209141	
ENSG00000203276	
ENSG00000209224	
ENSG00000213150	
ENSG00000209171	
ENSG00000213149	
ENSG00000172211	
ENSG00000213153	
ENSG00000210694	
ENSG00000211268	
ENSG00000208845	
ENSG00000209288	
ENSG00000213164	
ENSG00000203632	
ENSG00000208205	
ENSG00000208830	
ENSG00000208368	
ENSG00000209201	
ENSG00000208204	
ENSG00000181242	
ENSG00000208203	
ENSG00000208357	
ENSG00000213154	
ENSG00000208826	
ENSG00000198549	
ENSG00000211230	
ENSG00000210690	
ENSG00000210714	
ENSG00000210715	
ENSG00000211252	
ENSG00000211255	
ENSG00000187141	
ENSG00000211264	
ENSG00000209321	
ENSG00000209315	
ENSG00000208959	
ENSG00000203268	
ENSG00000208348	
ENSG00000213121	
ENSG00000208940	
ENSG00000208935	
ENSG00000208933	
ENSG00000208931	
ENSG00000208337	
ENSG00000210730	
ENSG00000208814	
ENSG00000213146	
ENSG00000185839	
ENSG00000208802	
ENSG00000210732	
ENSG00000210734	
ENSG00000208800	
ENSG00000208202	
ENSG00000208928	
ENSG00000203271	
ENSG00000203270	
ENSG00000208200	
ENSG00000213674	
ENSG00000208326	
ENSG00000208324	
ENSG00000208323	
ENSG00000213148	
ENSG00000170226	
ENSG00000208322	
ENSG00000210762	
ENSG00000213147	
ENSG00000208320	
ENSG00000208784	
ENSG00000208780	
ENSG00000208199	
ENSG00000203631	
ENSG00000208306	
ENSG00000208305	
ENSG00000179997	
ENSG00000203310	
ENSG00000178543	
ENSG00000208773	
ENSG00000208766	
ENSG00000213138	
ENSG00000211310	
ENSG00000210785	
ENSG00000210790	
ENSG00000211322	
ENSG00000208717	
ENSG00000210696	
ENSG00000210804	
ENSG00000177452	
ENSG00000177433	
ENSG00000208195	
ENSG00000203630	
ENSG00000210872	
ENSG00000208298	
ENSG00000210881	
ENSG00000208295	
ENSG00000208294	
ENSG00000211333	
ENSG00000208194	
ENSG00000208711	
ENSG00000208709	
ENSG00000210900	
ENSG00000210904	
ENSG00000213133	
ENSG00000203305	
ENSG00000210697	
ENSG00000208687	
ENSG00000213131	
ENSG00000203325	
ENSG00000210924	
ENSG00000213014	
ENSG00000213113	
ENSG00000210928	
ENSG00000210936	
ENSG00000213130	
ENSG00000208677	
ENSG00000208672	
ENSG00000210968	
ENSG00000210979	
ENSG00000203304	
ENSG00000210698	
ENSG00000210699	
ENSG00000210700	
ENSG00000210993	
ENSG00000211001	
ENSG00000184957	
ENSG00000209112	
ENSG00000210702	
ENSG00000213013	
ENSG00000166718	
ENSG00000211030	
ENSG00000211345	
ENSG00000211350	
ENSG00000210703	
ENSG00000196130	
ENSG00000203751	
ENSG00000211044	
ENSG00000179073	
ENSG00000203301	
ENSG00000203321	
ENSG00000213579	
ENSG00000203318	
ENSG00000203317	
ENSG00000203316	
ENSG00000213135	
ENSG00000203315	
ENSG00000181227	
ENSG00000203314	
ENSG00000211400	
ENSG00000203308	
ENSG00000203307	
ENSG00000213122	
ENSG00000220402	
ENSG00000208647	
ENSG00000213119	
ENSG00000211104	
ENSG00000208642	
ENSG00000211107	
ENSG00000208639	
ENSG00000213118	
ENSG00000208627	
ENSG00000213117	
ENSG00000211430	
ENSG00000219201	
ENSG00000208191	
ENSG00000213126	
ENSG00000213561	
ENSG00000213560	
ENSG00000209173	
ENSG00000213559	
ENSG00000211122	
ENSG00000209235	
ENSG00000208190	
ENSG00000213112	
ENSG00000208189	
ENSG00000181703	
ENSG00000184247	
ENSG00000213111	
ENSG00000213540	
ENSG00000198725	
ENSG00000211136	
ENSG00000203319	
ENSG00000213120	
ENSG00000177855	
ENSG00000208184	
ENSG00000213109	
ENSG00000208181	
ENSG00000213108	
ENSG00000213128	
ENSG00000213115	
ENSG00000208586	
ENSG00000208583	
ENSG00000211185	
ENSG00000213110	
ENSG00000208177	
ENSG00000208176	
ENSG00000162644	
ENSG00000208578	
ENSG00000196492	
ENSG00000208564	
ENSG00000203728	
ENSG00000211209	
ENSG00000208171	
ENSG00000208170	
ENSG00000213107	
ENSG00000208548	
ENSG00000211233	
ENSG00000185636	
ENSG00000208167	
ENSG00000211239	
ENSG00000211243	
ENSG00000213104	
ENSG00000209208	
ENSG00000211251	
ENSG00000211254	
ENSG00000173909	
ENSG00000213091	
ENSG00000184551	
ENSG00000208527	
ENSG00000208516	
ENSG00000208162	
ENSG00000213089	
ENSG00000179225	
ENSG00000208158	
ENSG00000208157	
ENSG00000208509	
ENSG00000213087	
ENSG00000208153	
ENSG00000203300	
ENSG00000208494	
ENSG00000208152	
ENSG00000208151	
ENSG00000208150	
ENSG00000208149	
ENSG00000208148	
ENSG00000213090	
ENSG00000211320	
ENSG00000203266	
ENSG00000211326	
ENSG00000211327	
ENSG00000208147	
ENSG00000208146	
ENSG00000208145	
ENSG00000208144	
ENSG00000208143	
ENSG00000208142	
ENSG00000208140	
ENSG00000188470	
ENSG00000211343	
ENSG00000211348	
ENSG00000211352	
ENSG00000211354	
ENSG00000211355	
ENSG00000211359	
ENSG00000211361	
ENSG00000208139	
ENSG00000208138	
ENSG00000208137	
ENSG00000208135	
ENSG00000208133	
ENSG00000208130	
ENSG00000208129	
ENSG00000208128	
ENSG00000208127	
ENSG00000208126	
ENSG00000208124	
ENSG00000211364	
ENSG00000178596	
ENSG00000204196	
ENSG00000208123	
ENSG00000211377	
ENSG00000211383	
ENSG00000187543	
ENSG00000208492	
ENSG00000208122	
ENSG00000208470	
ENSG00000208466	
ENSG00000208465	
ENSG00000208462	
ENSG00000208459	
ENSG00000180672	
ENSG00000208117	
ENSG00000180105	
ENSG00000208442	
ENSG00000213083	
ENSG00000213078	
ENSG00000208440	
ENSG00000213082	
ENSG00000208112	
ENSG00000208110	
ENSG00000213421	
ENSG00000211427	
ENSG00000173810	
ENSG00000211434	
ENSG00000208435	
ENSG00000208434	
ENSG00000213081	
ENSG00000213076	
ENSG00000208106	
ENSG00000208430	
ENSG00000211438	
ENSG00000211443	
ENSG00000209237	
