Ensembl Gene ID	Chicken Ensembl Gene ID
ENSG00000187461	
ENSG00000169891	ENSGALG00000016545
ENSG00000196497	
ENSG00000206560	ENSGALG00000011226
ENSG00000171847	
ENSG00000124523	ENSGALG00000012692
ENSG00000070886	ENSGALG00000021567
ENSG00000132356	ENSGALG00000014832
ENSG00000099964	ENSGALG00000006326
ENSG00000168970	ENSGALG00000008727
ENSG00000169762	ENSGALG00000014486
ENSG00000205846	
ENSG00000151779	ENSGALG00000016460
ENSG00000107295	ENSGALG00000015096
ENSG00000157540	ENSGALG00000016053
ENSG00000011132	ENSGALG00000000740
ENSG00000166527	
ENSG00000048740	ENSGALG00000006713
ENSG00000215099	
ENSG00000173372	
ENSG00000108561	ENSGALG00000001654
ENSG00000177105	ENSGALG00000005475
ENSG00000218537	
ENSG00000183617	
ENSG00000206090	
ENSG00000188158	ENSGALG00000016543
ENSG00000169744	ENSGALG00000014485
ENSG00000133433	
ENSG00000173976	ENSGALG00000013431
ENSG00000166523	
ENSG00000100926	
ENSG00000131386	ENSGALG00000011235
ENSG00000178031	ENSGALG00000020554
ENSG00000137420	ENSGALG00000012695
ENSG00000159189	ENSGALG00000023605
ENSG00000005100	ENSGALG00000001630
ENSG00000167323	ENSGALG00000017351
ENSG00000167323	ENSGALG00000013554
ENSG00000079785	ENSGALG00000016461
ENSG00000151552	ENSGALG00000013974
ENSG00000099974	ENSGALG00000006350
ENSG00000139908	
ENSG00000007264	ENSGALG00000000736
ENSG00000111732	ENSGALG00000014280
ENSG00000088766	ENSGALG00000009214
ENSG00000154813	ENSGALG00000011237
ENSG00000047634	
ENSG00000010017	ENSGALG00000012696
ENSG00000145592	ENSGALG00000014833
ENSG00000099977	ENSGALG00000006350
ENSG00000173369	ENSGALG00000004771
ENSG00000137877	ENSGALG00000008940
ENSG00000100931	
ENSG00000072849	ENSGALG00000001649
ENSG00000167325	ENSGALG00000017350
ENSG00000181800	
ENSG00000136267	ENSGALG00000010786
ENSG00000168490	ENSGALG00000001832
ENSG00000148429	ENSGALG00000006706
ENSG00000154814	ENSGALG00000011239
ENSG00000120686	ENSGALG00000017042
ENSG00000188022	
ENSG00000133216	ENSGALG00000004741
ENSG00000167842	ENSGALG00000001632
ENSG00000213920	
ENSG00000002549	ENSGALG00000006334
ENSG00000134323	ENSGALG00000016462
ENSG00000132357	
ENSG00000125872	ENSGALG00000008815
ENSG00000168495	
ENSG00000131378	ENSGALG00000011241
ENSG00000186223	
ENSG00000167964	ENSGALG00000005751
ENSG00000157542	ENSGALG00000016054
ENSG00000197614	ENSGALG00000014278
ENSG00000174171	
ENSG00000099984	
ENSG00000112936	ENSGALG00000014835
ENSG00000101311	ENSGALG00000008827
ENSG00000129559	
ENSG00000050393	ENSGALG00000012699
ENSG00000186232	
ENSG00000181437	
ENSG00000170233	
ENSG00000103966	ENSGALG00000008950
ENSG00000215484	
ENSG00000184029	
ENSG00000134463	ENSGALG00000006690
ENSG00000105278	
ENSG00000150893	ENSGALG00000017041
ENSG00000118579	ENSGALG00000007138
ENSG00000091592	
ENSG00000187546	ENSGALG00000010792
ENSG00000215468	
ENSG00000221996	ENSGALG00000017342
ENSG00000131653	ENSGALG00000005767
ENSG00000092345	ENSGALG00000011243
ENSG00000166974	ENSGALG00000015215
ENSG00000106511	ENSGALG00000010794
ENSG00000180537	ENSGALG00000012700
ENSG00000132109	
ENSG00000198054	
ENSG00000184490	ENSGALG00000006344
ENSG00000184490	ENSGALG00000005204
ENSG00000155875	
ENSG00000131831	ENSGALG00000016538
ENSG00000167654	ENSGALG00000001812
ENSG00000188089	ENSGALG00000020458
ENSG00000188089	ENSGALG00000020455
ENSG00000188089	ENSGALG00000020459
ENSG00000188089	ENSGALG00000020456
ENSG00000100938	
ENSG00000184674	ENSGALG00000006344
ENSG00000184674	ENSGALG00000005204
ENSG00000047662	ENSGALG00000014479
ENSG00000171495	
ENSG00000197872	ENSGALG00000016463
ENSG00000197181	
ENSG00000177324	ENSGALG00000016541
ENSG00000148426	ENSGALG00000006700
ENSG00000112149	
ENSG00000166532	ENSGALG00000014274
ENSG00000155876	
ENSG00000133115	ENSGALG00000017039
ENSG00000181963	
ENSG00000215906	
ENSG00000214960	ENSGALG00000010795
ENSG00000186812	
ENSG00000159337	ENSGALG00000008727
ENSG00000157551	ENSGALG00000016055
ENSG00000163257	
ENSG00000171243	ENSGALG00000010797
ENSG00000004487	ENSGALG00000000840
ENSG00000109805	ENSGALG00000014425
ENSG00000154822	ENSGALG00000011248
ENSG00000125845	ENSGALG00000008830
ENSG00000205512	
ENSG00000077009	
ENSG00000008083	ENSGALG00000012702
ENSG00000147874	ENSGALG00000015091
ENSG00000102098	ENSGALG00000016537
ENSG00000167971	ENSGALG00000005844
ENSG00000196778	
ENSG00000099991	ENSGALG00000006363
ENSG00000120685	ENSGALG00000017038
ENSG00000168907	ENSGALG00000008964
ENSG00000178177	ENSGALG00000014421
ENSG00000197790	
ENSG00000166535	ENSGALG00000019254
ENSG00000186814	
ENSG00000214842	
ENSG00000205858	ENSGALG00000010803
ENSG00000131374	ENSGALG00000011251
ENSG00000104635	
ENSG00000171987	
ENSG00000151461	ENSGALG00000006694
ENSG00000179314	ENSGALG00000005886
ENSG00000101323	ENSGALG00000008845
ENSG00000175609	ENSGALG00000019030
ENSG00000163032	ENSGALG00000016464
ENSG00000106524	ENSGALG00000010804
ENSG00000039537	ENSGALG00000014840
ENSG00000167657	
ENSG00000215273	ENSGALG00000022986
ENSG00000215490	
ENSG00000205510	ENSGALG00000019030
ENSG00000169641	ENSGALG00000000821
ENSG00000167965	ENSGALG00000005878
ENSG00000145147	ENSGALG00000014419
ENSG00000118267	
ENSG00000167333	ENSGALG00000000865
ENSG00000129221	ENSGALG00000005014
ENSG00000047579	ENSGALG00000012703
ENSG00000008086	ENSGALG00000016529
ENSG00000182568	ENSGALG00000011254
ENSG00000125827	ENSGALG00000008853
ENSG00000163029	ENSGALG00000016467
ENSG00000092330	
ENSG00000179546	ENSGALG00000000820
ENSG00000215489	
ENSG00000120910	
ENSG00000157554	ENSGALG00000016058
ENSG00000172466	
ENSG00000182836	ENSGALG00000014845
ENSG00000136261	ENSGALG00000010809
ENSG00000188811	ENSGALG00000017037
ENSG00000125944	ENSGALG00000000814
ENSG00000197428	
ENSG00000180785	
ENSG00000147872	ENSGALG00000015090
ENSG00000099994	ENSGALG00000005824
ENSG00000166887	ENSGALG00000008991
ENSG00000167658	ENSGALG00000001830
ENSG00000182621	ENSGALG00000008875
ENSG00000183960	ENSGALG00000011262
ENSG00000083720	ENSGALG00000014846
ENSG00000092295	
ENSG00000111752	ENSGALG00000014263
ENSG00000129195	ENSGALG00000006048
ENSG00000182685	ENSGALG00000005883
ENSG00000125945	ENSGALG00000020839
ENSG00000099998	ENSGALG00000006501
ENSG00000183722	ENSGALG00000017036
ENSG00000102104	ENSGALG00000016523
ENSG00000163576	ENSGALG00000011267
ENSG00000186496	
ENSG00000120896	
ENSG00000106537	ENSGALG00000010819
ENSG00000167332	
ENSG00000007944	ENSGALG00000012704
ENSG00000205765	ENSGALG00000014849
ENSG00000184207	ENSGALG00000005888
ENSG00000137145	ENSGALG00000015083
ENSG00000163138	ENSGALG00000014406
ENSG00000153391	ENSGALG00000013137
ENSG00000103978	ENSGALG00000009018
ENSG00000178295	ENSGALG00000016468
ENSG00000100949	
ENSG00000151876	ENSGALG00000014851
ENSG00000197674	
ENSG00000133103	ENSGALG00000017035
ENSG00000086717	ENSGALG00000016522
ENSG00000167967	ENSGALG00000005900
ENSG00000197426	
ENSG00000157557	ENSGALG00000016059
ENSG00000091622	ENSGALG00000006034
ENSG00000188069	
ENSG00000003056	ENSGALG00000014256
ENSG00000176937	ENSGALG00000019032
ENSG00000176937	ENSGALG00000000462
ENSG00000176937	ENSGALG00000014348
ENSG00000206305	
ENSG00000141429	ENSGALG00000013135
ENSG00000187251	
ENSG00000212775	
ENSG00000176925	
ENSG00000137198	ENSGALG00000012705
ENSG00000176922	
ENSG00000176904	
ENSG00000106541	ENSGALG00000010825
ENSG00000176900	
ENSG00000204219	
ENSG00000112964	ENSGALG00000014855
ENSG00000144566	ENSGALG00000011272
ENSG00000185774	ENSGALG00000014405
ENSG00000176895	
ENSG00000181192	ENSGALG00000003674
ENSG00000151379	ENSGALG00000016469
ENSG00000205622	
ENSG00000167968	ENSGALG00000023707
ENSG00000124788	ENSGALG00000012709
ENSG00000176893	
ENSG00000183527	ENSGALG00000016062
ENSG00000139187	
ENSG00000128262	
ENSG00000176879	
ENSG00000170745	ENSGALG00000016470
ENSG00000205497	
ENSG00000205496	
ENSG00000088280	
ENSG00000101333	ENSGALG00000008907
ENSG00000167346	
ENSG00000105229	ENSGALG00000001836
ENSG00000198920	ENSGALG00000006011
ENSG00000120913	
ENSG00000141428	ENSGALG00000013131
ENSG00000173467	ENSGALG00000019651
ENSG00000183977	ENSGALG00000019635
ENSG00000065665	ENSGALG00000014036
ENSG00000198865	ENSGALG00000023503
ENSG00000167969	ENSGALG00000007571
ENSG00000167969	ENSGALG00000007737
ENSG00000185013	ENSGALG00000016471
ENSG00000214013	ENSGALG00000009036
ENSG00000215019	
ENSG00000215483	
ENSG00000176798	
ENSG00000205495	
ENSG00000176787	
ENSG00000157379	
ENSG00000137154	ENSGALG00000015082
ENSG00000129235	ENSGALG00000023484
ENSG00000114166	ENSGALG00000011278
ENSG00000205494	
ENSG00000215464	ENSGALG00000002813
ENSG00000106546	ENSGALG00000010836
ENSG00000150907	ENSGALG00000017034
ENSG00000185658	ENSGALG00000016065
ENSG00000112183	
ENSG00000188205	
ENSG00000211446	ENSGALG00000014857
ENSG00000044446	ENSGALG00000016518
ENSG00000141425	ENSGALG00000013129
ENSG00000175899	ENSGALG00000011926
ENSG00000175899	ENSGALG00000022964
ENSG00000171944	
ENSG00000178951	
ENSG00000007968	
ENSG00000182070	
ENSG00000100014	ENSGALG00000006648
ENSG00000092529	ENSGALG00000009050
ENSG00000167970	
ENSG00000108590	ENSGALG00000006005
ENSG00000196943	
ENSG00000177738	
ENSG00000176742	
ENSG00000136305	
ENSG00000205937	
ENSG00000221842	ENSGALG00000017345
ENSG00000221842	ENSGALG00000022703
ENSG00000221842	ENSGALG00000017347
ENSG00000177721	
ENSG00000112186	ENSGALG00000012715
ENSG00000212734	
ENSG00000141485	ENSGALG00000005995
ENSG00000129810	ENSGALG00000011281
ENSG00000117318	
ENSG00000102738	ENSGALG00000017033
ENSG00000215068	
ENSG00000126934	ENSGALG00000001267
ENSG00000178803	
ENSG00000213906	
ENSG00000152990	ENSGALG00000014404
ENSG00000143867	ENSGALG00000016473
ENSG00000165609	ENSGALG00000013967
ENSG00000165609	ENSGALG00000014039
ENSG00000172262	ENSGALG00000014859
ENSG00000128271	ENSGALG00000006642
ENSG00000141424	ENSGALG00000013209
ENSG00000071189	ENSGALG00000010840
ENSG00000102743	ENSGALG00000017032
ENSG00000158927	
ENSG00000173698	ENSGALG00000016511
ENSG00000197880	
ENSG00000177076	ENSGALG00000015081
ENSG00000137414	ENSGALG00000019573
ENSG00000213903	ENSGALG00000019831
ENSG00000183891	ENSGALG00000016476
ENSG00000177453	ENSGALG00000014861
ENSG00000142676	ENSGALG00000003954
ENSG00000132530	ENSGALG00000005928
ENSG00000112972	ENSGALG00000014862
ENSG00000134759	ENSGALG00000013203
ENSG00000124789	ENSGALG00000012720
ENSG00000118965	ENSGALG00000016477
ENSG00000206302	
ENSG00000158941	
ENSG00000168852	ENSGALG00000016946
ENSG00000060566	ENSGALG00000001252
ENSG00000155886	ENSGALG00000015080
ENSG00000151465	ENSGALG00000014038
ENSG00000176201	
ENSG00000129467	
ENSG00000011007	ENSGALG00000003971
ENSG00000167972	ENSGALG00000001967
ENSG00000048052	ENSGALG00000010854
ENSG00000125869	ENSGALG00000008918
ENSG00000120690	ENSGALG00000016947
ENSG00000151789	ENSGALG00000011283
ENSG00000151882	
ENSG00000171843	ENSGALG00000015078
ENSG00000177294	ENSGALG00000023480
ENSG00000101349	ENSGALG00000008947
ENSG00000109819	ENSGALG00000014398
ENSG00000151881	ENSGALG00000014863
ENSG00000100024	ENSGALG00000006627
ENSG00000132967	ENSGALG00000017082
ENSG00000167858	ENSGALG00000006064
ENSG00000057757	ENSGALG00000003986
ENSG00000109606	ENSGALG00000014395
ENSG00000077463	ENSGALG00000001245
ENSG00000137177	ENSGALG00000012689
ENSG00000206301	
ENSG00000120688	ENSGALG00000016949
ENSG00000182247	
ENSG00000172244	ENSGALG00000014865
ENSG00000183049	ENSGALG00000009866
ENSG00000188101	
ENSG00000196610	
ENSG00000147439	
ENSG00000188170	ENSGALG00000017345
ENSG00000188170	ENSGALG00000022703
ENSG00000188170	ENSGALG00000017347
ENSG00000138867	ENSGALG00000006607
ENSG00000011009	ENSGALG00000004002
ENSG00000132031	ENSGALG00000016478
ENSG00000109610	ENSGALG00000018557
ENSG00000132623	ENSGALG00000008996
ENSG00000172239	ENSGALG00000014867
ENSG00000170142	ENSGALG00000011286
ENSG00000215067	
ENSG00000188352	ENSGALG00000015071
ENSG00000206299	
ENSG00000151468	ENSGALG00000017722
ENSG00000122691	ENSGALG00000004274
ENSG00000108839	
ENSG00000075643	ENSGALG00000013149
ENSG00000162063	ENSGALG00000009201
ENSG00000162063	ENSGALG00000023620
ENSG00000181982	ENSGALG00000014391
ENSG00000165572	
ENSG00000068697	ENSGALG00000016479
ENSG00000129465	
ENSG00000213934	ENSGALG00000017345
ENSG00000213934	ENSGALG00000022703
ENSG00000213934	ENSGALG00000017347
ENSG00000120696	
ENSG00000100028	ENSGALG00000006596
ENSG00000120662	ENSGALG00000016951
ENSG00000214851	
ENSG00000089847	ENSGALG00000001235
ENSG00000146618	ENSGALG00000010862
ENSG00000141498	
ENSG00000105849	ENSGALG00000010863
ENSG00000132639	ENSGALG00000009003
ENSG00000126838	ENSGALG00000011926
ENSG00000126838	ENSGALG00000022964
ENSG00000123240	ENSGALG00000013738
ENSG00000205581	
ENSG00000206298	
ENSG00000219200	
ENSG00000178026	ENSGALG00000006588
ENSG00000215091	
ENSG00000179388	
ENSG00000134775	ENSGALG00000013124
ENSG00000197885	ENSGALG00000011289
ENSG00000162062	ENSGALG00000009204
ENSG00000112992	ENSGALG00000014869
ENSG00000196565	ENSGALG00000017345
ENSG00000196565	ENSGALG00000022703
ENSG00000196565	ENSGALG00000017347
ENSG00000153012	ENSGALG00000014389
ENSG00000103994	ENSGALG00000009081
ENSG00000161939	
ENSG00000173452	ENSGALG00000010865
ENSG00000100031	ENSGALG00000006565
ENSG00000174748	ENSGALG00000011290
ENSG00000134020	
ENSG00000100968	
ENSG00000105246	
ENSG00000161940	
ENSG00000206297	
ENSG00000172766	ENSGALG00000016953
ENSG00000008853	ENSGALG00000000464
ENSG00000115884	ENSGALG00000016480
ENSG00000117308	ENSGALG00000004047
ENSG00000183742	ENSGALG00000010868
ENSG00000162068	ENSGALG00000009208
ENSG00000188921	ENSGALG00000015063
ENSG00000105248	
ENSG00000174327	
ENSG00000162065	ENSGALG00000009217
ENSG00000109618	ENSGALG00000014386
ENSG00000206296	
ENSG00000205978	
ENSG00000111788	ENSGALG00000012969
ENSG00000092028	
ENSG00000120889	ENSGALG00000000452
ENSG00000171855	ENSGALG00000015062
ENSG00000185883	ENSGALG00000009229
ENSG00000105251	
ENSG00000206294	
ENSG00000174326	ENSGALG00000012835
ENSG00000139899	
ENSG00000182093	ENSGALG00000016070
ENSG00000070193	ENSGALG00000014872
ENSG00000177047	ENSGALG00000015062
ENSG00000105855	ENSGALG00000010875
ENSG00000137080	
ENSG00000055917	ENSGALG00000016481
ENSG00000092531	ENSGALG00000009097
ENSG00000125863	ENSGALG00000009013
ENSG00000174738	ENSGALG00000011291
ENSG00000134779	ENSGALG00000002429
ENSG00000100441	
ENSG00000147877	
ENSG00000214042	
ENSG00000186803	
ENSG00000215090	
ENSG00000147885	
ENSG00000132514	
ENSG00000214040	
ENSG00000186809	
ENSG00000167664	
ENSG00000213931	ENSGALG00000017345
ENSG00000213931	ENSGALG00000022703
ENSG00000213931	ENSGALG00000017347
ENSG00000162066	ENSGALG00000009234
ENSG00000038210	ENSGALG00000014383
ENSG00000105255	
ENSG00000100445	
ENSG00000112996	ENSGALG00000014874
ENSG00000205240	
ENSG00000117305	ENSGALG00000004057
ENSG00000161944	
ENSG00000004846	
ENSG00000131828	ENSGALG00000016430
ENSG00000168228	ENSGALG00000014379
ENSG00000186611	
ENSG00000147873	
ENSG00000102760	ENSGALG00000016954
ENSG00000205923	
ENSG00000206293	
ENSG00000198642	ENSGALG00000005982
ENSG00000183251	
ENSG00000150477	ENSGALG00000002419
ENSG00000184881	
ENSG00000120235	
ENSG00000157578	ENSGALG00000016125
ENSG00000176239	
ENSG00000120247	
ENSG00000173535	ENSGALG00000000452
ENSG00000188379	
ENSG00000217340	
ENSG00000180979	ENSGALG00000009112
ENSG00000120242	
ENSG00000151090	ENSGALG00000011294
ENSG00000197919	
ENSG00000215077	
ENSG00000187566	ENSGALG00000012688
ENSG00000178078	
ENSG00000140992	ENSGALG00000006418
ENSG00000167355	
ENSG00000164588	ENSGALG00000014875
ENSG00000137364	ENSGALG00000012687
ENSG00000214826	ENSGALG00000012969
ENSG00000184698	ENSGALG00000017348
ENSG00000092009	ENSGALG00000013378
ENSG00000053900	ENSGALG00000014378
ENSG00000184321	
ENSG00000167360	ENSGALG00000019031
ENSG00000102763	ENSGALG00000016955
ENSG00000167359	ENSGALG00000019031
ENSG00000149346	ENSGALG00000009016
ENSG00000143878	ENSGALG00000016485
ENSG00000206292	
ENSG00000179163	ENSGALG00000004112
ENSG00000185437	ENSGALG00000016127
ENSG00000137814	ENSGALG00000009111
ENSG00000171889	
ENSG00000101489	ENSGALG00000002413
ENSG00000101489	ENSGALG00000018499
ENSG00000008382	
ENSG00000187918	ENSGALG00000019031
ENSG00000170571	ENSGALG00000014877
ENSG00000173530	ENSGALG00000000452
ENSG00000141505	
ENSG00000184995	ENSGALG00000015062
ENSG00000101384	ENSGALG00000009020
ENSG00000164651	ENSGALG00000019647
ENSG00000206291	
ENSG00000181609	
ENSG00000100448	
ENSG00000175520	
ENSG00000184935	ENSGALG00000009122
ENSG00000065328	ENSGALG00000005870
ENSG00000099810	ENSGALG00000008174
ENSG00000215048	
ENSG00000118960	ENSGALG00000016486
ENSG00000151883	ENSGALG00000014880
ENSG00000165097	ENSGALG00000012685
ENSG00000157765	ENSGALG00000014372
ENSG00000175518	
ENSG00000100450	
ENSG00000104689	ENSGALG00000000452
ENSG00000181616	
ENSG00000141985	ENSGALG00000001121
ENSG00000166917	
ENSG00000188822	ENSGALG00000004120
ENSG00000184571	
ENSG00000077092	ENSGALG00000011298
ENSG00000132535	
ENSG00000159433	ENSGALG00000009145
ENSG00000187747	ENSGALG00000017342
ENSG00000184809	
ENSG00000121236	
ENSG00000105866	ENSGALG00000010905
ENSG00000167037	ENSGALG00000005379
ENSG00000205902	
ENSG00000140326	ENSGALG00000009156
ENSG00000143869	ENSGALG00000019869
ENSG00000189266	ENSGALG00000004122
ENSG00000147889	
ENSG00000205920	
ENSG00000147457	ENSGALG00000000409
ENSG00000175886	ENSGALG00000003197
ENSG00000100453	
ENSG00000180815	ENSGALG00000016426
ENSG00000118961	ENSGALG00000016487
ENSG00000016082	ENSGALG00000014884
ENSG00000183778	ENSGALG00000016128
ENSG00000091490	ENSGALG00000014370
ENSG00000197003	
ENSG00000078142	ENSGALG00000008887
ENSG00000167670	ENSGALG00000001126
ENSG00000105877	
ENSG00000215154	
ENSG00000214776	
ENSG00000124795	ENSGALG00000012684
ENSG00000188529	ENSGALG00000004133
ENSG00000104679	ENSGALG00000000405
ENSG00000139088	
ENSG00000165623	
ENSG00000084674	ENSGALG00000016491
ENSG00000206069	
ENSG00000213949	ENSGALG00000014891
ENSG00000128881	ENSGALG00000009176
ENSG00000205918	ENSGALG00000006418
ENSG00000072778	
ENSG00000125899	
ENSG00000102780	ENSGALG00000016959
ENSG00000111796	ENSGALG00000014722
ENSG00000132640	ENSGALG00000009028
ENSG00000147010	ENSGALG00000016420
ENSG00000197077	ENSGALG00000005512
ENSG00000107537	ENSGALG00000014565
ENSG00000180408	ENSGALG00000022991
ENSG00000152214	ENSGALG00000017593
ENSG00000168952	ENSGALG00000009847
ENSG00000134013	ENSGALG00000000402
ENSG00000167671	ENSGALG00000001146
ENSG00000077097	ENSGALG00000011300
ENSG00000137393	ENSGALG00000012683
ENSG00000168214	ENSGALG00000014365
ENSG00000197369	
ENSG00000100053	
ENSG00000218819	ENSGALG00000016492
ENSG00000167977	ENSGALG00000006423
ENSG00000069493	ENSGALG00000022328
ENSG00000069493	ENSGALG00000009761
ENSG00000069493	ENSGALG00000012102
ENSG00000069493	ENSGALG00000009771
ENSG00000069493	ENSGALG00000002607
ENSG00000069493	ENSGALG00000024425
ENSG00000069493	ENSGALG00000024426
ENSG00000069493	ENSGALG00000001131
ENSG00000069493	ENSGALG00000024341
ENSG00000069493	ENSGALG00000014600
ENSG00000069493	ENSGALG00000024342
ENSG00000069493	ENSGALG00000014317
ENSG00000216839	
ENSG00000152684	ENSGALG00000022377
ENSG00000183067	ENSGALG00000016132
ENSG00000119771	ENSGALG00000016495
ENSG00000139910	ENSGALG00000009850
ENSG00000147883	
ENSG00000132872	ENSGALG00000008893
ENSG00000100058	ENSGALG00000005515
ENSG00000167674	ENSGALG00000001218
ENSG00000004975	
ENSG00000172382	
ENSG00000183036	ENSGALG00000022819
ENSG00000119778	ENSGALG00000016496
ENSG00000164649	ENSGALG00000010908
ENSG00000172201	ENSGALG00000012682
ENSG00000164171	ENSGALG00000014903
ENSG00000197217	ENSGALG00000000390
ENSG00000215905	ENSGALG00000000474
ENSG00000159459	ENSGALG00000009249
ENSG00000152217	ENSGALG00000001677
ENSG00000205913	
ENSG00000142661	ENSGALG00000004155
ENSG00000176399	
ENSG00000172296	ENSGALG00000009037
ENSG00000107105	ENSGALG00000015799
ENSG00000214774	ENSGALG00000002197
ENSG00000206066	ENSGALG00000021139
ENSG00000040633	
ENSG00000171587	ENSGALG00000016138
ENSG00000167978	
ENSG00000086475	ENSGALG00000014575
ENSG00000172197	ENSGALG00000012681
ENSG00000100068	ENSGALG00000006998
ENSG00000167676	
ENSG00000151092	ENSGALG00000011304
ENSG00000023516	
ENSG00000176165	ENSGALG00000009853
ENSG00000132256	
ENSG00000132874	
ENSG00000173960	ENSGALG00000016497
ENSG00000164172	ENSGALG00000014906
ENSG00000147454	ENSGALG00000000378
ENSG00000214456	ENSGALG00000021972
ENSG00000184293	
ENSG00000112242	ENSGALG00000012680
ENSG00000206062	
ENSG00000186960	
ENSG00000170296	
ENSG00000101230	ENSGALG00000009042
ENSG00000100077	ENSGALG00000005518
ENSG00000184304	ENSGALG00000009900
ENSG00000110848	
ENSG00000171236	
ENSG00000206290	
ENSG00000163394	ENSGALG00000014363
ENSG00000136237	ENSGALG00000010910
ENSG00000089123	ENSGALG00000009057
ENSG00000205639	ENSGALG00000016498
ENSG00000165626	ENSGALG00000006682
ENSG00000215298	
ENSG00000167034	
ENSG00000120659	ENSGALG00000016961
ENSG00000167680	ENSGALG00000001171
ENSG00000205442	
ENSG00000145996	ENSGALG00000012677
ENSG00000198680	ENSGALG00000017510
ENSG00000163026	ENSGALG00000016499
ENSG00000163026	ENSGALG00000019867
ENSG00000196478	
ENSG00000141469	ENSGALG00000001705
ENSG00000151093	ENSGALG00000011312
ENSG00000175826	
ENSG00000109680	ENSGALG00000014359
ENSG00000142677	ENSGALG00000004221
ENSG00000150045	
ENSG00000134363	ENSGALG00000014908
ENSG00000120159	ENSGALG00000001765
ENSG00000092140	ENSGALG00000009907
ENSG00000180053	
ENSG00000173681	ENSGALG00000016418
ENSG00000185436	ENSGALG00000004231
ENSG00000182240	ENSGALG00000016139
ENSG00000133454	ENSGALG00000005538
ENSG00000165630	ENSGALG00000006671
ENSG00000089048	ENSGALG00000013278
ENSG00000089048	ENSGALG00000008708
ENSG00000119782	ENSGALG00000016500
ENSG00000159167	ENSGALG00000000364
ENSG00000206289	
ENSG00000105889	ENSGALG00000009006
ENSG00000179796	ENSGALG00000011314
ENSG00000185361	ENSGALG00000004266
ENSG00000103363	
ENSG00000137055	ENSGALG00000001782
ENSG00000074842	ENSGALG00000004263
ENSG00000179428	
ENSG00000164258	ENSGALG00000014909
ENSG00000197046	ENSGALG00000021416
ENSG00000206288	
ENSG00000170291	
ENSG00000163491	ENSGALG00000011322
ENSG00000137842	ENSGALG00000009260
ENSG00000109689	ENSGALG00000014355
ENSG00000136244	ENSGALG00000010915
ENSG00000092108	ENSGALG00000009916
ENSG00000101247	ENSGALG00000020729
ENSG00000042980	ENSGALG00000000357
ENSG00000103355	
ENSG00000184368	ENSGALG00000016415
ENSG00000158055	ENSGALG00000004249
ENSG00000185305	ENSGALG00000014911
ENSG00000110852	ENSGALG00000022328
ENSG00000110852	ENSGALG00000009761
ENSG00000110852	ENSGALG00000012102
ENSG00000110852	ENSGALG00000009771
ENSG00000110852	ENSGALG00000002607
ENSG00000110852	ENSGALG00000024425
ENSG00000110852	ENSGALG00000024426
ENSG00000110852	ENSGALG00000001131
ENSG00000110852	ENSGALG00000024341
ENSG00000110852	ENSGALG00000014600
ENSG00000110852	ENSGALG00000024342
ENSG00000110852	ENSGALG00000014317
ENSG00000179813	
ENSG00000115128	ENSGALG00000016501
ENSG00000124766	
ENSG00000112474	
ENSG00000152223	ENSGALG00000023690
ENSG00000152223	ENSGALG00000001732
ENSG00000169271	ENSGALG00000014912
ENSG00000133106	ENSGALG00000016964
ENSG00000178996	ENSGALG00000014914
ENSG00000166946	ENSGALG00000004837
ENSG00000132274	
ENSG00000206287	
ENSG00000151474	ENSGALG00000006656
ENSG00000215148	
ENSG00000188393	
ENSG00000100095	ENSGALG00000005577
ENSG00000142002	ENSGALG00000004200
ENSG00000007038	
ENSG00000164283	
ENSG00000115129	ENSGALG00000016502
ENSG00000096872	ENSGALG00000001801
ENSG00000172322	
ENSG00000183844	ENSGALG00000016140
ENSG00000101251	
ENSG00000172179	ENSGALG00000012671
ENSG00000134028	ENSGALG00000000357
ENSG00000205830	
ENSG00000181023	
ENSG00000169851	ENSGALG00000014349
ENSG00000113088	ENSGALG00000013546
ENSG00000001460	
ENSG00000181885	
ENSG00000206286	
ENSG00000173674	ENSGALG00000016410
ENSG00000181009	
ENSG00000196683	ENSGALG00000010917
ENSG00000100473	ENSGALG00000009920
ENSG00000181074	
ENSG00000145649	ENSGALG00000013548
ENSG00000112273	ENSGALG00000022570
ENSG00000181001	
ENSG00000162078	
ENSG00000120675	ENSGALG00000016965
ENSG00000152954	ENSGALG00000012670
ENSG00000180988	
ENSG00000215248	
ENSG00000181856	
ENSG00000164287	ENSGALG00000023476
ENSG00000152229	ENSGALG00000001745
ENSG00000205409	
ENSG00000069206	ENSGALG00000000357
ENSG00000047365	ENSGALG00000014343
ENSG00000033867	ENSGALG00000011405
ENSG00000172264	
ENSG00000172460	
ENSG00000122591	ENSGALG00000010925
ENSG00000146038	ENSGALG00000012668
ENSG00000176732	ENSGALG00000019866
ENSG00000183269	
ENSG00000096150	
ENSG00000005001	
ENSG00000206285	
ENSG00000215495	
ENSG00000180974	
ENSG00000206284	
ENSG00000120658	ENSGALG00000016967
ENSG00000162076	
ENSG00000219626	ENSGALG00000016503
ENSG00000183486	ENSGALG00000016142
ENSG00000186453	
ENSG00000001461	ENSGALG00000004268
ENSG00000184434	ENSGALG00000009953
ENSG00000180947	
ENSG00000152234	ENSGALG00000014644
ENSG00000152234	ENSGALG00000001756
ENSG00000128203	ENSGALG00000023396
ENSG00000006047	
ENSG00000104722	ENSGALG00000000317
ENSG00000184478	
