Ensembl Gene ID	Chimp Ensembl Gene ID
ENSG00000132522	ENSPTRG00000023046
ENSG00000206559	ENSPTRG00000030289
ENSG00000136243	ENSPTRG00000018983
ENSG00000056678	
ENSG00000100109	ENSPTRG00000014196
ENSG00000198712	ENSPTRG00000028145
ENSG00000178811	ENSPTRG00000014708
ENSG00000168806	ENSPTRG00000030303
ENSG00000127564	ENSPTRG00000007674
ENSG00000168803	ENSPTRG00000006991
ENSG00000120162	ENSPTRG00000020837
ENSG00000144642	ENSPTRG00000014709
ENSG00000110148	ENSPTRG00000003283
ENSG00000112294	ENSPTRG00000017776
ENSG00000149970	ENSPTRG00000021731
ENSG00000083635	ENSPTRG00000005838
ENSG00000105355	ENSPTRG00000010324
ENSG00000140265	ENSPTRG00000006992
ENSG00000147896	ENSPTRG00000020838
ENSG00000215293	ENSPTRG00000033957
ENSG00000067113	ENSPTRG00000016880
ENSG00000152455	ENSPTRG00000002313
ENSG00000147437	ENSPTRG00000020091
ENSG00000215041	ENSPTRG00000033982
ENSG00000169504	ENSPTRG00000000350
ENSG00000136235	ENSPTRG00000018984
ENSG00000084676	ENSPTRG00000011715
ENSG00000109787	ENSPTRG00000015983
ENSG00000213937	
ENSG00000128294	ENSPTRG00000014197
ENSG00000147894	ENSPTRG00000020839
ENSG00000170955	ENSPTRG00000003284
ENSG00000137261	ENSPTRG00000017777
ENSG00000133114	ENSPTRG00000024388
ENSG00000129493	ENSPTRG00000006241
ENSG00000205784	ENSPTRG00000029163
ENSG00000185915	ENSPTRG00000021733
ENSG00000104756	ENSPTRG00000020092
ENSG00000184012	ENSPTRG00000013928
ENSG00000152240	ENSPTRG00000009992
ENSG00000091482	ENSPTRG00000021734
ENSG00000184697	ENSPTRG00000007677
ENSG00000034063	ENSPTRG00000010326
ENSG00000137822	ENSPTRG00000006993
ENSG00000174123	ENSPTRG00000015984
ENSG00000166313	ENSPTRG00000003288
ENSG00000020633	ENSPTRG00000000351
ENSG00000163513	ENSPTRG00000014711
ENSG00000012174	ENSPTRG00000021735
ENSG00000006327	ENSPTRG00000007678
ENSG00000111802	ENSPTRG00000017778
ENSG00000177058	ENSPTRG00000016883
ENSG00000184661	ENSPTRG00000020094
ENSG00000174482	ENSPTRG00000020840
ENSG00000152242	ENSPTRG00000009993
ENSG00000174125	ENSPTRG00000015985
ENSG00000072818	ENSPTRG00000033884
ENSG00000122729	ENSPTRG00000020843
ENSG00000112304	ENSPTRG00000017779
ENSG00000129480	ENSPTRG00000006244
ENSG00000198767	
ENSG00000100122	ENSPTRG00000014199
ENSG00000152670	ENSPTRG00000016884
ENSG00000156928	ENSPTRG00000018985
ENSG00000117614	ENSPTRG00000000352
ENSG00000103145	ENSPTRG00000007679
ENSG00000152457	ENSPTRG00000002314
ENSG00000067369	ENSPTRG00000006994
ENSG00000102172	ENSPTRG00000021736
ENSG00000173391	ENSPTRG00000004668
ENSG00000174130	ENSPTRG00000015986
ENSG00000151413	ENSPTRG00000006245
ENSG00000127663	ENSPTRG00000010327
ENSG00000197712	ENSPTRG00000023549
ENSG00000221818	
ENSG00000141622	ENSPTRG00000009994
ENSG00000125870	ENSPTRG00000013271
ENSG00000188342	ENSPTRG00000005840
ENSG00000183421	ENSPTRG00000013929
ENSG00000112308	ENSPTRG00000017780
ENSG00000136231	ENSPTRG00000018986
ENSG00000166311	ENSPTRG00000003285
ENSG00000218407	
ENSG00000213859	ENSPTRG00000008679
ENSG00000167210	ENSPTRG00000009995
ENSG00000221914	
ENSG00000117616	ENSPTRG00000000353
ENSG00000196431	ENSPTRG00000024105
ENSG00000176127	
ENSG00000165685	ENSPTRG00000004669
ENSG00000131652	ENSPTRG00000007680
ENSG00000121895	ENSPTRG00000015988
ENSG00000144644	ENSPTRG00000014712
ENSG00000100852	ENSPTRG00000006246
ENSG00000182896	ENSPTRG00000008680
ENSG00000105426	ENSPTRG00000010328
ENSG00000184924	ENSPTRG00000011716
ENSG00000187010	ENSPTRG00000000358
ENSG00000174292	ENSPTRG00000008681
ENSG00000109790	ENSPTRG00000015989
ENSG00000163527	ENSPTRG00000014713
ENSG00000180332	ENSPTRG00000024047
ENSG00000206028	
ENSG00000139112	ENSPTRG00000004670
ENSG00000112312	ENSPTRG00000017781
ENSG00000138092	ENSPTRG00000011717
ENSG00000164509	ENSPTRG00000016886
ENSG00000162069	ENSPTRG00000007681
ENSG00000169184	ENSPTRG00000014201
ENSG00000101638	ENSPTRG00000009997
ENSG00000164548	ENSPTRG00000018988
ENSG00000107201	ENSPTRG00000020844
ENSG00000104765	ENSPTRG00000020097
ENSG00000133112	ENSPTRG00000005843
ENSG00000125879	ENSPTRG00000013272
ENSG00000151320	ENSPTRG00000006247
ENSG00000102174	ENSPTRG00000021737
ENSG00000187838	ENSPTRG00000008683
ENSG00000110169	ENSPTRG00000003289
ENSG00000141956	ENSPTRG00000013930
ENSG00000205890	ENSPTRG00000031306
ENSG00000180957	ENSPTRG00000014202
ENSG00000144645	ENSPTRG00000014714
ENSG00000125851	ENSPTRG00000013273
ENSG00000078043	ENSPTRG00000009998
ENSG00000008516	
ENSG00000169193	ENSPTRG00000018989
ENSG00000111913	ENSPTRG00000017782
ENSG00000166963	ENSPTRG00000006995
ENSG00000134539	ENSPTRG00000004671
ENSG00000138031	ENSPTRG00000011718
ENSG00000215477	ENSPTRG00000031190
ENSG00000212774	ENSPTRG00000034059
ENSG00000134352	ENSPTRG00000016887
ENSG00000157796	ENSPTRG00000015990
ENSG00000110171	ENSPTRG00000003290
ENSG00000188732	ENSPTRG00000018990
ENSG00000171362	ENSPTRG00000030705
ENSG00000151322	ENSPTRG00000006249
ENSG00000168405	ENSPTRG00000017784
ENSG00000170919	ENSPTRG00000005844
ENSG00000175809	ENSPTRG00000028314
ENSG00000100154	ENSPTRG00000014203
ENSG00000008517	ENSPTRG00000007683
ENSG00000205544	ENSPTRG00000030987
ENSG00000184735	ENSPTRG00000028313
ENSG00000092964	ENSPTRG00000020099
ENSG00000197579	ENSPTRG00000029303
ENSG00000168781	ENSPTRG00000022996
ENSG00000197385	ENSPTRG00000011428
ENSG00000125864	ENSPTRG00000013274
ENSG00000174032	ENSPTRG00000005845
ENSG00000169992	ENSPTRG00000008684
ENSG00000165186	ENSPTRG00000021738
ENSG00000152642	ENSPTRG00000014716
ENSG00000181323	ENSPTRG00000008685
ENSG00000197889	ENSPTRG00000022785
ENSG00000079691	ENSPTRG00000017787
ENSG00000196335	ENSPTRG00000018991
ENSG00000115137	ENSPTRG00000011719
ENSG00000183765	ENSPTRG00000014206
ENSG00000221927	ENSPTRG00000029302
ENSG00000165264	ENSPTRG00000020846
ENSG00000184560	ENSPTRG00000008686
ENSG00000177428	ENSPTRG00000005846
ENSG00000152463	ENSPTRG00000002315
ENSG00000213809	ENSPTRG00000004672
ENSG00000181284	ENSPTRG00000008687
ENSG00000123131	ENSPTRG00000021739
ENSG00000129521	ENSPTRG00000006250
ENSG00000125868	ENSPTRG00000013275
ENSG00000120907	ENSPTRG00000020100
ENSG00000183791	ENSPTRG00000029302
ENSG00000035928	ENSPTRG00000015991
ENSG00000170293	ENSPTRG00000014717
ENSG00000136152	ENSPTRG00000005847
ENSG00000157617	ENSPTRG00000013932
ENSG00000206181	ENSPTRG00000010000
ENSG00000105428	ENSPTRG00000010331
ENSG00000167216	ENSPTRG00000009999
ENSG00000161958	ENSPTRG00000008688
ENSG00000132254	ENSPTRG00000003291
ENSG00000122728	ENSPTRG00000020848
ENSG00000130254	ENSPTRG00000010334
ENSG00000130182	ENSPTRG00000007684
ENSG00000084710	ENSPTRG00000011720
ENSG00000153551	ENSPTRG00000014719
ENSG00000188133	ENSPTRG00000020849
ENSG00000170175	ENSPTRG00000008689
ENSG00000122386	ENSPTRG00000007686
ENSG00000123130	ENSPTRG00000021740
ENSG00000176244	ENSPTRG00000002316
ENSG00000164512	ENSPTRG00000016888
ENSG00000137074	ENSPTRG00000020850
ENSG00000079689	ENSPTRG00000017788
ENSG00000167220	ENSPTRG00000010001
ENSG00000134962	ENSPTRG00000015992
ENSG00000165389	ENSPTRG00000006251
ENSG00000165837	ENSPTRG00000005848
ENSG00000091317	ENSPTRG00000014720
ENSG00000125844	ENSPTRG00000013276
ENSG00000132286	ENSPTRG00000003292
ENSG00000085644	ENSPTRG00000007687
ENSG00000174282	ENSPTRG00000008690
ENSG00000095015	ENSPTRG00000016891
ENSG00000152465	ENSPTRG00000002319
ENSG00000160633	ENSPTRG00000010335
ENSG00000215494	ENSPTRG00000034154
ENSG00000183542	ENSPTRG00000032649
ENSG00000115138	ENSPTRG00000011721
ENSG00000173276	ENSPTRG00000013933
ENSG00000174015	ENSPTRG00000005849
ENSG00000129518	ENSPTRG00000006252
ENSG00000144635	ENSPTRG00000014721
ENSG00000164508	ENSPTRG00000017789
ENSG00000146047	ENSPTRG00000017790
ENSG00000179532	ENSPTRG00000003293
ENSG00000215475	ENSPTRG00000033908
ENSG00000205810	ENSPTRG00000029781
ENSG00000168124	
ENSG00000010539	ENSPTRG00000007689
ENSG00000123200	ENSPTRG00000005851
ENSG00000181222	ENSPTRG00000008691
ENSG00000155542	ENSPTRG00000016892
ENSG00000146039	ENSPTRG00000017791
ENSG00000132249	ENSPTRG00000003295
ENSG00000134049	ENSPTRG00000010002
ENSG00000130066	ENSPTRG00000021741
ENSG00000129515	ENSPTRG00000006253
ENSG00000168775	ENSPTRG00000007000
ENSG00000155545	ENSPTRG00000016893
ENSG00000122585	ENSPTRG00000018992
ENSG00000132283	ENSPTRG00000003296
ENSG00000174917	ENSPTRG00000010336
ENSG00000215474	ENSPTRG00000033850
ENSG00000103313	ENSPTRG00000007690
ENSG00000205809	ENSPTRG00000029778
ENSG00000119772	ENSPTRG00000011723
ENSG00000080618	ENSPTRG00000005852
ENSG00000176236	ENSPTRG00000002317
ENSG00000182973	ENSPTRG00000014722
ENSG00000175387	ENSPTRG00000010005
ENSG00000167733	ENSPTRG00000010337
ENSG00000161955	ENSPTRG00000008692
ENSG00000124568	ENSPTRG00000017792
ENSG00000215288	ENSPTRG00000034461
ENSG00000132275	ENSPTRG00000003297
ENSG00000105926	ENSPTRG00000018993
ENSG00000062194	ENSPTRG00000016894
ENSG00000177398	ENSPTRG00000013936
ENSG00000152464	ENSPTRG00000002318
ENSG00000183726	ENSPTRG00000000359
ENSG00000165410	ENSPTRG00000006254
ENSG00000015592	ENSPTRG00000020102
ENSG00000006194	ENSPTRG00000007692
ENSG00000086061	ENSPTRG00000020852
ENSG00000166763	ENSPTRG00000006998
ENSG00000166763	ENSPTRG00000030300
ENSG00000163682	
ENSG00000166333	ENSPTRG00000003298
ENSG00000184831	ENSPTRG00000021742
ENSG00000136167	ENSPTRG00000005853
ENSG00000134545	ENSPTRG00000004676
ENSG00000140993	ENSPTRG00000007693
ENSG00000125888	ENSPTRG00000013277
ENSG00000104228	ENSPTRG00000020103
ENSG00000148468	ENSPTRG00000002320
ENSG00000169067	ENSPTRG00000016895
ENSG00000124564	ENSPTRG00000017793
ENSG00000206557	ENSPTRG00000030286
ENSG00000162086	ENSPTRG00000007694
ENSG00000188672	ENSPTRG00000000361
ENSG00000105928	ENSPTRG00000018994
ENSG00000168158	
ENSG00000145632	ENSPTRG00000016896
ENSG00000183813	ENSPTRG00000014725
ENSG00000166762	ENSPTRG00000006999
ENSG00000180574	ENSPTRG00000004677
ENSG00000122692	ENSPTRG00000020853
ENSG00000198604	ENSPTRG00000006255
ENSG00000165182	
ENSG00000089006	ENSPTRG00000013278
ENSG00000197825	
ENSG00000021602	ENSPTRG00000004678
ENSG00000100209	ENSPTRG00000014208
ENSG00000120899	ENSPTRG00000020104
ENSG00000130255	
ENSG00000184385	ENSPTRG00000013935
ENSG00000140987	ENSPTRG00000007696
ENSG00000173988	ENSPTRG00000005854
ENSG00000174010	ENSPTRG00000021744
ENSG00000175857	ENSPTRG00000028710
ENSG00000112337	ENSPTRG00000017794
ENSG00000130741	ENSPTRG00000021745
ENSG00000077943	ENSPTRG00000002321
ENSG00000160179	ENSPTRG00000013937
ENSG00000102445	ENSPTRG00000005855
ENSG00000170266	ENSPTRG00000014726
ENSG00000184828	ENSPTRG00000010006
ENSG00000152932	ENSPTRG00000016898
ENSG00000159873	ENSPTRG00000014209
ENSG00000166337	ENSPTRG00000028723
ENSG00000086062	ENSPTRG00000020854
ENSG00000111196	ENSPTRG00000004679
ENSG00000070882	ENSPTRG00000018995
ENSG00000196365	ENSPTRG00000010339
ENSG00000100883	ENSPTRG00000006258
ENSG00000134030	ENSPTRG00000010009
ENSG00000112343	ENSPTRG00000017795
ENSG00000100219	ENSPTRG00000014210
ENSG00000113448	ENSPTRG00000016900
ENSG00000183649	ENSPTRG00000007697
ENSG00000166998	ENSPTRG00000007000
ENSG00000166340	ENSPTRG00000003299
ENSG00000138101	ENSPTRG00000011724
ENSG00000060140	ENSPTRG00000004680
ENSG00000103343	ENSPTRG00000007698
ENSG00000005889	ENSPTRG00000021747
ENSG00000125871	ENSPTRG00000013279
ENSG00000161960	ENSPTRG00000008694
ENSG00000124610	ENSPTRG00000017796
ENSG00000198366	
ENSG00000101665	ENSPTRG00000010010
ENSG00000151327	ENSPTRG00000006259
ENSG00000148481	ENSPTRG00000002322
ENSG00000122711	ENSPTRG00000020855
ENSG00000060138	ENSPTRG00000004681
ENSG00000167981	ENSPTRG00000007699
ENSG00000188167	
ENSG00000125850	ENSPTRG00000013280
ENSG00000120903	ENSPTRG00000020105
ENSG00000205771	ENSPTRG00000030298
ENSG00000170275	ENSPTRG00000014728
ENSG00000122390	ENSPTRG00000007700
ENSG00000167004	ENSPTRG00000007002
ENSG00000141627	ENSPTRG00000010011
ENSG00000166341	ENSPTRG00000003300
ENSG00000219036	
ENSG00000174898	ENSPTRG00000010341
ENSG00000215471	
ENSG00000183579	ENSPTRG00000014211
ENSG00000092020	ENSPTRG00000006261
ENSG00000107262	ENSPTRG00000020856
ENSG00000149474	ENSPTRG00000013282
ENSG00000215131	ENSPTRG00000034133
ENSG00000120915	ENSPTRG00000020106
ENSG00000103351	ENSPTRG00000007702
ENSG00000067992	ENSPTRG00000021750
ENSG00000173705	ENSPTRG00000014730
ENSG00000196176	ENSPTRG00000017798
ENSG00000218478	
ENSG00000121377	ENSPTRG00000004682
ENSG00000100249	ENSPTRG00000014213
ENSG00000153558	ENSPTRG00000014732
ENSG00000183762	ENSPTRG00000014214
ENSG00000165983	ENSPTRG00000002323
ENSG00000121314	ENSPTRG00000004683
ENSG00000205105	ENSPTRG00000031198
ENSG00000167984	ENSPTRG00000007703
ENSG00000102230	ENSPTRG00000021752
ENSG00000177576	ENSPTRG00000033700
ENSG00000158042	ENSPTRG00000003301
ENSG00000125846	ENSPTRG00000013283
ENSG00000136141	ENSPTRG00000005856
ENSG00000160180	ENSPTRG00000013939
ENSG00000212123	ENSPTRG00000032573
ENSG00000121381	ENSPTRG00000004684
ENSG00000100890	ENSPTRG00000006263
ENSG00000153560	ENSPTRG00000014733
ENSG00000172115	ENSPTRG00000022414
ENSG00000172115	ENSPTRG00000018996
ENSG00000215472	ENSPTRG00000010012
ENSG00000141994	ENSPTRG00000010343
ENSG00000186998	ENSPTRG00000014215
ENSG00000165985	ENSPTRG00000002324
ENSG00000143970	ENSPTRG00000011726
ENSG00000128886	ENSPTRG00000007003
ENSG00000086065	ENSPTRG00000020857
ENSG00000187878	ENSPTRG00000003302
ENSG00000121318	ENSPTRG00000004685
ENSG00000161956	ENSPTRG00000008693
ENSG00000152931	ENSPTRG00000016901
ENSG00000101670	ENSPTRG00000010015
ENSG00000188124	ENSPTRG00000003303
ENSG00000148484	ENSPTRG00000002325
ENSG00000188827	ENSPTRG00000007706
ENSG00000160181	ENSPTRG00000013940
ENSG00000120885	ENSPTRG00000020107
ENSG00000035499	ENSPTRG00000016902
ENSG00000170803	ENSPTRG00000003304
ENSG00000111215	ENSPTRG00000004686
ENSG00000101868	ENSPTRG00000021753
ENSG00000140264	ENSPTRG00000007004
ENSG00000139684	ENSPTRG00000005857
ENSG00000212128	ENSPTRG00000032539
ENSG00000171119	ENSPTRG00000010344
ENSG00000163539	ENSPTRG00000014734
ENSG00000184933	ENSPTRG00000003305
ENSG00000160182	ENSPTRG00000013941
ENSG00000213918	ENSPTRG00000007707
ENSG00000100902	ENSPTRG00000006264
ENSG00000129226	ENSPTRG00000008695
ENSG00000164181	ENSPTRG00000016903
ENSG00000167315	ENSPTRG00000010016
ENSG00000100263	ENSPTRG00000014216
ENSG00000153790	ENSPTRG00000018997
ENSG00000086102	ENSPTRG00000020858
ENSG00000084731	ENSPTRG00000011727
ENSG00000089091	ENSPTRG00000013285
ENSG00000156413	ENSPTRG00000010345
ENSG00000166363	ENSPTRG00000003306
ENSG00000134551	ENSPTRG00000029776
ENSG00000004848	
ENSG00000204178	ENSPTRG00000029594
ENSG00000160183	ENSPTRG00000013942
ENSG00000102468	ENSPTRG00000005858
ENSG00000049167	ENSPTRG00000016905
ENSG00000100906	ENSPTRG00000006265
ENSG00000176774	ENSPTRG00000021756
ENSG00000182944	ENSPTRG00000014218
ENSG00000129255	ENSPTRG00000008696
ENSG00000176746	ENSPTRG00000028309
ENSG00000126602	ENSPTRG00000007708
ENSG00000170790	
ENSG00000167306	ENSPTRG00000010019
ENSG00000105954	ENSPTRG00000018998
ENSG00000050344	ENSPTRG00000019000
ENSG00000188408	
ENSG00000084733	ENSPTRG00000011729
ENSG00000124529	
ENSG00000177689	ENSPTRG00000021760
ENSG00000170782	
ENSG00000124693	
ENSG00000157978	ENSPTRG00000000362
ENSG00000189186	ENSPTRG00000021759
ENSG00000137259	ENSPTRG00000017818
ENSG00000169306	ENSPTRG00000021762
ENSG00000196226	ENSPTRG00000017802
ENSG00000184716	ENSPTRG00000007005
ENSG00000196532	
ENSG00000215032	
ENSG00000136143	ENSPTRG00000005859
ENSG00000168348	ENSPTRG00000006267
ENSG00000171124	ENSPTRG00000010346
ENSG00000122566	ENSPTRG00000019002
ENSG00000212127	ENSPTRG00000032538
ENSG00000157833	ENSPTRG00000011731
ENSG00000166368	
ENSG00000107611	ENSPTRG00000002326
ENSG00000117643	ENSPTRG00000000363
ENSG00000164182	ENSPTRG00000016906
ENSG00000174373	ENSPTRG00000006268
ENSG00000129194	ENSPTRG00000008697
ENSG00000005339	ENSPTRG00000007710
ENSG00000168077	ENSPTRG00000020108
ENSG00000178358	ENSPTRG00000003308
ENSG00000170248	ENSPTRG00000014735
ENSG00000188725	ENSPTRG00000016908
ENSG00000099399	ENSPTRG00000021763
ENSG00000084754	ENSPTRG00000011732
ENSG00000212126	ENSPTRG00000032537
ENSG00000160185	ENSPTRG00000013943
ENSG00000132664	ENSPTRG00000013287
ENSG00000140259	ENSPTRG00000007006
ENSG00000187837	ENSPTRG00000017804
ENSG00000129245	ENSPTRG00000008698
ENSG00000183055	
ENSG00000149054	ENSPTRG00000003309
ENSG00000165269	ENSPTRG00000020859
ENSG00000010704	ENSPTRG00000017805
ENSG00000198798	ENSPTRG00000021764
ENSG00000212125	ENSPTRG00000032536
ENSG00000130383	ENSPTRG00000010347
ENSG00000092470	ENSPTRG00000007007
ENSG00000162430	ENSPTRG00000022721
ENSG00000172361	ENSPTRG00000010020
ENSG00000120289	ENSPTRG00000021766
ENSG00000130449	ENSPTRG00000016910
ENSG00000089050	ENSPTRG00000013289
ENSG00000136159	ENSPTRG00000005860
ENSG00000212124	ENSPTRG00000032535
ENSG00000136146	ENSPTRG00000005861
ENSG00000149050	ENSPTRG00000003310
ENSG00000165272	ENSPTRG00000020860
ENSG00000174886	ENSPTRG00000034542
ENSG00000141504	ENSPTRG00000008699
ENSG00000178722	ENSPTRG00000016911
ENSG00000117640	ENSPTRG00000000365
ENSG00000213496	ENSPTRG00000029161
ENSG00000214107	
ENSG00000138029	ENSPTRG00000011733
ENSG00000182047	ENSPTRG00000004693
ENSG00000122565	ENSPTRG00000019003
ENSG00000147419	ENSPTRG00000020109
ENSG00000068796	ENSPTRG00000016913
ENSG00000158077	ENSPTRG00000003311
ENSG00000172995	ENSPTRG00000014736
ENSG00000212655	ENSPTRG00000004693
ENSG00000141644	ENSPTRG00000010021
ENSG00000186136	
ENSG00000171877	ENSPTRG00000007008
ENSG00000160188	ENSPTRG00000013944
ENSG00000187650	ENSPTRG00000010349
ENSG00000101310	ENSPTRG00000013290
ENSG00000197870	ENSPTRG00000029774
ENSG00000185340	ENSPTRG00000014219
ENSG00000129214	ENSPTRG00000008700
ENSG00000136156	ENSPTRG00000005863
ENSG00000105519	ENSPTRG00000010350
ENSG00000169297	ENSPTRG00000021767
ENSG00000107614	ENSPTRG00000002327
ENSG00000170748	ENSPTRG00000003312
ENSG00000165271	ENSPTRG00000020861
ENSG00000127423	ENSPTRG00000000366
ENSG00000100916	ENSPTRG00000006272
ENSG00000160190	ENSPTRG00000013945
ENSG00000121335	
ENSG00000170743	ENSPTRG00000003313
ENSG00000086189	ENSPTRG00000016914
ENSG00000129244	ENSPTRG00000008701
ENSG00000166734	ENSPTRG00000007010
ENSG00000162104	ENSPTRG00000007711
ENSG00000120280	ENSPTRG00000021768
ENSG00000182749	ENSPTRG00000000367
ENSG00000031823	ENSPTRG00000010351
ENSG00000178556	ENSPTRG00000021769
ENSG00000173567	ENSPTRG00000011734
ENSG00000086300	ENSPTRG00000019004
ENSG00000151332	ENSPTRG00000006273
ENSG00000171320	ENSPTRG00000020110
ENSG00000117632	ENSPTRG00000000369
ENSG00000183801	ENSPTRG00000003314
ENSG00000141510	ENSPTRG00000008703
ENSG00000198814	ENSPTRG00000021770
ENSG00000086200	ENSPTRG00000016915
ENSG00000139687	ENSPTRG00000005864
ENSG00000100276	ENSPTRG00000014220
ENSG00000144681	ENSPTRG00000014737
ENSG00000188831	ENSPTRG00000006274
ENSG00000185739	ENSPTRG00000007712
ENSG00000166387	ENSPTRG00000003315
ENSG00000136352	ENSPTRG00000006275
ENSG00000138018	ENSPTRG00000011735
ENSG00000160191	ENSPTRG00000013946
ENSG00000122548	ENSPTRG00000019006
ENSG00000214791	ENSPTRG00000032363
ENSG00000168078	ENSPTRG00000020112
ENSG00000100280	ENSPTRG00000014221
ENSG00000137770	ENSPTRG00000007013
ENSG00000222004	
ENSG00000090447	ENSPTRG00000007713
ENSG00000163673	ENSPTRG00000014739
ENSG00000159712	ENSPTRG00000020960
ENSG00000005020	ENSPTRG00000019007
ENSG00000158006	ENSPTRG00000000370
ENSG00000168016	ENSPTRG00000014741
ENSG00000205274	ENSPTRG00000029293
ENSG00000125821	ENSPTRG00000013291
ENSG00000183938	ENSPTRG00000020866
ENSG00000178161	ENSPTRG00000020867
ENSG00000157856	ENSPTRG00000023470
ENSG00000168079	ENSPTRG00000020113
ENSG00000198679	ENSPTRG00000023574
ENSG00000158008	ENSPTRG00000000371
ENSG00000215206	ENSPTRG00000033770
ENSG00000217416	ENSPTRG00000016917
ENSG00000087903	ENSPTRG00000010352
ENSG00000010438	ENSPTRG00000020868
ENSG00000076242	ENSPTRG00000014743
ENSG00000126603	ENSPTRG00000007714
ENSG00000166394	ENSPTRG00000003316
ENSG00000149443	ENSPTRG00000013292
ENSG00000197061	
ENSG00000026025	ENSPTRG00000002328
ENSG00000178394	ENSPTRG00000016918
ENSG00000179523	
ENSG00000136327	ENSPTRG00000006277
ENSG00000139083	ENSPTRG00000004699
ENSG00000154832	ENSPTRG00000010022
ENSG00000105991	ENSPTRG00000019010
ENSG00000132631	ENSPTRG00000013293
ENSG00000104131	ENSPTRG00000007014
ENSG00000158014	ENSPTRG00000000372
ENSG00000115155	ENSPTRG00000011737
ENSG00000189233	ENSPTRG00000020114
ENSG00000217930	ENSPTRG00000007715
ENSG00000212929	
ENSG00000128250	ENSPTRG00000029453
ENSG00000164197	ENSPTRG00000016919
ENSG00000198807	ENSPTRG00000006281
ENSG00000185052	ENSPTRG00000013294
ENSG00000183378	ENSPTRG00000003317
ENSG00000134014	ENSPTRG00000020115
ENSG00000100285	ENSPTRG00000014224
ENSG00000130377	ENSPTRG00000010354
ENSG00000139679	ENSPTRG00000005865
ENSG00000103426	ENSPTRG00000007716
ENSG00000158022	ENSPTRG00000000373
ENSG00000105996	ENSPTRG00000019011
ENSG00000121380	ENSPTRG00000004700
ENSG00000176716	ENSPTRG00000003318
ENSG00000186479	ENSPTRG00000016921
ENSG00000187475	ENSPTRG00000017807
ENSG00000104133	ENSPTRG00000007016
ENSG00000166408	ENSPTRG00000003319
ENSG00000154839	ENSPTRG00000010023
ENSG00000179447	ENSPTRG00000013296
ENSG00000180596	
ENSG00000107341	ENSPTRG00000020870
ENSG00000100296	ENSPTRG00000014225
ENSG00000183303	ENSPTRG00000003320
ENSG00000132669	ENSPTRG00000013298
ENSG00000145642	ENSPTRG00000016923
ENSG00000183032	ENSPTRG00000006283
ENSG00000136161	ENSPTRG00000005866
ENSG00000105997	ENSPTRG00000019012
ENSG00000157625	ENSPTRG00000021771
ENSG00000182334	ENSPTRG00000003321
ENSG00000153006	ENSPTRG00000016924
ENSG00000168081	ENSPTRG00000020116
ENSG00000175087	ENSPTRG00000000374
ENSG00000170688	
ENSG00000141639	ENSPTRG00000010024
ENSG00000151338	ENSPTRG00000006284
ENSG00000180573	
ENSG00000175393	ENSPTRG00000003323
ENSG00000137073	ENSPTRG00000020871
ENSG00000197245	ENSPTRG00000022777
ENSG00000173418	ENSPTRG00000013299
ENSG00000170683	
ENSG00000130382	ENSPTRG00000010356
ENSG00000186918	ENSPTRG00000020119
ENSG00000152207	
ENSG00000168140	ENSPTRG00000031304
ENSG00000142684	ENSPTRG00000000375
ENSG00000134042	ENSPTRG00000010025
ENSG00000166710	ENSPTRG00000007020
ENSG00000103423	ENSPTRG00000007718
ENSG00000070018	ENSPTRG00000004701
ENSG00000182261	ENSPTRG00000003325
ENSG00000129514	ENSPTRG00000006285
ENSG00000164519	ENSPTRG00000019013
ENSG00000168298	ENSPTRG00000017810
ENSG00000153015	ENSPTRG00000016925
ENSG00000197576	ENSPTRG00000023597
ENSG00000102531	ENSPTRG00000023284
ENSG00000148488	ENSPTRG00000002330
ENSG00000132446	ENSPTRG00000021772
ENSG00000175390	ENSPTRG00000003326
ENSG00000093167	ENSPTRG00000014745
ENSG00000184117	ENSPTRG00000014226
ENSG00000082212	ENSPTRG00000010026
ENSG00000198947	ENSPTRG00000021773
ENSG00000142675	ENSPTRG00000000376
ENSG00000167769	ENSPTRG00000010358
ENSG00000139865	ENSPTRG00000006287
ENSG00000158373	ENSPTRG00000017811
ENSG00000173557	ENSPTRG00000022566
ENSG00000215023	
ENSG00000214050	ENSPTRG00000034416
ENSG00000106004	ENSPTRG00000019015
ENSG00000101343	ENSPTRG00000030609
ENSG00000049192	ENSPTRG00000016927
ENSG00000111261	ENSPTRG00000004702
ENSG00000125656	ENSPTRG00000010359
ENSG00000157884	ENSPTRG00000011738
ENSG00000186575	ENSPTRG00000014227
ENSG00000153406	ENSPTRG00000007719
ENSG00000204832	ENSPTRG00000029927
ENSG00000166402	ENSPTRG00000003327
ENSG00000139874	ENSPTRG00000006289
ENSG00000141642	ENSPTRG00000010027
ENSG00000165996	ENSPTRG00000002331
ENSG00000205791	ENSPTRG00000029773
ENSG00000125652	ENSPTRG00000010360
ENSG00000104290	ENSPTRG00000020122
ENSG00000106006	
ENSG00000171303	ENSPTRG00000011739
ENSG00000165714	ENSPTRG00000004703
ENSG00000197697	ENSPTRG00000017812
ENSG00000141646	ENSPTRG00000010028
ENSG00000144674	ENSPTRG00000014746
ENSG00000198876	ENSPTRG00000020872
ENSG00000103415	ENSPTRG00000007720
ENSG00000125650	ENSPTRG00000010361
ENSG00000122592	ENSPTRG00000019017
ENSG00000188782	ENSPTRG00000000377
ENSG00000213699	ENSPTRG00000033946
